# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 8.260941675655705252e-01 -2.315654685699336568e+01 4.227877867363623210e+01
-7.000000000000000666e-02 8.360941675655705341e-01 -2.333495941815486674e+01 2.570128811121187695e+01
-5.999999999999999778e-02 8.460941675655704319e-01 -2.340903580005281626e+01 4.631531946949205114e+00
-5.000000000000000278e-02 8.560941675655704408e-01 -2.341923372760677680e+01 1.539431880918245843e-01
-4.000000000000000083e-02 8.660941675655705607e-01 -2.342728835338303028e+01 2.163993184588270946e+00
-2.999999999999999889e-02 8.760941675655704586e-01 -2.344092563079139069e+01 2.337865684697755686e+00
-2.000000000000000042e-02 8.860941675655705785e-01 -2.345185336098665019e+01 1.484140466639881417e+00
-1.000000000000000021e-02 8.960941675655704763e-01 -2.345756814820704150e+01 5.961615899063325008e-01
0.000000000000000000e+00 9.060941675655704852e-01 -2.345914192168480739e+01 -1.553624065543722857e-02
1.000000000000000021e-02 9.160941675655706051e-01 -2.345790720215416414e+01 -4.570944581297213816e-01
2.000000000000000042e-02 9.260941675655706140e-01 -2.345450938811296027e+01 -8.350422308621789913e-01
2.999999999999999889e-02 9.360941675655705119e-01 -2.344920024904404343e+01 -1.184353985240823803e+00
4.000000000000000083e-02 9.460941675655705208e-01 -2.344213690224528079e+01 -1.506242994499773058e+00
5.000000000000000278e-02 9.560941675655705296e-01 -2.343348194863209955e+01 -1.797292528701532222e+00
5.999999999999999778e-02 9.660941675655705385e-01 -2.342340633376054981e+01 -2.056936950846806500e+00
7.000000000000000666e-02 9.760941675655706584e-01 -2.341207718847985220e+01 -2.286863848991732340e+00
8.000000000000000167e-02 9.860941675655704453e-01 -2.339964853060793715e+01 -2.489791029483361839e+00
