# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 8.263010227230669358e-01 -2.316007007687545638e+01 4.206139601225845581e+01
-7.000000000000000666e-02 8.363010227230669447e-01 -2.333694412374692462e+01 2.536880402193330042e+01
-5.999999999999999778e-02 8.463010227230668425e-01 -2.340930897680581779e+01 4.537180078896360769e+00
-5.000000000000000278e-02 8.563010227230668514e-01 -2.341920379324065493e+01 1.895103463089091445e-01
-4.000000000000000083e-02 8.663010227230669713e-01 -2.342747633352053782e+01 2.185370770570165710e+00
-2.999999999999999889e-02 8.763010227230669802e-01 -2.344114397290022467e+01 2.329871404063959428e+00
-2.000000000000000042e-02 8.863010227230669891e-01 -2.345200344453834873e+01 1.466885289844439111e+00
-1.000000000000000021e-02 8.963010227230669980e-01 -2.345763623157193578e+01 5.808123902005246642e-01
0.000000000000000000e+00 9.063010227230670068e-01 -2.345914192168480739e+01 -2.839992447454160740e-02
1.000000000000000021e-02 9.163010227230670157e-01 -2.345784803071593672e+01 -4.689260038588103918e-01
2.000000000000000042e-02 9.263010227230670246e-01 -2.345439495215276438e+01 -8.463852345015271395e-01
2.999999999999999889e-02 9.363010227230670335e-01 -2.344903231142497546e+01 -1.195176665057899879e+00
4.000000000000000083e-02 9.463010227230670424e-01 -2.344191841963978007e+01 -1.516470316058597945e+00
5.000000000000000278e-02 9.563010227230669402e-01 -2.343321587943205841e+01 -1.806940652375663481e+00
5.999999999999999778e-02 9.663010227230670601e-01 -2.342309539966158027e+01 -2.066073610586753873e+00
7.000000000000000666e-02 9.763010227230670690e-01 -2.341172339764682064e+01 -2.295567167958977528e+00
8.000000000000000167e-02 9.863010227230668558e-01 -2.339925413135178545e+01 -2.498130301818251020e+00
