# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 8.262140184148346611e-01 -2.315818100128512569e+01 4.217128023181508212e+01
-7.000000000000000666e-02 8.362140184148346700e-01 -2.333577639708669338e+01 2.554037266935328887e+01
-5.999999999999999778e-02 8.462140184148345678e-01 -2.340903245845053249e+01 4.597577515291631833e+00
-5.000000000000000278e-02 8.562140184148344657e-01 -2.341911167542492933e+01 1.860857594257152303e-01
-4.000000000000000083e-02 8.662140184148345856e-01 -2.342729835089724233e+01 2.189757475892087246e+00
-2.999999999999999889e-02 8.762140184148345945e-01 -2.344097511541034962e+01 2.348820823227396826e+00
-2.000000000000000042e-02 8.862140184148344924e-01 -2.345189197013156956e+01 1.490036519685962180e+00
-1.000000000000000021e-02 8.962140184148346123e-01 -2.345758557358072238e+01 6.025000978805117313e-01
0.000000000000000000e+00 9.062140184148345101e-01 -2.345914192168480739e+01 -8.428630619823721318e-03
1.000000000000000021e-02 9.162140184148345190e-01 -2.345789138950416941e+01 -4.498490922093937860e-01
2.000000000000000042e-02 9.262140184148345279e-01 -2.345447746831834479e+01 -8.278266180618539805e-01
2.999999999999999889e-02 9.362140184148345368e-01 -2.344915145087917097e+01 -1.177071079640476636e+00
4.000000000000000083e-02 9.462140184148346567e-01 -2.344207093145942267e+01 -1.498806251061656880e+00
5.000000000000000278e-02 9.562140184148346655e-01 -2.343339970323720678e+01 -1.789683754572631846e+00
5.999999999999999778e-02 9.662140184148345634e-01 -2.342330823513404070e+01 -2.049174681855192137e+00
7.000000000000000666e-02 9.762140184148344613e-01 -2.341196365823439152e+01 -2.278976212435970705e+00
8.000000000000000167e-02 9.862140184148344701e-01 -2.339951927536700893e+01 -2.481803014081594316e+00
