r1,r2,ang,level,atom_index,atom,mux,muy,muz
1.0,1.421,132.632,hf,1,O,-0.0,0.08016769,0.18655182
1.0,1.421,132.632,hf,2,O,0.0,0.26873064,-0.07767441
1.0,1.421,132.632,mp2,0,C,-0.0,-0.01880285,0.02924054
1.0,1.421,132.632,mp2,1,O,-0.0,0.08016769,0.18655182
1.0,1.421,132.632,mp2,2,O,0.0,0.26873064,-0.07767441
1.0,1.447,132.632,hf,0,C,-0.0,-0.01743251,0.0362451
1.0,1.447,132.632,hf,1,O,-0.0,0.07552316,0.18358937
1.0,1.447,132.632,hf,2,O,-0.0,0.26661882,-0.08143964
1.0,1.447,132.632,mp2,0,C,-0.0,-0.01743251,0.0362451
1.0,1.447,132.632,mp2,1,O,-0.0,0.07552316,0.18358937
1.0,1.447,132.632,mp2,2,O,-0.0,0.26661882,-0.08143964
1.0,1.474,132.632,hf,0,C,-0.0,-0.01593518,0.04393374
1.0,1.474,132.632,hf,1,O,0.0,0.07084529,0.18018836
1.0,1.474,132.632,hf,2,O,0.0,0.26390675,-0.08499855
1.0,1.474,132.632,mp2,0,C,-0.0,-0.01593518,0.04393374
1.0,1.474,132.632,mp2,1,O,0.0,0.07084529,0.18018836
1.0,1.474,132.632,mp2,2,O,0.0,0.26390675,-0.08499855
1.0,1.5,132.632,hf,0,C,-0.0,-0.01445566,0.05167902
1.0,1.5,132.632,hf,1,O,-0.0,0.0664953,0.17664382
1.0,1.5,132.632,hf,2,O,-0.0,0.26082111,-0.08806515
1.0,1.5,132.632,mp2,0,C,-0.0,-0.01445566,0.05167902
1.0,1.5,132.632,mp2,1,O,-0.0,0.0664953,0.17664382
1.0,1.5,132.632,mp2,2,O,-0.0,0.26082111,-0.08806515
1.0,1.0,135.789,hf,0,C,-0.0,-0.02334067,-0.00948049
1.0,1.0,135.789,hf,1,O,-0.0,0.15314494,0.18528652
1.0,1.0,135.789,hf,2,O,0.0,0.23897179,-0.02602128
1.0,1.0,135.789,mp2,0,C,-0.0,-0.02334067,-0.00948049
1.0,1.0,135.789,mp2,1,O,-0.0,0.15314494,0.18528652
1.0,1.0,135.789,mp2,2,O,0.0,0.23897179,-0.02602128
1.021,1.0,135.789,hf,0,C,-0.0,-0.02405655,-0.00878674
1.021,1.0,135.789,hf,1,O,0.0,0.15278452,0.18989275
1.021,1.0,135.789,hf,2,O,0.0,0.23753153,-0.03048674
1.021,1.0,135.789,mp2,0,C,-0.0,-0.02405655,-0.00878674
1.021,1.0,135.789,mp2,1,O,0.0,0.15278452,0.18989275
1.021,1.0,135.789,mp2,2,O,0.0,0.23753153,-0.03048674
1.0,1.026,135.789,hf,0,C,-0.0,-0.02337955,-0.01068294
1.0,1.026,135.789,hf,1,O,0.0,0.14801291,0.18798264
1.0,1.026,135.789,hf,2,O,0.0,0.24260526,-0.03043416
1.0,1.026,135.789,mp2,0,C,-0.0,-0.02337955,-0.01068294
1.0,1.026,135.789,mp2,1,O,0.0,0.14801291,0.18798264
1.0,1.026,135.789,mp2,2,O,0.0,0.24260526,-0.03043416
1.021,1.026,135.789,hf,0,C,0.0,-0.02419723,-0.01003038
1.021,1.026,135.789,hf,1,O,0.0,0.14784862,0.19242621
1.021,1.026,135.789,hf,2,O,-0.0,0.24119229,-0.03464309
1.021,1.026,135.789,mp2,0,C,0.0,-0.02419723,-0.01003038
1.021,1.026,135.789,mp2,1,O,0.0,0.14784862,0.19242621
1.021,1.026,135.789,mp2,2,O,-0.0,0.24119229,-0.03464309
1.0,1.053,135.789,hf,0,C,0.0,-0.02341978,-0.01156505
1.0,1.053,135.789,hf,1,O,-0.0,0.14270527,0.19056827
1.0,1.053,135.789,hf,2,O,0.0,0.24616881,-0.03520414
1.0,1.053,135.789,mp2,0,C,0.0,-0.02341978,-0.01156505
1.0,1.053,135.789,mp2,1,O,-0.0,0.14270527,0.19056827
1.0,1.053,135.789,mp2,2,O,0.0,0.24616881,-0.03520414
1.021,1.053,135.789,hf,0,C,-0.0,-0.02435492,-0.01096224
1.021,1.053,135.789,hf,1,O,0.0,0.14272559,0.19483541
1.021,1.053,135.789,hf,2,O,-0.0,0.24476411,-0.03912381
1.021,1.053,135.789,mp2,0,C,-0.0,-0.02435492,-0.01096224
1.021,1.053,135.789,mp2,1,O,0.0,0.14272559,0.19483541
1.021,1.053,135.789,mp2,2,O,-0.0,0.24476411,-0.03912381
1.0,1.079,135.789,hf,0,C,0.0,-0.02345641,-0.01204199
1.0,1.079,135.789,hf,1,O,-0.0,0.13762087,0.19279684
1.0,1.079,135.789,hf,2,O,-0.0,0.2493794,-0.03994909
1.0,1.079,135.789,mp2,0,C,0.0,-0.02345641,-0.01204199
1.0,1.079,135.789,mp2,1,O,-0.0,0.13762087,0.19279684
1.0,1.079,135.789,mp2,2,O,-0.0,0.2493794,-0.03994909
1.021,1.079,135.789,hf,0,C,0.0,-0.02448274,-0.01147558
1.021,1.079,135.789,hf,1,O,0.0,0.13780923,0.19696514
1.021,1.079,135.789,hf,2,O,0.0,0.24802721,-0.04361919
1.021,1.079,135.789,mp2,0,C,0.0,-0.02448274,-0.01147558
1.021,1.079,135.789,mp2,1,O,0.0,0.13780923,0.19696514
1.021,1.079,135.789,mp2,2,O,0.0,0.24802721,-0.04361919
1.0,1.105,135.789,hf,0,C,0.0,-0.02345662,-0.01211291
1.0,1.105,135.789,hf,1,O,0.0,0.13257005,0.194791
1.0,1.105,135.789,hf,2,O,0.0,0.25241031,-0.04485256
1.0,1.105,135.789,mp2,0,C,0.0,-0.02345662,-0.01211291
1.0,1.105,135.789,mp2,1,O,0.0,0.13257005,0.194791
1.0,1.105,135.789,mp2,2,O,0.0,0.25241031,-0.04485256
1.021,1.105,135.789,hf,0,C,-0.0,-0.02459449,-0.01159279
1.021,1.105,135.789,hf,1,O,0.0,0.13290799,0.19882889
1.021,1.105,135.789,hf,2,O,-0.0,0.25107999,-0.04824009
1.021,1.105,135.789,mp2,0,C,-0.0,-0.02459449,-0.01159279
1.021,1.105,135.789,mp2,1,O,0.0,0.13290799,0.19882889
1.021,1.105,135.789,mp2,2,O,-0.0,0.25107999,-0.04824009
1.0,1.132,135.789,hf,0,C,-0.0,-0.02342112,-0.01174631
1.0,1.132,135.789,hf,1,O,-0.0,0.12736566,0.19653453
1.0,1.132,135.789,hf,2,O,0.0,0.25531309,-0.05005728
1.0,1.132,135.789,mp2,0,C,-0.0,-0.02342112,-0.01174631
1.0,1.132,135.789,mp2,1,O,-0.0,0.12736566,0.19653453
1.0,1.132,135.789,mp2,2,O,0.0,0.25531309,-0.05005728
1.021,1.132,135.789,hf,0,C,-0.0,-0.02465283,-0.01125903
1.021,1.132,135.789,hf,1,O,-0.0,0.12784935,0.20051159
1.021,1.132,135.789,hf,2,O,-0.0,0.25405434,-0.05318728
1.021,1.132,135.789,mp2,0,C,-0.0,-0.02465283,-0.01125903
1.021,1.132,135.789,mp2,1,O,-0.0,0.12784935,0.20051159
1.021,1.132,135.789,mp2,2,O,-0.0,0.25405434,-0.05318728
1.0,1.158,135.789,hf,0,C,-0.0,-0.02332635,-0.01093297
1.0,1.158,135.789,hf,1,O,-0.0,0.1223976,0.19790168
1.0,1.158,135.789,hf,2,O,0.0,0.25788014,-0.05516726
1.0,1.158,135.789,mp2,0,C,-0.0,-0.02332635,-0.01093297
1.0,1.158,135.789,mp2,1,O,-0.0,0.1223976,0.19790168
1.0,1.158,135.789,mp2,2,O,0.0,0.25788014,-0.05516726
1.0,1.184,135.789,hf,0,C,-0.0,-0.0231525,-0.00963501
1.0,1.184,135.789,hf,1,O,0.0,0.11747484,0.19895463
1.0,1.184,135.789,hf,2,O,-0.0,0.26021298,-0.0603514
1.0,1.184,135.789,mp2,0,C,-0.0,-0.0231525,-0.00963501
1.0,1.184,135.789,mp2,1,O,0.0,0.11747484,0.19895463
1.0,1.184,135.789,mp2,2,O,-0.0,0.26021298,-0.0603514
1.0,1.211,135.789,hf,0,C,0.0,-0.02288884,-0.00775911
1.0,1.211,135.789,hf,1,O,-0.0,0.11240902,0.19964842
1.0,1.211,135.789,hf,2,O,-0.0,0.26232866,-0.06574914
1.0,1.211,135.789,mp2,0,C,0.0,-0.02288884,-0.00775911
1.0,1.211,135.789,mp2,1,O,-0.0,0.11240902,0.19964842
1.0,1.211,135.789,mp2,2,O,-0.0,0.26232866,-0.06574914
1.0,1.237,135.789,hf,0,C,0.0,-0.02252174,-0.00540771
1.0,1.237,135.789,hf,1,O,0.0,0.10758101,0.19995583
1.0,1.237,135.789,hf,2,O,-0.0,0.26406843,-0.07094681
1.0,1.237,135.789,mp2,0,C,0.0,-0.02252174,-0.00540771
1.0,1.237,135.789,mp2,1,O,0.0,0.10758101,0.19995583
1.0,1.237,135.789,mp2,2,O,-0.0,0.26406843,-0.07094681
1.0,1.263,135.789,hf,0,C,-0.0,-0.02205005,-0.0025199
1.0,1.263,135.789,hf,1,O,-0.0,0.10279852,0.19984216
1.0,1.263,135.789,hf,2,O,-0.0,0.26544083,-0.07606936
1.0,1.263,135.789,mp2,0,C,-0.0,-0.02205005,-0.0025199
1.0,1.263,135.789,mp2,1,O,-0.0,0.10279852,0.19984216
1.0,1.263,135.789,mp2,2,O,-0.0,0.26544083,-0.07606936
1.0,1.289,135.789,hf,0,C,0.0,-0.02144759,0.00092444
1.0,1.289,135.789,hf,1,O,0.0,0.09806739,0.19932294
1.0,1.289,135.789,hf,2,O,0.0,0.26642732,-0.08108777
1.0,1.289,135.789,mp2,0,C,0.0,-0.02144759,0.00092444
1.0,1.289,135.789,mp2,1,O,0.0,0.09806739,0.19932294
1.0,1.289,135.789,mp2,2,O,0.0,0.26642732,-0.08108777
1.0,1.316,135.789,hf,0,C,0.0,-0.02067169,0.00509483
1.0,1.316,135.789,hf,1,O,0.0,0.09321302,0.19834526
1.0,1.316,135.789,hf,2,O,-0.0,0.267002,-0.08613883
1.0,1.316,135.789,mp2,0,C,0.0,-0.02067169,0.00509483
1.0,1.316,135.789,mp2,1,O,0.0,0.09321302,0.19834526
1.0,1.316,135.789,mp2,2,O,-0.0,0.267002,-0.08613883
1.0,1.342,135.789,hf,0,C,0.0,-0.01975907,0.00968938
1.0,1.342,135.789,hf,1,O,0.0,0.0886029,0.19699575
1.0,1.342,135.789,hf,2,O,0.0,0.26710509,-0.09081186
1.0,1.342,135.789,mp2,0,C,0.0,-0.01975907,0.00968938
1.0,1.342,135.789,mp2,1,O,0.0,0.0886029,0.19699575
1.0,1.342,135.789,mp2,2,O,0.0,0.26710509,-0.09081186
1.0,1.368,135.789,hf,0,C,-0.0,-0.01871137,0.01481826
1.0,1.368,135.789,hf,1,O,-0.0,0.08406015,0.19521254
1.0,1.368,135.789,hf,2,O,-0.0,0.26670364,-0.09523286
1.0,1.368,135.789,mp2,0,C,-0.0,-0.01871137,0.01481826
1.0,1.368,135.789,mp2,1,O,-0.0,0.08406015,0.19521254
1.0,1.368,135.789,mp2,2,O,-0.0,0.26670364,-0.09523286
1.0,1.395,135.789,hf,0,C,-0.0,-0.01747252,0.02069896
1.0,1.395,135.789,hf,1,O,-0.0,0.07942734,0.19293681
1.0,1.395,135.789,hf,2,O,-0.0,0.26575585,-0.0995298
1.0,1.395,135.789,mp2,0,C,-0.0,-0.01747252,0.02069896
1.0,1.395,135.789,mp2,1,O,-0.0,0.07942734,0.19293681
1.0,1.395,135.789,mp2,2,O,-0.0,0.26575585,-0.0995298
1.0,1.421,135.789,hf,0,C,0.0,-0.01614924,0.02686571
1.0,1.421,135.789,hf,1,O,0.0,0.0750595,0.19035602
1.0,1.421,135.789,hf,2,O,0.0,0.26432438,-0.10334821
1.0,1.421,135.789,mp2,0,C,0.0,-0.01614924,0.02686571
1.0,1.421,135.789,mp2,1,O,0.0,0.0750595,0.19035602
1.0,1.421,135.789,mp2,2,O,0.0,0.26432438,-0.10334821
1.0,1.447,135.789,hf,0,C,0.0,-0.01470695,0.03349477
1.0,1.447,135.789,hf,1,O,0.0,0.07080006,0.18744037
1.0,1.447,135.789,hf,2,O,0.0,0.26240613,-0.10683759
1.0,1.447,135.789,mp2,0,C,0.0,-0.01470695,0.03349477
1.0,1.447,135.789,mp2,1,O,0.0,0.07080006,0.18744037
1.0,1.447,135.789,mp2,2,O,0.0,0.26240613,-0.10683759
1.0,1.474,135.789,hf,0,C,-0.0,-0.01314664,0.04080203
1.0,1.474,135.789,hf,1,O,-0.0,0.06649844,0.18405076
1.0,1.474,135.789,hf,2,O,0.0,0.25986966,-0.11005367
1.0,1.474,135.789,mp2,0,C,-0.0,-0.01314664,0.04080203
1.0,1.474,135.789,mp2,1,O,-0.0,0.06649844,0.18405076
1.0,1.474,135.789,mp2,2,O,0.0,0.25986966,-0.11005367
1.0,1.5,135.789,hf,0,C,0.0,-0.01160753,0.04819429
1.0,1.5,135.789,hf,1,O,-0.0,0.06249175,0.18050553
1.0,1.5,135.789,hf,2,O,-0.0,0.25694517,-0.11276114
1.0,1.5,135.789,mp2,0,C,0.0,-0.01160753,0.04819429
1.0,1.5,135.789,mp2,1,O,-0.0,0.06249175,0.18050553
1.0,1.5,135.789,mp2,2,O,-0.0,0.25694517,-0.11276114
1.0,1.0,138.947,hf,0,C,-0.0,-0.02125845,-0.00795945
1.0,1.0,138.947,hf,1,O,0.0,0.14149115,0.18934932
1.0,1.0,138.947,hf,2,O,0.0,0.23105492,-0.04986467
1.0,1.0,138.947,mp2,0,C,-0.0,-0.02125845,-0.00795945
1.0,1.0,138.947,mp2,1,O,0.0,0.14149115,0.18934932
1.0,1.0,138.947,mp2,2,O,0.0,0.23105492,-0.04986467
1.021,1.0,138.947,hf,0,C,-0.0,-0.02195138,-0.00720347
1.021,1.0,138.947,hf,1,O,-0.0,0.14117454,0.19420841
1.021,1.0,138.947,hf,2,O,0.0,0.22951074,-0.05397385
1.021,1.0,138.947,mp2,0,C,-0.0,-0.02195138,-0.00720347
1.021,1.0,138.947,mp2,1,O,-0.0,0.14117454,0.19420841
1.021,1.0,138.947,mp2,2,O,0.0,0.22951074,-0.05397385
1.0,1.026,138.947,hf,0,C,0.0,-0.02129269,-0.00919994
1.0,1.026,138.947,hf,1,O,-0.0,0.136711,0.19190813
1.0,1.026,138.947,hf,2,O,-0.0,0.23468752,-0.05466726
1.0,1.026,138.947,mp2,0,C,0.0,-0.02129269,-0.00919994
1.0,1.026,138.947,mp2,1,O,-0.0,0.136711,0.19190813
1.0,1.026,138.947,mp2,2,O,-0.0,0.23468752,-0.05466726
1.021,1.026,138.947,hf,0,C,-0.0,-0.02209483,-0.00848488
1.021,1.026,138.947,hf,1,O,-0.0,0.13656311,0.19657087
1.021,1.026,138.947,hf,2,O,-0.0,0.23314176,-0.05851488
1.021,1.026,138.947,mp2,0,C,-0.0,-0.02209483,-0.00848488
1.021,1.026,138.947,mp2,1,O,-0.0,0.13656311,0.19657087
1.021,1.026,138.947,mp2,2,O,-0.0,0.23314176,-0.05851488
1.0,1.053,138.947,hf,0,C,0.0,-0.02132267,-0.01015065
1.0,1.053,138.947,hf,1,O,0.0,0.13178568,0.19437217
1.0,1.053,138.947,hf,2,O,-0.0,0.2382528,-0.05979298
1.0,1.053,138.947,mp2,0,C,0.0,-0.02132267,-0.01015065
1.0,1.053,138.947,mp2,1,O,0.0,0.13178568,0.19437217
1.0,1.053,138.947,mp2,2,O,-0.0,0.2382528,-0.05979298
1.021,1.053,138.947,hf,0,C,-0.0,-0.02223062,-0.00947673
1.021,1.053,138.947,hf,1,O,0.0,0.13180034,0.19887035
1.021,1.053,138.947,hf,2,O,-0.0,0.23672223,-0.06337905
1.021,1.053,138.947,mp2,0,C,-0.0,-0.02223062,-0.00947673
1.021,1.053,138.947,mp2,1,O,0.0,0.13180034,0.19887035
1.021,1.053,138.947,mp2,2,O,-0.0,0.23672223,-0.06337905
1.0,1.079,138.947,hf,0,C,0.0,-0.02134485,-0.01072259
1.0,1.079,138.947,hf,1,O,-0.0,0.12708358,0.1965001
1.0,1.079,138.947,hf,2,O,-0.0,0.24146705,-0.06483173
1.0,1.079,138.947,mp2,0,C,0.0,-0.02134485,-0.01072259
1.0,1.079,138.947,mp2,1,O,-0.0,0.12708358,0.1965001
1.0,1.079,138.947,mp2,2,O,-0.0,0.24146705,-0.06483173
1.021,1.079,138.947,hf,0,C,-0.0,-0.02235003,-0.01008525
1.021,1.079,138.947,hf,1,O,-0.0,0.12724372,0.20086829
1.021,1.079,138.947,hf,2,O,-0.0,0.2399647,-0.06816929
1.021,1.079,138.947,mp2,0,C,-0.0,-0.02235003,-0.01008525
1.021,1.079,138.947,mp2,1,O,-0.0,0.12724372,0.20086829
1.021,1.079,138.947,mp2,2,O,-0.0,0.2399647,-0.06816929
1.0,1.105,138.947,hf,0,C,-0.0,-0.02133409,-0.01092428
1.0,1.105,138.947,hf,1,O,-0.0,0.12242542,0.19839125
1.0,1.105,138.947,hf,2,O,0.0,0.24448933,-0.06997373
1.0,1.105,138.947,mp2,0,C,-0.0,-0.02133409,-0.01092428
1.0,1.105,138.947,mp2,1,O,-0.0,0.12242542,0.19839125
1.0,1.105,138.947,mp2,2,O,0.0,0.24448933,-0.06997373
1.021,1.105,138.947,hf,0,C,-0.0,-0.02243153,-0.01032155
1.021,1.105,138.947,hf,1,O,-0.0,0.12272119,0.20266403
1.021,1.105,138.947,hf,2,O,-0.0,0.24302867,-0.07307544
1.021,1.105,138.947,mp2,0,C,-0.0,-0.02243153,-0.01032155
1.021,1.105,138.947,mp2,1,O,-0.0,0.12272119,0.20266403
1.021,1.105,138.947,mp2,2,O,-0.0,0.24302867,-0.07307544
1.0,1.132,138.947,hf,0,C,0.0,-0.02126747,-0.01071476
1.0,1.132,138.947,hf,1,O,0.0,0.11764153,0.2000932
1.0,1.132,138.947,hf,2,O,0.0,0.24741928,-0.0754128
1.0,1.132,138.947,mp2,0,C,0.0,-0.02126747,-0.01071476
1.0,1.132,138.947,mp2,1,O,0.0,0.11764153,0.2000932
1.0,1.132,138.947,mp2,2,O,0.0,0.24741928,-0.0754128
1.021,1.132,138.947,hf,0,C,0.0,-0.02247382,-0.01014955
1.021,1.132,138.947,hf,1,O,0.0,0.11805992,0.20424613
1.021,1.132,138.947,hf,2,O,0.0,0.24599256,-0.07824246
1.021,1.132,138.947,mp2,0,C,0.0,-0.02247382,-0.01014955
1.021,1.132,138.947,mp2,1,O,0.0,0.11805992,0.20424613
1.021,1.132,138.947,mp2,2,O,0.0,0.24599256,-0.07824246
1.0,1.158,138.947,hf,0,C,0.0,-0.02114734,-0.01008846
1.0,1.158,138.947,hf,1,O,0.0,0.11308423,0.20141483
1.0,1.158,138.947,hf,2,O,0.0,0.2500055,-0.08069295
1.0,1.158,138.947,mp2,0,C,0.0,-0.02114734,-0.01008846
1.0,1.158,138.947,mp2,1,O,0.0,0.11308423,0.20141483
1.0,1.158,138.947,mp2,2,O,0.0,0.2500055,-0.08069295
1.0,1.184,138.947,hf,0,C,0.0,-0.02094611,-0.00900843
1.0,1.184,138.947,hf,1,O,0.0,0.10857812,0.20244224
1.0,1.184,138.947,hf,2,O,0.0,0.25236684,-0.08601312
1.0,1.184,138.947,mp2,0,C,0.0,-0.02094611,-0.00900843
1.0,1.184,138.947,mp2,1,O,0.0,0.10857812,0.20244224
1.0,1.184,138.947,mp2,2,O,0.0,0.25236684,-0.08601312
1.0,1.211,138.947,hf,0,C,0.0,-0.02065284,-0.00739125
1.0,1.211,138.947,hf,1,O,-0.0,0.10394947,0.20312378
1.0,1.211,138.947,hf,2,O,-0.0,0.25452412,-0.09151158
1.0,1.211,138.947,mp2,0,C,0.0,-0.02065284,-0.00739125
1.0,1.211,138.947,mp2,1,O,-0.0,0.10394947,0.20312378
1.0,1.211,138.947,mp2,2,O,-0.0,0.25452412,-0.09151158
1.0,1.237,138.947,hf,0,C,-0.0,-0.02026625,-0.00532579
1.0,1.237,138.947,hf,1,O,-0.0,0.09954249,0.20341294
1.0,1.237,138.947,hf,2,O,0.0,0.25630248,-0.09675736
1.0,1.237,138.947,mp2,0,C,-0.0,-0.02026625,-0.00532579
1.0,1.237,138.947,mp2,1,O,-0.0,0.09954249,0.20341294
1.0,1.237,138.947,mp2,2,O,0.0,0.25630248,-0.09675736
1.0,1.263,138.947,hf,0,C,0.0,-0.01975633,-0.00273624
1.0,1.263,138.947,hf,1,O,0.0,0.09518624,0.2033418
1.0,1.263,138.947,hf,2,O,-0.0,0.25776393,-0.1019228
1.0,1.263,138.947,mp2,0,C,0.0,-0.01975633,-0.00273624
1.0,1.263,138.947,mp2,1,O,0.0,0.09518624,0.2033418
1.0,1.263,138.947,mp2,2,O,-0.0,0.25776393,-0.1019228
1.0,1.289,138.947,hf,0,C,0.0,-0.01912604,0.00037757
1.0,1.289,138.947,hf,1,O,0.0,0.09087776,0.20285106
1.0,1.289,138.947,hf,2,O,0.0,0.25884102,-0.10693271
1.0,1.289,138.947,mp2,0,C,0.0,-0.01912604,0.00037757
1.0,1.289,138.947,mp2,1,O,0.0,0.09087776,0.20285106
1.0,1.289,138.947,mp2,2,O,0.0,0.25884102,-0.10693271
1.0,1.316,138.947,hf,0,C,-0.0,-0.018322,0.00418255
1.0,1.316,138.947,hf,1,O,0.0,0.08645866,0.20191249
1.0,1.316,138.947,hf,2,O,-0.0,0.25953097,-0.11193729
1.0,1.316,138.947,mp2,0,C,-0.0,-0.018322,0.00418255
1.0,1.316,138.947,mp2,1,O,0.0,0.08645866,0.20191249
1.0,1.316,138.947,mp2,2,O,-0.0,0.25953097,-0.11193729
1.0,1.342,138.947,hf,0,C,-0.0,-0.01738533,0.00840542
1.0,1.342,138.947,hf,1,O,0.0,0.08226281,0.20061162
1.0,1.342,138.947,hf,2,O,-0.0,0.2597652,-0.11653368
1.0,1.342,138.947,mp2,0,C,-0.0,-0.01738533,0.00840542
1.0,1.342,138.947,mp2,1,O,0.0,0.08226281,0.20061162
1.0,1.342,138.947,mp2,2,O,-0.0,0.2597652,-0.11653368
1.0,1.368,138.947,hf,0,C,-0.0,-0.01630824,0.01315725
1.0,1.368,138.947,hf,1,O,-0.0,0.07812454,0.19887217
1.0,1.368,138.947,hf,2,O,-0.0,0.2595143,-0.12083257
1.0,1.368,138.947,mp2,0,C,-0.0,-0.01630824,0.01315725
1.0,1.368,138.947,mp2,1,O,-0.0,0.07812454,0.19887217
1.0,1.368,138.947,mp2,2,O,-0.0,0.2595143,-0.12083257
1.0,1.395,138.947,hf,0,C,-0.0,-0.01503976,0.01863886
1.0,1.395,138.947,hf,1,O,-0.0,0.0739015,0.19664181
1.0,1.395,138.947,hf,2,O,0.0,0.25873875,-0.12496367
1.0,1.395,138.947,mp2,0,C,-0.0,-0.01503976,0.01863886
1.0,1.395,138.947,mp2,1,O,-0.0,0.0739015,0.19664181
1.0,1.395,138.947,mp2,2,O,0.0,0.25873875,-0.12496367
1.0,1.421,138.947,hf,0,C,0.0,-0.01368592,0.02442247
1.0,1.421,138.947,hf,1,O,0.0,0.06991547,0.19409958
1.0,1.421,138.947,hf,2,O,-0.0,0.25748576,-0.12858245
1.0,1.421,138.947,mp2,0,C,0.0,-0.01368592,0.02442247
1.0,1.421,138.947,mp2,1,O,0.0,0.06991547,0.19409958
1.0,1.421,138.947,mp2,2,O,-0.0,0.25748576,-0.12858245
1.0,1.447,138.947,hf,0,C,0.0,-0.01222413,0.03066938
1.0,1.447,138.947,hf,1,O,-0.0,0.06601945,0.19119393
1.0,1.447,138.947,hf,2,O,0.0,0.25573472,-0.13181739
1.0,1.447,138.947,mp2,0,C,0.0,-0.01222413,0.03066938
1.0,1.447,138.947,mp2,1,O,-0.0,0.06601945,0.19119393
1.0,1.447,138.947,mp2,2,O,0.0,0.25573472,-0.13181739
1.0,1.474,138.947,hf,0,C,0.0,-0.01061068,0.03760799
1.0,1.474,138.947,hf,1,O,0.0,0.06208498,0.18784575
1.0,1.474,138.947,hf,2,O,0.0,0.25341505,-0.1347627
1.0,1.474,138.947,mp2,0,C,0.0,-0.01061068,0.03760799
1.0,1.474,138.947,mp2,1,O,0.0,0.06208498,0.18784575
1.0,1.474,138.947,mp2,2,O,0.0,0.25341505,-0.1347627
1.0,1.5,138.947,hf,0,C,-0.0,-0.00901499,0.04467669
1.0,1.5,138.947,hf,1,O,-0.0,0.0584071,0.18429597
1.0,1.5,138.947,hf,2,O,-0.0,0.25068457,-0.13713757
1.0,1.5,138.947,mp2,0,C,-0.0,-0.00901499,0.04467669
1.0,1.5,138.947,mp2,1,O,-0.0,0.0584071,0.18429597
1.0,1.5,138.947,mp2,2,O,-0.0,0.25068457,-0.13713757
1.0,1.0,142.105,hf,0,C,-0.0,-0.01925591,-0.00661053
1.0,1.0,142.105,hf,1,O,-0.0,0.13003911,0.19324245
1.0,1.0,142.105,hf,2,O,-0.0,0.22131031,-0.07262347
1.0,1.0,142.105,mp2,0,C,-0.0,-0.01925591,-0.00661053
1.0,1.0,142.105,mp2,1,O,-0.0,0.13003911,0.19324245
1.0,1.0,142.105,mp2,2,O,-0.0,0.22131031,-0.07262347
1.021,1.0,142.105,hf,0,C,-0.0,-0.01992417,-0.00578312
1.021,1.0,142.105,hf,1,O,-0.0,0.12975805,0.19832097
1.021,1.0,142.105,hf,2,O,0.0,0.21970326,-0.07638638
1.021,1.0,142.105,mp2,0,C,-0.0,-0.01992417,-0.00578312
1.021,1.0,142.105,mp2,1,O,-0.0,0.12975805,0.19832097
1.021,1.0,142.105,mp2,2,O,0.0,0.21970326,-0.07638638
1.0,1.026,142.105,hf,0,C,0.0,-0.0192814,-0.00790063
1.0,1.026,142.105,hf,1,O,-0.0,0.12561172,0.19567518
1.0,1.026,142.105,hf,2,O,-0.0,0.22487538,-0.07780268
1.0,1.026,142.105,mp2,0,C,0.0,-0.0192814,-0.00790063
1.0,1.026,142.105,mp2,1,O,-0.0,0.12561172,0.19567518
1.0,1.026,142.105,mp2,2,O,-0.0,0.22487538,-0.07780268
1.021,1.026,142.105,hf,0,C,-0.0,-0.02005629,-0.00710981
1.021,1.026,142.105,hf,1,O,-0.0,0.12547777,0.2005461
1.021,1.026,142.105,hf,2,O,-0.0,0.22325712,-0.08130897
1.021,1.026,142.105,mp2,0,C,-0.0,-0.02005629,-0.00710981
1.021,1.026,142.105,mp2,1,O,-0.0,0.12547777,0.2005461
1.021,1.026,142.105,mp2,2,O,-0.0,0.22325712,-0.08130897
1.0,1.053,142.105,hf,0,C,0.0,-0.01930742,-0.00893244
1.0,1.053,142.105,hf,1,O,0.0,0.12106409,0.19800018
1.0,1.053,142.105,hf,2,O,0.0,0.22836113,-0.08325718
1.0,1.053,142.105,mp2,0,C,0.0,-0.01930742,-0.00893244
1.0,1.053,142.105,mp2,1,O,0.0,0.12106409,0.19800018
1.0,1.053,142.105,mp2,2,O,0.0,0.22836113,-0.08325718
1.021,1.053,142.105,hf,0,C,0.0,-0.02017701,-0.00817407
1.021,1.053,142.105,hf,1,O,-0.0,0.12107296,0.20272286
1.021,1.053,142.105,hf,2,O,-0.0,0.22676558,-0.0865301
1.021,1.053,142.105,mp2,0,C,0.0,-0.02017701,-0.00817407
1.021,1.053,142.105,mp2,1,O,-0.0,0.12107296,0.20272286
1.021,1.053,142.105,mp2,2,O,-0.0,0.22676558,-0.0865301
1.0,1.079,142.105,hf,0,C,-0.0,-0.01930647,-0.00959913
1.0,1.079,142.105,hf,1,O,0.0,0.11673803,0.2000606
1.0,1.079,142.105,hf,2,O,-0.0,0.23153742,-0.08860698
1.0,1.079,142.105,mp2,0,C,-0.0,-0.01930647,-0.00959913
1.0,1.079,142.105,mp2,1,O,0.0,0.11673803,0.2000606
1.0,1.079,142.105,mp2,2,O,-0.0,0.23153742,-0.08860698
1.021,1.079,142.105,hf,0,C,0.0,-0.02027921,-0.00887758
