# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 8.750978561506258524e-01 -1.845573854641227385e+01 7.468822154447972039e+00
-7.000000000000000666e-02 8.850978561506259723e-01 -1.848917038311976668e+01 5.858622063898867971e+00
-5.999999999999999778e-02 8.950978561506258702e-01 -1.851514257792532803e+01 4.483051119875553603e+00
-5.000000000000000278e-02 9.050978561506258790e-01 -1.853478370707853884e+01 3.325151204028168550e+00
-4.000000000000000083e-02 9.150978561506257769e-01 -1.854912359934028387e+01 2.364020043091386025e+00
-2.999999999999999889e-02 9.250978561506257858e-01 -1.855908260581622216e+01 1.575727895264005696e+00
-2.000000000000000042e-02 9.350978561506259057e-01 -1.856545574889219097e+01 9.343933616568025347e-01
-1.000000000000000021e-02 9.450978561506259146e-01 -1.856890485971599247e+01 4.132823324347448812e-01
0.000000000000000000e+00 9.550978561506259235e-01 -1.856996011695007098e+01 -1.417992410668737074e-02
1.000000000000000021e-02 9.650978561506258213e-01 -1.856902051184594882e+01 -3.735461801231521606e-01
2.000000000000000042e-02 9.750978561506257192e-01 -1.856636263878844417e+01 -6.886552178100903143e-01
2.999999999999999889e-02 9.850978561506258391e-01 -1.856214811217785865e+01 -9.811033938868921611e-01
4.000000000000000083e-02 9.950978561506259590e-01 -1.855643813223857919e+01 -1.269855656867785898e+00
5.000000000000000278e-02 1.005097856150625635e+00 -1.854920594945971857e+01 0.000000000000000000e+00
5.999999999999999778e-02 1.015097856150625644e+00 -1.854035301739896369e+01 -1.897388492517743996e+00
7.000000000000000666e-02 1.025097856150625653e+00 -1.852972391846072497e+01 -2.258855483074217574e+00
8.000000000000000167e-02 1.035097856150625883e+00 -1.851712157857349084e+01 -2.661842649110264691e+00
