# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 8.290310757823161625e-01 -2.317042255401611328e+01 3.255763554496714107e+01
-7.000000000000000666e-02 8.390310757823159493e-01 -2.331282067298889160e+01 1.347438003840897913e+01
-5.999999999999999778e-02 8.490310757823160692e-01 -2.334591078758239746e+01 1.776905248143418214e+00
-5.000000000000000278e-02 8.590310757823160781e-01 -2.335274219512939453e+01 1.498487074028330257e+00
-4.000000000000000083e-02 8.690310757823160870e-01 -2.336625957489013672e+01 2.803346161674151293e+00
-2.999999999999999889e-02 8.790310757823160959e-01 -2.338092541694641113e+01 2.312037182774384636e+00
-2.000000000000000042e-02 8.890310757823161047e-01 -2.339092135429382324e+01 1.340997163727196462e+00
-1.000000000000000021e-02 8.990310757823161136e-01 -2.339599370956420898e+01 5.839207176530910592e-01
0.000000000000000000e+00 9.090310757823161225e-01 -2.339766144752502441e+01 7.831870777102750703e-02
1.000000000000000021e-02 9.190310757823162424e-01 -2.339695119857788086e+01 -3.177601457095914350e-01
2.000000000000000042e-02 9.290310757823161403e-01 -2.339423656463623047e+01 -6.875911518022418401e-01
2.999999999999999889e-02 9.390310757823161492e-01 -2.338961243629455566e+01 -1.050667416799386356e+00
4.000000000000000083e-02 9.490310757823161580e-01 -2.338314008712768555e+01 -1.400177230857161392e+00
5.000000000000000278e-02 9.590310757823160559e-01 -2.337492418289184570e+01 -1.726519706622633210e+00
5.999999999999999778e-02 9.690310757823162868e-01 -2.336510658264160156e+01 -2.024476712240320442e+00
7.000000000000000666e-02 9.790310757823162957e-01 -2.335384392738342285e+01 -2.292837085506956196e+00
8.000000000000000167e-02 9.890310757823160825e-01 -2.334129333496093750e+01 -2.532533697911256265e+00
