# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 8.242329936701683346e-01 -2.308566689491271973e+01 4.019355430439419763e+01
-7.000000000000000666e-02 8.342329936701682325e-01 -2.325877094268798828e+01 2.737382932849035200e+01
-5.999999999999999778e-02 8.442329936701682414e-01 -2.333959436416625977e+01 5.033638824934129730e+00
-5.000000000000000278e-02 8.542329936701681392e-01 -2.335379266738891602e+01 6.667080643257523587e-01
-4.000000000000000083e-02 8.642329936701682591e-01 -2.336374473571777344e+01 2.424349629271140394e+00
-2.999999999999999889e-02 8.742329936701682680e-01 -2.337872099876403809e+01 2.473952576676764714e+00
-2.000000000000000042e-02 8.842329936701682769e-01 -2.339016127586364746e+01 1.512622100105056155e+00
-1.000000000000000021e-02 8.942329936701682858e-01 -2.339601778984069824e+01 5.970415768569162784e-01
0.000000000000000000e+00 9.042329936701682946e-01 -2.339766144752502441e+01 -2.064929470084075035e-03
1.000000000000000021e-02 9.142329936701683035e-01 -2.339661812782287598e+01 -4.034282768714479994e-01
2.000000000000000042e-02 9.242329936701683124e-01 -2.339363193511962891e+01 -7.369680977809229816e-01
2.999999999999999889e-02 9.342329936701683213e-01 -2.338893198966979980e+01 -1.057928241176610662e+00
4.000000000000000083e-02 9.442329936701683302e-01 -2.338257312774658203e+01 -1.373605936504822989e+00
5.000000000000000278e-02 9.542329936701683391e-01 -2.337461447715759277e+01 -1.675859007921284505e+00
5.999999999999999778e-02 9.642329936701683479e-01 -2.336515378952026367e+01 -1.956756969258444334e+00
7.000000000000000666e-02 9.742329936701683568e-01 -2.335431933403015137e+01 -2.212134322315674417e+00
8.000000000000000167e-02 9.842329936701681437e-01 -2.334225273132324219e+01 -2.440771310538077721e+00
