mono,model,id,mono_error
1.2278821,1.1820158,dsgdb9nsd_132354,0.034873772
2.726772,2.3598266,dsgdb9nsd_131306,0.034873772
2.3196166,1.5972836,dsgdb9nsd_128954,0.03673631
1.956752,1.5613657,dsgdb9nsd_132972,0.03673631
3.75527,2.341464,dsgdb9nsd_127787,0.030790757
2.4922888,1.8322809,dsgdb9nsd_133519,0.0454634
2.5649335,2.0191548,dsgdb9nsd_130176,0.030790757
2.6919718,1.9090763,dsgdb9nsd_129962,0.03673631
2.095784,1.3012011,dsgdb9nsd_127139,0.029089501
2.7550993,1.9089146,dsgdb9nsd_128314,0.034873772
3.3090246,2.1111524,dsgdb9nsd_129133,0.0454634
2.8987465,2.1099222,dsgdb9nsd_128001,0.03673631
2.4006689,1.6099802,dsgdb9nsd_127674,0.032704674
2.5679233,1.3481473,dsgdb9nsd_133035,0.032704674
2.1784377,2.8757524,dsgdb9nsd_131989,0.041691005
3.1093,2.3919568,dsgdb9nsd_131177,0.034873772
1.257228,1.069666,dsgdb9nsd_133722,0.032704674
2.9042683,1.9424573,dsgdb9nsd_131509,0.032704674
2.3726337,2.6560817,dsgdb9nsd_133418,0.0454634
2.7869325,1.9148734,dsgdb9nsd_129660,0.03673631
1.9800814,2.1949074,dsgdb9nsd_132166,0.039082576
1.3323317,1.671812,dsgdb9nsd_132131,0.0454634
2.8235004,2.129478,dsgdb9nsd_131743,0.032704674
2.3853238,1.7690074,dsgdb9nsd_128523,0.032704674
1.6385069,1.4050059,dsgdb9nsd_132905,0.03673631
3.4650505,3.227329,dsgdb9nsd_130490,0.041691005
2.5137365,1.7770073,dsgdb9nsd_129453,0.041691005
2.7883184,6.7030706,dsgdb9nsd_130338,0.03673631
2.6020346,1.749976,dsgdb9nsd_129549,0.034873772
2.576074,2.00141,dsgdb9nsd_127404,0.029089501
2.1773336,2.122297,dsgdb9nsd_133169,0.034873772
2.903022,2.137053,dsgdb9nsd_131870,0.032704674
2.7559516,3.0397131,dsgdb9nsd_130383,0.03673631
2.5192134,2.0011246,dsgdb9nsd_128172,0.034873772
2.7193599,1.8732011,dsgdb9nsd_131268,0.034873772
2.3830552,1.7451551,dsgdb9nsd_126905,0.029089501
3.2816906,1.937854,dsgdb9nsd_127755,0.039082576
2.6171732,2.0460155,dsgdb9nsd_133201,0.034873772
2.5617943,1.9808592,dsgdb9nsd_128675,0.034873772
2.8539631,1.8231958,dsgdb9nsd_127258,0.029089501
2.2779014,1.760127,dsgdb9nsd_131302,0.03673631
1.9405907,1.8513715,dsgdb9nsd_132810,0.039082576
3.1570218,2.4701316,dsgdb9nsd_131039,0.041691005
1.8203173,1.314755,dsgdb9nsd_133090,0.039082576
3.6286626,2.813362,dsgdb9nsd_131783,0.032704674
3.912529,2.5114725,dsgdb9nsd_129322,0.041691005
3.0982628,2.3046858,dsgdb9nsd_127946,0.034873772
2.367166,1.4665228,dsgdb9nsd_127462,0.029089501
1.4386561,0.8523681,dsgdb9nsd_133575,0.032704674
2.8673136,2.2579634,dsgdb9nsd_133393,0.041691005
3.0737965,2.2985036,dsgdb9nsd_131583,0.034873772
4.5904717,3.7571735,dsgdb9nsd_127810,0.041691005
2.7752948,3.4619725,dsgdb9nsd_130740,0.04991482
2.6172452,2.6571631,dsgdb9nsd_131326,0.041691005
2.1590157,1.670024,dsgdb9nsd_129269,0.041691005
1.4216528,1.6161382,dsgdb9nsd_132265,0.034873772
2.1951504,1.5619915,dsgdb9nsd_130703,0.034873772
1.1059262,0.72866905,dsgdb9nsd_133550,0.032704674
2.5566652,2.2185955,dsgdb9nsd_129485,0.034873772
1.9270804,1.6230371,dsgdb9nsd_133171,0.034873772
2.3704433,1.832834,dsgdb9nsd_130934,0.030790757
1.5158665,1.1639394,dsgdb9nsd_132746,0.034873772
3.007169,1.9271873,dsgdb9nsd_129845,0.03673631
3.3922744,2.1346972,dsgdb9nsd_127920,0.034873772
2.9495032,2.3201287,dsgdb9nsd_129526,0.039082576
2.3212984,1.562483,dsgdb9nsd_127014,0.029089501
1.5028185,1.8667735,dsgdb9nsd_133483,0.041691005
3.1400151,2.201316,dsgdb9nsd_131964,0.039082576
2.5684981,1.6823668,dsgdb9nsd_127094,0.030790757
2.3898766,1.4548157,dsgdb9nsd_128812,0.029089501
2.693175,2.28273,dsgdb9nsd_131001,0.039082576
3.7550297,6.875951,dsgdb9nsd_129410,0.034873772
3.0277443,1.9289213,dsgdb9nsd_131445,0.03673631
2.7527409,2.352853,dsgdb9nsd_128888,0.04991482
2.4239428,1.9150459,dsgdb9nsd_128301,0.029089501
3.9676251,2.95492,dsgdb9nsd_129320,0.041691005
2.7914515,1.9469678,dsgdb9nsd_131548,0.034873772
1.8108878,1.2225914,dsgdb9nsd_133078,0.034873772
3.3303554,2.5681515,dsgdb9nsd_128176,0.039082576
1.9264911,2.236354,dsgdb9nsd_132243,0.04991482
2.4413738,1.8562382,dsgdb9nsd_127318,0.034873772
3.0233252,2.0967424,dsgdb9nsd_128152,0.034873772
2.0009425,1.5212336,dsgdb9nsd_126758,0.027567323
2.4937437,2.1601098,dsgdb9nsd_128746,0.034873772
2.9834836,2.14431,dsgdb9nsd_130724,0.041691005
1.9725149,1.7405348,dsgdb9nsd_133444,0.0454634
2.1295528,1.9710717,dsgdb9nsd_132016,0.034873772
3.6833508,2.4663801,dsgdb9nsd_131484,0.034873772
2.2474215,1.3839891,dsgdb9nsd_128704,0.034873772
1.6527255,1.4945434,dsgdb9nsd_132130,0.041691005
2.9806435,2.2032356,dsgdb9nsd_127027,0.030790757
3.3909461,2.4188998,dsgdb9nsd_129699,0.03673631
3.8852005,2.2452474,dsgdb9nsd_129009,0.039082576
3.0509229,2.3113072,dsgdb9nsd_129911,0.030790757
1.4519411,1.4403696,dsgdb9nsd_133593,0.03673631
3.794657,2.3144572,dsgdb9nsd_128598,0.03673631
2.3478596,1.9118433,dsgdb9nsd_130968,0.039082576
1.0758634,2.0420737,dsgdb9nsd_132400,0.0454634
2.5451605,2.1280782,dsgdb9nsd_133405,0.0454634
2.6288424,1.695994,dsgdb9nsd_128727,0.032704674
2.2812698,1.7354844,dsgdb9nsd_127445,0.030790757
3.5248616,2.544683,dsgdb9nsd_129416,0.039082576
2.3716614,1.8988514,dsgdb9nsd_131205,0.034873772
3.3360972,2.014948,dsgdb9nsd_131691,0.034873772
3.3409212,2.4047663,dsgdb9nsd_128071,0.03673631
3.2777877,2.9281642,dsgdb9nsd_131971,0.039082576
2.2799065,1.694286,dsgdb9nsd_129351,0.032704674
2.231332,1.6194255,dsgdb9nsd_133445,0.04991482
2.9518192,2.6384845,dsgdb9nsd_129336,0.03673631
2.4232917,2.362028,dsgdb9nsd_130912,0.0454634
2.0440266,1.6823947,dsgdb9nsd_132692,0.039082576
2.0228922,1.0764267,dsgdb9nsd_133070,0.034873772
2.9538388,2.515476,dsgdb9nsd_129814,0.034873772
1.9278299,2.132384,dsgdb9nsd_129264,0.039082576
2.4663687,1.6768681,dsgdb9nsd_130340,0.034873772
2.6119418,1.759482,dsgdb9nsd_131504,0.032704674
1.4982178,1.3689396,dsgdb9nsd_133757,0.03673631
2.304013,2.251418,dsgdb9nsd_132991,0.034873772
2.5978274,1.8492233,dsgdb9nsd_127568,0.034873772
1.5440832,1.1105103,dsgdb9nsd_133707,0.032704674
1.9730678,2.0429332,dsgdb9nsd_132132,0.039082576
1.9118234,1.96096,dsgdb9nsd_133441,0.04991482
3.6964192,2.5145319,dsgdb9nsd_127205,0.03673631
2.4023058,1.7741426,dsgdb9nsd_128700,0.032704674
1.9290489,1.5214516,dsgdb9nsd_131789,0.034873772
2.3244634,1.4982522,dsgdb9nsd_128426,0.030790757
1.4757373,1.5714251,dsgdb9nsd_133635,0.032704674
4.916819,15.541973,dsgdb9nsd_133820,0.032704674
1.6672809,1.249708,dsgdb9nsd_132312,0.04925914
2.5565464,1.8263333,dsgdb9nsd_131781,0.037845287
2.6244028,2.3066247,dsgdb9nsd_129176,0.051306717
3.115968,1.9569436,dsgdb9nsd_131778,0.040163733
2.714154,2.125473,dsgdb9nsd_130595,0.051306717
2.5645478,2.7596357,dsgdb9nsd_130071,0.037845287
3.398915,2.101773,dsgdb9nsd_133255,0.051306717
3.5938392,2.7984746,dsgdb9nsd_131676,0.045794223
3.0584774,2.3129444,dsgdb9nsd_131838,0.04279129
2.449436,1.8149822,dsgdb9nsd_129825,0.040163733
3.1750057,2.0350878,dsgdb9nsd_129202,0.045794223
2.6981866,6.002078,dsgdb9nsd_129393,0.045794223
3.1163194,2.047651,dsgdb9nsd_131461,0.051306717
2.0471296,1.9535873,dsgdb9nsd_133546,0.054421537
2.3570225,1.8315406,dsgdb9nsd_131608,0.037845287
4.5668325,2.3608665,dsgdb9nsd_127956,0.045794223
3.185937,2.3461936,dsgdb9nsd_129295,0.045794223
4.0711365,2.9068856,dsgdb9nsd_129642,0.04279129
2.5278068,1.9466578,dsgdb9nsd_129870,0.040163733
2.4784257,1.828964,dsgdb9nsd_133021,0.04279129
2.1118026,1.6748048,dsgdb9nsd_127647,0.037845287
4.316206,2.871193,dsgdb9nsd_128065,0.045794223
3.772205,2.4942572,dsgdb9nsd_127197,0.045794223
1.6486535,1.4141803,dsgdb9nsd_132555,0.04925914
2.3965044,1.9674302,dsgdb9nsd_130201,0.040163733
2.6189322,1.5199779,dsgdb9nsd_130129,0.04279129
2.126919,2.4969213,dsgdb9nsd_133420,0.05769993
3.3681562,2.5568883,dsgdb9nsd_127868,0.040163733
3.7574556,2.4976068,dsgdb9nsd_131091,0.051306717
1.7059077,1.3479229,dsgdb9nsd_132190,0.04925914
2.4772236,1.8624455,dsgdb9nsd_128776,0.037845287
2.6416693,1.75139,dsgdb9nsd_127049,0.037845287
2.6162612,1.8454003,dsgdb9nsd_130278,0.045794223
3.6694322,2.553265,dsgdb9nsd_133139,0.045794223
1.910526,1.4938736,dsgdb9nsd_132673,0.04925914
3.516205,2.1822948,dsgdb9nsd_130522,0.051306717
