mono,model,id,mono_error
1.625272,1.3776152,dsgdb9nsd_083886,0.022198686
2.04925,1.5057621,dsgdb9nsd_110267,0.020139406
1.3725199,1.2170714,dsgdb9nsd_050346,0.021299412
2.0274894,1.4099734,dsgdb9nsd_098624,0.020139406
2.3155134,1.5273658,dsgdb9nsd_037729,0.021299412
2.544273,1.7698535,dsgdb9nsd_000803,0.023826797
2.1531413,1.4614439,dsgdb9nsd_010509,0.021299412
2.2795243,1.3439862,dsgdb9nsd_093903,0.022198686
1.7000246,1.2619677,dsgdb9nsd_019451,0.023826797
2.1037366,1.3309252,dsgdb9nsd_038571,0.021124609
1.6645265,1.0644732,dsgdb9nsd_068613,0.022198686
2.2427385,1.3084228,dsgdb9nsd_069457,0.022607291
2.4344983,1.6586288,dsgdb9nsd_042982,0.022464715
1.8312483,1.0442616,dsgdb9nsd_093746,0.022198686
1.8761196,1.2974011,dsgdb9nsd_063766,0.020139406
1.994077,1.5455235,dsgdb9nsd_014719,0.022464715
2.3654416,1.3766135,dsgdb9nsd_066213,0.021812256
3.6295538,2.0586069,dsgdb9nsd_123897,0.023776487
2.137999,1.6255162,dsgdb9nsd_018609,0.027457645
1.9899272,2.2754676,dsgdb9nsd_046027,0.025811028
2.119463,1.2339531,dsgdb9nsd_063659,0.019736163
1.8450055,1.289601,dsgdb9nsd_116125,0.022924045
2.2725272,1.436783,dsgdb9nsd_126393,0.022924045
1.4630072,0.9169335,dsgdb9nsd_121921,0.016580498
1.913,1.3762559,dsgdb9nsd_040372,0.020722307
2.192446,1.7034836,dsgdb9nsd_003090,0.030642334
2.1971462,1.4823326,dsgdb9nsd_026996,0.025811028
2.673367,1.7440015,dsgdb9nsd_108339,0.021812256
2.6248336,1.885666,dsgdb9nsd_029069,0.025811028
3.036546,2.123744,dsgdb9nsd_027961,0.027457645
1.7008787,2.741833,dsgdb9nsd_047706,0.024335071
1.2667022,0.9312425,dsgdb9nsd_012411,0.018839667
2.182555,2.1755831,dsgdb9nsd_091087,0.025772147
1.7018011,1.3443179,dsgdb9nsd_118637,0.024361262
1.7968975,1.8736373,dsgdb9nsd_080948,0.023098892
1.852702,2.2096505,dsgdb9nsd_004813,0.023098892
1.741073,1.640394,dsgdb9nsd_017789,0.023098892
1.7057772,1.2862647,dsgdb9nsd_016367,0.02196276
1.5925666,1.2989571,dsgdb9nsd_017048,0.02703138
2.2726936,2.6117914,dsgdb9nsd_004424,0.033421323
1.4867408,1.379453,dsgdb9nsd_039816,0.023098892
1.9641206,1.9621104,dsgdb9nsd_026368,0.02093483
1.6181515,1.6317723,dsgdb9nsd_035974,0.023098892
2.1147258,1.8362265,dsgdb9nsd_003298,0.028919687
1.4030901,1.4738644,dsgdb9nsd_116451,0.019147124
1.86853,1.3289756,dsgdb9nsd_014883,0.024361262
1.8046254,1.4254552,dsgdb9nsd_072431,0.02196276
2.182017,1.7473534,dsgdb9nsd_057126,0.028392352
1.8257743,1.9332695,dsgdb9nsd_061425,0.036648344
1.4524391,1.0201136,dsgdb9nsd_068685,0.030034645
1.8608459,1.9916633,dsgdb9nsd_032905,0.030034645
1.6583753,1.7840612,dsgdb9nsd_051883,0.032993406
2.8180122,2.6406162,dsgdb9nsd_033335,0.042140804
2.552673,1.930448,dsgdb9nsd_032079,0.036648344
2.4046347,1.5360384,dsgdb9nsd_019126,0.037542332
2.404929,1.4114158,dsgdb9nsd_124441,0.030034645
1.7947282,1.8618038,dsgdb9nsd_041742,0.036648344
2.1306481,1.0197159,dsgdb9nsd_090616,0.030034645
2.0303612,1.3763556,dsgdb9nsd_079988,0.030034645
1.3829741,0.99726254,dsgdb9nsd_064198,0.027590452
2.082743,1.461711,dsgdb9nsd_107918,0.028756998
1.7151277,1.6031568,dsgdb9nsd_071535,0.038537182
2.7475874,1.6809008,dsgdb9nsd_049359,0.037542332
2.026851,1.5549326,dsgdb9nsd_084097,0.032993406
1.7843648,1.4450748,dsgdb9nsd_100704,0.02477601
2.4646254,2.6206539,dsgdb9nsd_030314,0.029706044
1.5420777,1.1723783,dsgdb9nsd_110391,0.02369208
1.7111651,1.6345439,dsgdb9nsd_056133,0.030897103
2.1722398,1.1797355,dsgdb9nsd_121265,0.025833784
1.3839405,1.2872264,dsgdb9nsd_019712,0.031461067
1.5228494,1.0301372,dsgdb9nsd_096582,0.020960573
1.5544702,0.9831948,dsgdb9nsd_060474,0.02369208
1.7056481,1.1586192,dsgdb9nsd_014071,0.031461067
2.2059798,1.6109866,dsgdb9nsd_038541,0.028159434
1.8961328,1.3753327,dsgdb9nsd_040517,0.028159434
