mono,model,id,mono_error
1.2278821,1.118948,dsgdb9nsd_132354,0.047728915
2.726772,1.6143315,dsgdb9nsd_131306,0.047728915
2.3196166,1.5309157,dsgdb9nsd_128954,0.049987677
1.956752,1.5894768,dsgdb9nsd_132972,0.049987677
3.75527,1.5135853,dsgdb9nsd_127787,0.042168338
2.4922888,2.285827,dsgdb9nsd_133519,0.059719834
2.5649335,1.7654256,dsgdb9nsd_130176,0.042168338
2.6919718,2.1819594,dsgdb9nsd_129962,0.049987677
2.095784,1.3308407,dsgdb9nsd_127139,0.03985143
2.7550993,2.2675767,dsgdb9nsd_128314,0.047728915
3.3090246,1.7954884,dsgdb9nsd_129133,0.059719834
2.8987465,1.8999778,dsgdb9nsd_128001,0.049987677
2.4006689,1.6436605,dsgdb9nsd_127674,0.044774853
2.5679233,1.4215264,dsgdb9nsd_133035,0.044774853
2.1784377,6.9646497,dsgdb9nsd_131989,0.05547136
3.1093,1.8892962,dsgdb9nsd_131177,0.047728915
1.257228,1.1405041,dsgdb9nsd_133722,0.044774853
2.9042683,1.6497794,dsgdb9nsd_131509,0.044774853
2.3726337,5.0647974,dsgdb9nsd_133418,0.059719834
2.7869325,1.8688664,dsgdb9nsd_129660,0.049987677
1.9800814,1.8362484,dsgdb9nsd_132166,0.052521624
1.3323317,3.1739242,dsgdb9nsd_132131,0.059719834
2.8235004,1.4505967,dsgdb9nsd_131743,0.044774853
2.3853238,2.2987123,dsgdb9nsd_128523,0.044774853
1.6385069,1.5389152,dsgdb9nsd_132905,0.049987677
3.4650505,2.8426456,dsgdb9nsd_130490,0.05547136
2.5137365,1.4964045,dsgdb9nsd_129453,0.05547136
2.7883184,6.5746427,dsgdb9nsd_130338,0.049987677
2.6020346,1.6880205,dsgdb9nsd_129549,0.047728915
2.576074,1.6835563,dsgdb9nsd_127404,0.03985143
2.1773336,3.4810727,dsgdb9nsd_133169,0.047728915
2.903022,1.6100038,dsgdb9nsd_131870,0.044774853
2.7559516,5.3137403,dsgdb9nsd_130383,0.049987677
2.5192134,1.8394293,dsgdb9nsd_128172,0.047728915
2.7193599,1.6542991,dsgdb9nsd_131268,0.047728915
2.3830552,2.0553513,dsgdb9nsd_126905,0.03985143
3.2816906,2.6937788,dsgdb9nsd_127755,0.052521624
2.6171732,2.214979,dsgdb9nsd_133201,0.047728915
2.5617943,2.3371248,dsgdb9nsd_128675,0.047728915
2.8539631,1.7878317,dsgdb9nsd_127258,0.03985143
2.2779014,1.7067493,dsgdb9nsd_131302,0.049987677
1.9405907,2.1456854,dsgdb9nsd_132810,0.052521624
3.1570218,2.0994508,dsgdb9nsd_131039,0.05547136
1.8203173,2.1081061,dsgdb9nsd_133090,0.052521624
3.6286626,2.371349,dsgdb9nsd_131783,0.044774853
3.912529,2.5972662,dsgdb9nsd_129322,0.05547136
3.0982628,1.8071369,dsgdb9nsd_127946,0.047728915
2.367166,1.596881,dsgdb9nsd_127462,0.03985143
1.4386561,1.2429243,dsgdb9nsd_133575,0.044774853
2.8673136,3.663755,dsgdb9nsd_133393,0.05547136
3.0737965,1.884663,dsgdb9nsd_131583,0.047728915
4.5904717,3.4026122,dsgdb9nsd_127810,0.05547136
2.7752948,3.6269536,dsgdb9nsd_130740,0.06478103
2.6172452,3.6135697,dsgdb9nsd_131326,0.05547136
2.1590157,1.6671342,dsgdb9nsd_129269,0.05547136
1.4216528,1.5093868,dsgdb9nsd_132265,0.047728915
2.1951504,1.6616187,dsgdb9nsd_130703,0.047728915
1.1059262,1.6375256,dsgdb9nsd_133550,0.044774853
2.5566652,1.7392473,dsgdb9nsd_129485,0.047728915
1.9270804,1.5408682,dsgdb9nsd_133171,0.047728915
2.3704433,1.7462599,dsgdb9nsd_130934,0.042168338
1.5158665,1.4738976,dsgdb9nsd_132746,0.047728915
3.007169,1.6706947,dsgdb9nsd_129845,0.049987677
3.3922744,2.0691593,dsgdb9nsd_127920,0.047728915
2.9495032,1.5181675,dsgdb9nsd_129526,0.052521624
2.3212984,1.176659,dsgdb9nsd_127014,0.03985143
1.5028185,1.745913,dsgdb9nsd_133483,0.05547136
