mono,model,id,mono_error
1.625272,0.9025777,dsgdb9nsd_083886,0.023459515
2.0492496,1.3284031,dsgdb9nsd_110267,0.02263695
1.3725199,1.2543384,dsgdb9nsd_050346,0.023956643
2.0274894,1.3509319,dsgdb9nsd_098624,0.02263695
2.3155134,1.5067443,dsgdb9nsd_037729,0.023956643
2.544273,1.6067921,dsgdb9nsd_000803,0.026017053
2.1531413,1.2564708,dsgdb9nsd_010509,0.023956643
2.2795243,1.3493457,dsgdb9nsd_093903,0.023459515
1.7000246,1.3109521,dsgdb9nsd_019451,0.026017053
2.1037366,1.3837229,dsgdb9nsd_038571,0.023161627
1.6645265,1.0594622,dsgdb9nsd_068613,0.023459515
2.2427385,1.2158719,dsgdb9nsd_069457,0.024111085
2.4344983,1.1435008,dsgdb9nsd_042982,0.02494074
1.8312483,0.9997915,dsgdb9nsd_093746,0.023459515
1.8761196,1.0923462,dsgdb9nsd_063766,0.02263695
1.994077,1.4012334,dsgdb9nsd_014719,0.02494074
2.3654416,1.4126483,dsgdb9nsd_066213,0.013819016
3.6295538,1.4826825,dsgdb9nsd_123897,0.013220546
2.137999,1.3208995,dsgdb9nsd_018609,0.01375591
1.9899272,1.3600013,dsgdb9nsd_046027,0.014008794
2.119463,0.8765318,dsgdb9nsd_063659,0.012601079
1.8450055,1.2369158,dsgdb9nsd_116125,0.013079381
2.2725275,1.5567298,dsgdb9nsd_126393,0.013079381
1.4630072,0.77101207,dsgdb9nsd_121921,0.010749815
1.913,1.1673825,dsgdb9nsd_040372,0.013179599
2.1924458,1.3241017,dsgdb9nsd_003090,0.01555836
2.1971462,1.3955594,dsgdb9nsd_026996,0.014008794
2.673367,1.3792881,dsgdb9nsd_108339,0.013819016
2.6248336,1.7342676,dsgdb9nsd_029069,0.014008794
3.036546,1.5749995,dsgdb9nsd_027961,0.01375591
1.7008786,1.2303075,dsgdb9nsd_047706,0.013844615
1.2667022,0.7552043,dsgdb9nsd_012411,0.012075152
2.182555,1.9011986,dsgdb9nsd_091087,0.023353327
1.7018011,1.0757492,dsgdb9nsd_118637,0.02206862
1.7968976,1.2848705,dsgdb9nsd_080948,0.020919144
1.852702,1.2284104,dsgdb9nsd_004813,0.020919144
1.7410729,1.2731928,dsgdb9nsd_017789,0.020919144
1.7057769,0.8854081,dsgdb9nsd_016367,0.019884616
1.5925666,1.0212488,dsgdb9nsd_017048,0.023191057
2.2726936,1.716906,dsgdb9nsd_004424,0.02883402
1.4867408,1.1833545,dsgdb9nsd_039816,0.020919144
1.9641206,1.4696883,dsgdb9nsd_026368,0.018948615
1.6181515,1.4757404,dsgdb9nsd_035974,0.020919144
2.1147258,1.447021,dsgdb9nsd_003298,0.02505348
1.4030901,0.7889927,dsgdb9nsd_116451,0.017320786
1.86853,1.113415,dsgdb9nsd_014883,0.02206862
1.8046254,1.1846645,dsgdb9nsd_072431,0.019884616
2.182017,1.6499205,dsgdb9nsd_057126,0.023954082
1.8257743,1.0253464,dsgdb9nsd_061425,0.025045622
1.4524391,1.0029219,dsgdb9nsd_068685,0.020294283
1.8608458,1.4866956,dsgdb9nsd_032905,0.020294283
1.658375,1.7116103,dsgdb9nsd_051883,0.022419883
2.8180122,2.335838,dsgdb9nsd_033335,0.027346618
2.552673,1.2451122,dsgdb9nsd_032079,0.025045622
2.4046347,1.3116672,dsgdb9nsd_019126,0.026441095
2.404929,1.3343091,dsgdb9nsd_124441,0.020294283
1.7947282,1.5793664,dsgdb9nsd_041742,0.025045622
2.1306481,1.1277941,dsgdb9nsd_090616,0.020294283
2.0303612,1.2155392,dsgdb9nsd_079988,0.020294283
1.3829741,0.7620956,dsgdb9nsd_064198,0.018538354
2.082743,1.2820792,dsgdb9nsd_107918,0.019376412
1.7151277,1.4064791,dsgdb9nsd_071535,0.024954284
2.7475874,1.9958763,dsgdb9nsd_049359,0.026441095
2.026851,1.3171626,dsgdb9nsd_084097,0.022419883
1.7843648,1.444715,dsgdb9nsd_100704,0.018319847
2.4646254,1.7033786,dsgdb9nsd_030314,0.01937208
1.5420777,1.1117727,dsgdb9nsd_110391,0.017586567
1.7111651,1.1673995,dsgdb9nsd_056133,0.01894786
2.1722398,1.0540931,dsgdb9nsd_121265,0.018552877
1.3839403,1.1256907,dsgdb9nsd_019712,0.020491375
1.5228494,0.9761604,dsgdb9nsd_096582,0.015738698
1.5544702,0.7844497,dsgdb9nsd_060474,0.017586567
1.7056481,1.16894,dsgdb9nsd_014071,0.020491375
2.2059796,1.2840778,dsgdb9nsd_038541,0.018475004
1.8961328,1.286864,dsgdb9nsd_040517,0.018475004
2.5374353,1.5579451,dsgdb9nsd_029822,0.020491375
1.6499171,0.90819913,dsgdb9nsd_090921,0.018319847
1.9290074,1.3765818,dsgdb9nsd_084283,0.018665459
2.0869653,1.6371564,dsgdb9nsd_048108,0.020216962
1.509618,0.898025,dsgdb9nsd_101847,0.016303325
1.8440777,1.42848,dsgdb9nsd_058243,0.016499799
1.8606334,1.4450283,dsgdb9nsd_079379,0.016463652
2.1205015,1.4110452,dsgdb9nsd_074348,0.01678747
2.379533,1.725795,dsgdb9nsd_071081,0.016463652
1.5152826,1.1405817,dsgdb9nsd_061616,0.016105084
1.4931217,1.0830059,dsgdb9nsd_008732,0.015190625
1.6027429,0.97282106,dsgdb9nsd_106620,0.016506067
1.9876176,1.5975543,dsgdb9nsd_065952,0.015190625
1.6957852,1.3053284,dsgdb9nsd_047069,0.015190625
2.0478618,1.1752529,dsgdb9nsd_103463,0.014603537
1.625346,1.1339349,dsgdb9nsd_061180,0.016105084
2.679398,1.7236223,dsgdb9nsd_024376,0.016813008
1.8857994,1.4104928,dsgdb9nsd_045216,0.016463652
2.3575547,1.3330423,dsgdb9nsd_022215,0.014603537
1.3538339,0.96108013,dsgdb9nsd_045196,0.014603537
2.0512557,1.2511382,dsgdb9nsd_095482,0.016105084
1.6126828,1.1367722,dsgdb9nsd_059887,0.020675538
2.0504482,1.2186896,dsgdb9nsd_016540,0.020870881
1.8564855,1.2179024,dsgdb9nsd_035764,0.021141969
2.25178,1.689881,dsgdb9nsd_054060,0.022479484
1.7606249,1.0630543,dsgdb9nsd_014050,0.020675538
1.5905209,0.71365684,dsgdb9nsd_076625,0.017994156
1.5874163,1.100422,dsgdb9nsd_065216,0.017994156
1.7734827,1.0367278,dsgdb9nsd_067384,0.020966593
