# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 8.727866127133550034e-01 -2.337378139643258024e+01 1.553017545388518217e+00
-7.000000000000000666e-02 8.827866127133556784e-01 -2.337917032931634864e+01 9.938998463906166814e-01
-5.999999999999999778e-02 8.927866127133555763e-01 -2.338162779940174119e+01 5.002335719280002202e-01
-5.000000000000000278e-02 9.027866127133554741e-01 -2.338173387894013899e+01 1.009617875524236597e-01
-4.000000000000000083e-02 9.127866127133553720e-01 -2.337979803509774612e+01 -2.829372611297069073e-01
-2.999999999999999889e-02 9.227866127133553809e-01 -2.337585960679276553e+01 -6.670836696471365013e-01
-2.000000000000000042e-02 9.327866127133555008e-01 -2.336999512624389297e+01 -1.026465935663292139e+00
-1.000000000000000021e-02 9.427866127133553986e-01 -2.336239723551998537e+01 -1.343593339621377281e+00
0.000000000000000000e+00 9.527866127133554075e-01 -2.335330196887347398e+01 -1.616434011657079228e+00
1.000000000000000021e-02 9.627866127133553054e-01 -2.334293415488574652e+01 -1.849504912002227108e+00
2.000000000000000042e-02 9.727866127133553142e-01 -2.333149072716663497e+01 -2.048326595277012885e+00
2.999999999999999889e-02 9.827866127133552121e-01 -2.331913834016862808e+01 -2.217996951512205772e+00
4.000000000000000083e-02 9.927866127133552210e-01 -2.330602004490711820e+01 -2.363161388975849597e+00
5.000000000000000278e-02 1.002786612713355119e+00 -2.329225385844891250e+01 -2.488161938426457276e+00
5.999999999999999778e-02 1.012786612713355128e+00 -2.327793610177237937e+01 -2.597089941899445087e+00
7.000000000000000666e-02 1.022786612713354915e+00 -2.326314283027892671e+01 -2.693907494536854852e+00
8.000000000000000167e-02 1.032786612713355590e+00 -2.324792840328153787e+01 -2.783383276328295963e+00
