# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 8.727866127133553364e-01 -2.337377898146894140e+01 1.549821964863195456e+00
-7.000000000000000666e-02 8.827866127133553453e-01 -2.337916753997541619e+01 9.907237324649293964e-01
-5.999999999999999778e-02 8.927866127133553542e-01 -2.338162482881023507e+01 4.970769294476000133e-01
-5.000000000000000278e-02 9.027866127133552521e-01 -2.338173092027269107e+01 9.782462101955048672e-02
-4.000000000000000083e-02 9.127866127133552610e-01 -2.337979528157333675e+01 -2.860549475565743460e-01
-2.999999999999999889e-02 9.227866127133552698e-01 -2.337585725167117445e+01 -6.701818721537280421e-01
-2.000000000000000042e-02 9.327866127133553897e-01 -2.336999336282212525e+01 -1.029544650779831816e+00
-1.000000000000000021e-02 9.427866127133552876e-01 -2.336239625712871870e+01 -1.346652564222946102e+00
0.000000000000000000e+00 9.527866127133554075e-01 -2.335330196887347398e+01 -1.619473742963991159e+00
1.000000000000000021e-02 9.627866127133553054e-01 -2.334293532666430337e+01 -1.852525147580303289e+00
2.000000000000000042e-02 9.727866127133554253e-01 -2.333149326413398228e+01 -2.051327333037952894e+00
2.999999999999999889e-02 9.827866127133554341e-01 -2.331914243575436885e+01 -2.220978189713914919e+00
4.000000000000000083e-02 9.927866127133554430e-01 -2.330602589255663304e+01 -2.366123126222733131e+00
5.000000000000000278e-02 1.002786612713355341e+00 -2.329226165161978557e+01 -2.491104173669779431e+00
5.999999999999999778e-02 1.012786612713355350e+00 -2.327794603393079953e+01 -2.600012674437606641e+00
7.000000000000000666e-02 1.022786612713355359e+00 -2.326315509489609568e+01 -2.696810724015735072e+00
8.000000000000000167e-02 1.032786612713355368e+00 -2.324794319383008201e+01 -2.786267002741523502e+00
