# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 2.583894547076182047e-01 -2.251939267159229630e+01 -3.558863566092327346e+00
-7.000000000000000666e-02 2.683894547076182135e-01 -2.251392096520191544e+01 2.476694047201866145e-02
-5.999999999999999778e-02 2.783894547076182224e-01 -2.251961463928943985e+01 1.991327975621770108e+00
-5.000000000000000278e-02 2.883894547076181758e-01 -2.254322499275928848e+01 8.380762770095529390e+00
-4.000000000000000083e-02 2.983894547076182402e-01 -2.260927552223926895e+01 1.816344029764493939e+01
-2.999999999999999889e-02 3.083894547076182491e-01 -2.271163791657215469e+01 2.252923288080578956e+01
-2.000000000000000042e-02 3.183894547076182024e-01 -2.282314652443653458e+01 2.132547123953696300e+01
-1.000000000000000021e-02 3.283894547076181558e-01 -2.290940922737842911e+01 1.308501670371455461e+01
0.000000000000000000e+00 3.383894547076182202e-01 -2.294363516808277481e+01 -5.207296547741667274e-03
1.000000000000000021e-02 3.483894547076181736e-01 -2.291102212906605118e+01 -1.146316087970505038e+01
2.000000000000000042e-02 3.583894547076181825e-01 -2.283570832253223770e+01 -1.838617205762050588e+01
2.999999999999999889e-02 3.683894547076181913e-01 -2.273975342751270645e+01 -1.898922444744057358e+01
4.000000000000000083e-02 3.783894547076181447e-01 -2.266092437744861954e+01 -1.167592768361632061e+01
5.000000000000000278e-02 3.883894547076182091e-01 -2.261678689957386368e+01 -8.798843358148760174e+00
5.999999999999999778e-02 3.983894547076181625e-01 -2.255864471436268204e+01 -1.428395467752138259e+01
7.000000000000000666e-02 4.083894547076181158e-01 -2.249423545838123673e+01 -1.147361623213710935e+01
8.000000000000000167e-02 4.183894547076182358e-01 -2.244584983826404923e+01 -9.708635925381519982e+00
