# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 7.288170440842094422e-01 -2.267047399521595352e+01 3.652737795532211784e+00
-7.000000000000000666e-02 7.388170440842092290e-01 -2.267676180840259903e+01 -3.485354942399054412e+00
-5.999999999999999778e-02 7.488170440842092379e-01 -2.266282052040821426e+01 -2.709407174753886149e+00
-5.000000000000000278e-02 7.588170440842092468e-01 -2.267387384415394180e+01 3.689039735016758303e+00
-4.000000000000000083e-02 7.688170440842092557e-01 -2.271450132370716446e+01 9.578946833711412978e+00
-2.999999999999999889e-02 7.788170440842093756e-01 -2.278412765503651016e+01 1.444602859575469012e+01
-2.000000000000000042e-02 7.888170440842092734e-01 -2.286475342751270645e+01 1.434318616769169275e+01
-1.000000000000000021e-02 7.988170440842093933e-01 -2.292640584946400040e+01 7.509785303145771529e+00
0.000000000000000000e+00 8.088170440842092912e-01 -2.294363516808277481e+01 1.218319137833108522e-04
1.000000000000000021e-02 8.188170440842094111e-01 -2.292988294602161758e+01 -5.344442831565894281e+00
2.000000000000000042e-02 8.288170440842093090e-01 -2.288662427902943008e+01 -1.102353117899796153e+01
2.999999999999999889e-02 8.388170440842094289e-01 -2.281941861153370255e+01 -1.394542431943751915e+01
4.000000000000000083e-02 8.488170440842093267e-01 -2.275208872795826309e+01 -1.091085753263980074e+01
5.000000000000000278e-02 8.588170440842094466e-01 -2.270231431961780899e+01 -7.559721711717177328e+00
5.999999999999999778e-02 8.688170440842093445e-01 -2.266411680222278946e+01 -5.568231978835712859e+00
7.000000000000000666e-02 8.788170440842094644e-01 -2.263394922257191055e+01 -4.009144984665901745e+00
8.000000000000000167e-02 8.888170440842092512e-01 -2.260970252991443985e+01 -2.967362721205250242e+00
