# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 8.260380432819454111e-01 -2.315006127198518016e+01 4.226496415963534048e+01
-7.000000000000000666e-02 8.360380432819454199e-01 -2.332909119619968408e+01 2.604958863181692408e+01
-5.999999999999999778e-02 8.460380432819454288e-01 -2.340542280569570011e+01 4.760980361253951187e+00
-5.000000000000000278e-02 8.560380432819454377e-01 -2.341628075872868209e+01 1.275779664607006592e-01
-4.000000000000000083e-02 8.660380432819454466e-01 -2.342393369549320781e+01 2.075053393067347596e+00
-2.999999999999999889e-02 8.760380432819454555e-01 -2.343722365424444831e+01 2.294743980098929992e+00
-2.000000000000000042e-02 8.860380432819454644e-01 -2.344801574436506542e+01 1.469458145962891482e+00
-1.000000000000000021e-02 8.960380432819454732e-01 -2.345366492766214250e+01 5.853042839306403788e-01
0.000000000000000000e+00 9.060380432819454821e-01 -2.345517314111261342e+01 -2.650377610959160288e-02
1.000000000000000021e-02 9.160380432819454910e-01 -2.345387387400163703e+01 -4.666125384616317540e-01
2.000000000000000042e-02 9.260380432819453889e-01 -2.345041991691912031e+01 -8.425845133125301478e-01
2.999999999999999889e-02 9.360380432819455088e-01 -2.344506257211373423e+01 -1.190456070263657962e+00
4.000000000000000083e-02 9.460380432819455176e-01 -2.343795598465514729e+01 -1.511568664966709052e+00
5.000000000000000278e-02 9.560380432819455265e-01 -2.342926073603307202e+01 -1.802237943434465084e+00
5.999999999999999778e-02 9.660380432819455354e-01 -2.341914479593144804e+01 -2.061665921190563022e+00
7.000000000000000666e-02 9.760380432819455443e-01 -2.340777637069398409e+01 -2.291417369073692978e+00
8.000000000000000167e-02 9.860380432819454422e-01 -2.339530816987694095e+01 -2.494148655436700057e+00
