# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 8.262685076185870559e-01 -2.315205278058358118e+01 4.218534599883809477e+01
-7.000000000000000666e-02 8.362685076185871758e-01 -2.333001324081384809e+01 2.582346028545193661e+01
-5.999999999999999778e-02 8.462685076185870736e-01 -2.340491567694877162e+01 4.745315797145336134e+00
-5.000000000000000278e-02 8.562685076185870825e-01 -2.341570459641513935e+01 2.065384316956838939e-01
-4.000000000000000083e-02 8.662685076185869804e-01 -2.342367329820957167e+01 2.124510297733600339e+00
-2.999999999999999889e-02 8.762685076185869892e-01 -2.343706973999675824e+01 2.316539798195228261e+00
-2.000000000000000042e-02 8.862685076185869981e-01 -2.344789567438495936e+01 1.489427655506597947e+00
-1.000000000000000021e-02 8.962685076185871180e-01 -2.345359396436754196e+01 6.109017210050394775e-01
0.000000000000000000e+00 9.062685076185871269e-01 -2.345517314111261342e+01 1.296464541396264184e-03
1.000000000000000021e-02 9.162685076185870248e-01 -2.345394609268689834e+01 -4.403265009874977598e-01
2.000000000000000042e-02 9.262685076185870336e-01 -2.345055129279081640e+01 -8.190922555946696937e-01
2.999999999999999889e-02 9.362685076185871536e-01 -2.344523998412775967e+01 -1.169435089169218456e+00
4.000000000000000083e-02 9.462685076185871624e-01 -2.343816850440013155e+01 -1.492490796298011624e+00
5.000000000000000278e-02 9.562685076185871713e-01 -2.342949902607199064e+01 -1.784912626696946614e+00
5.999999999999999778e-02 9.662685076185870692e-01 -2.341940132755538073e+01 -2.046122348026238935e+00
7.000000000000000666e-02 9.762685076185870781e-01 -2.340804127556159031e+01 -2.277699294187509604e+00
8.000000000000000167e-02 9.862685076185870869e-01 -2.339557340416267195e+01 -2.482205549264896671e+00
