# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 8.254860710773098686e-01 -2.314764550380860442e+01 4.202439337330182667e+01
-7.000000000000000666e-02 8.354860710773099886e-01 -2.332779070269276644e+01 2.663254305844814951e+01
-5.999999999999999778e-02 8.454860710773099974e-01 -2.340622423878901515e+01 4.867441600796953871e+00
-5.000000000000000278e-02 8.554860710773098953e-01 -2.341715940105592608e+01 -2.197339554359072078e-02
-4.000000000000000083e-02 8.654860710773099042e-01 -2.342398151862566635e+01 1.953568167237635933e+00
-2.999999999999999889e-02 8.754860710773098020e-01 -2.343697330164758696e+01 2.271949694419631793e+00
-2.000000000000000042e-02 8.854860710773099219e-01 -2.344781763448611756e+01 1.484260431041459105e+00
-1.000000000000000021e-02 8.954860710773099308e-01 -2.345358512738560819e+01 5.966341623775676117e-01
0.000000000000000000e+00 9.054860710773099397e-01 -2.345517314111261342e+01 -2.147727034273660615e-02
1.000000000000000021e-02 9.154860710773098376e-01 -2.345393596149678928e+01 -4.612656893536047353e-01
2.000000000000000042e-02 9.254860710773099575e-01 -2.345055500572993523e+01 -8.338062288431777880e-01
2.999999999999999889e-02 9.354860710773099663e-01 -2.344528823751797475e+01 -1.178452402219585915e+00
4.000000000000000083e-02 9.454860710773099752e-01 -2.343828527547217888e+01 -1.497333384761026842e+00
5.000000000000000278e-02 9.554860710773099841e-01 -2.342970186648809872e+01 -1.786400827064147379e+00
5.999999999999999778e-02 9.654860710773097709e-01 -2.341970559231752347e+01 -2.044483206813806575e+00
7.000000000000000666e-02 9.754860710773098909e-01 -2.340846080675385110e+01 -2.272991617387343233e+00
8.000000000000000167e-02 9.854860710773098997e-01 -2.339612136552567989e+01 -2.474562116190674566e+00
