r1,r2,ang,level,atom_index,atom,scheme,value
1.021,1.079,164.211,hf,0,C,Hirshfeld,0.4101230014
1.021,1.079,164.211,hf,1,O,Hirshfeld,-0.1791942119
1.021,1.079,164.211,hf,2,O,Hirshfeld,-0.2309287895
1.021,1.079,164.211,hf,0,C,VDD,0.4704230019
1.021,1.079,164.211,hf,1,O,VDD,-0.2008706139
1.021,1.079,164.211,hf,2,O,VDD,-0.2695523881
1.021,1.079,164.211,hf,0,C,Becke,0.7620892979
1.021,1.079,164.211,hf,1,O,Becke,-0.3460802096
1.021,1.079,164.211,hf,2,O,Becke,-0.4160090883
1.021,1.079,164.211,hf,0,C,ADCH,0.7620237002
1.021,1.079,164.211,hf,1,O,ADCH,-0.3460769561
1.021,1.079,164.211,hf,2,O,ADCH,-0.4159467441
1.021,1.079,164.211,hf,0,C,CHELPG,0.9984713661
1.021,1.079,164.211,hf,1,O,CHELPG,-0.4666264866
1.021,1.079,164.211,hf,2,O,CHELPG,-0.5318448795
1.021,1.079,164.211,hf,0,C,MK,0.9593171245
1.021,1.079,164.211,hf,1,O,MK,-0.4460528253
1.021,1.079,164.211,hf,2,O,MK,-0.5132642992
1.021,1.079,164.211,hf,0,C,CM5,0.5216604122
1.021,1.079,164.211,hf,1,O,CM5,-0.2389572476
1.021,1.079,164.211,hf,2,O,CM5,-0.2827031646
1.021,1.079,164.211,hf,0,C,MBIS,1.3237233728
1.021,1.079,164.211,hf,1,O,MBIS,-0.6309140426
1.021,1.079,164.211,hf,2,O,MBIS,-0.6928093301
1.021,1.079,164.211,hf,0,C,MBIS_raw,1.32372012
1.021,1.079,164.211,hf,1,O,MBIS_raw,-0.63092004
1.021,1.079,164.211,hf,2,O,MBIS_raw,-0.69281537
1.021,1.079,164.211,mp2,0,C,Hirshfeld,0.4101230014
1.021,1.079,164.211,mp2,1,O,Hirshfeld,-0.1791942119
1.021,1.079,164.211,mp2,2,O,Hirshfeld,-0.2309287895
1.021,1.079,164.211,mp2,0,C,VDD,0.4704230019
1.021,1.079,164.211,mp2,1,O,VDD,-0.2008706139
1.021,1.079,164.211,mp2,2,O,VDD,-0.2695523881
1.021,1.079,164.211,mp2,0,C,Becke,0.7620892979
1.021,1.079,164.211,mp2,1,O,Becke,-0.3460802096
1.021,1.079,164.211,mp2,2,O,Becke,-0.4160090883
1.021,1.079,164.211,mp2,0,C,ADCH,0.7620237002
1.021,1.079,164.211,mp2,1,O,ADCH,-0.3460769561
1.021,1.079,164.211,mp2,2,O,ADCH,-0.4159467441
1.021,1.079,164.211,mp2,0,C,CHELPG,0.9984713661
1.021,1.079,164.211,mp2,1,O,CHELPG,-0.4666264866
1.021,1.079,164.211,mp2,2,O,CHELPG,-0.5318448795
1.021,1.079,164.211,mp2,0,C,MK,0.9593171245
1.021,1.079,164.211,mp2,1,O,MK,-0.4460528253
1.021,1.079,164.211,mp2,2,O,MK,-0.5132642992
1.021,1.079,164.211,mp2,0,C,CM5,0.5216604122
1.021,1.079,164.211,mp2,1,O,CM5,-0.2389572476
1.021,1.079,164.211,mp2,2,O,CM5,-0.2827031646
1.021,1.079,164.211,mp2,0,C,MBIS,1.3237233728
1.021,1.079,164.211,mp2,1,O,MBIS,-0.6309140426
1.021,1.079,164.211,mp2,2,O,MBIS,-0.6928093301
1.021,1.079,164.211,mp2,0,C,MBIS_raw,1.32372012
1.021,1.079,164.211,mp2,1,O,MBIS_raw,-0.63092004
1.021,1.079,164.211,mp2,2,O,MBIS_raw,-0.69281537
1.0,1.105,164.211,hf,0,C,Hirshfeld,0.4110705107
1.0,1.105,164.211,hf,1,O,Hirshfeld,-0.1589754252
1.0,1.105,164.211,hf,2,O,Hirshfeld,-0.2520950855
1.0,1.105,164.211,hf,0,C,VDD,0.4656782963
1.0,1.105,164.211,hf,1,O,VDD,-0.1738012501
1.0,1.105,164.211,hf,2,O,VDD,-0.2918770462
1.0,1.105,164.211,hf,0,C,Becke,0.7598769075
1.0,1.105,164.211,hf,1,O,Becke,-0.3171463757
1.0,1.105,164.211,hf,2,O,Becke,-0.4427305318
1.0,1.105,164.211,hf,0,C,ADCH,0.7598182863
1.0,1.105,164.211,hf,1,O,ADCH,-0.3171651318
1.0,1.105,164.211,hf,2,O,ADCH,-0.4426531544
1.0,1.105,164.211,hf,0,C,CHELPG,0.9932966629
1.0,1.105,164.211,hf,1,O,CHELPG,-0.4381759972
1.0,1.105,164.211,hf,2,O,CHELPG,-0.5551206657
1.0,1.105,164.211,hf,0,C,MK,0.9543310993
1.0,1.105,164.211,hf,1,O,MK,-0.4166476901
1.0,1.105,164.211,hf,2,O,MK,-0.5376834092
1.0,1.105,164.211,hf,0,C,CM5,0.5225694675
1.0,1.105,164.211,hf,1,O,CM5,-0.2219254788
1.0,1.105,164.211,hf,2,O,CM5,-0.3006439887
1.0,1.105,164.211,hf,0,C,MBIS,1.3201814571
1.0,1.105,164.211,hf,1,O,MBIS,-0.6045118515
1.0,1.105,164.211,hf,2,O,MBIS,-0.7156696057
1.0,1.105,164.211,hf,0,C,MBIS_raw,1.32018273
1.0,1.105,164.211,hf,1,O,MBIS_raw,-0.60450951
1.0,1.105,164.211,hf,2,O,MBIS_raw,-0.71566724
1.0,1.105,164.211,mp2,0,C,Hirshfeld,0.4110705107
1.0,1.105,164.211,mp2,1,O,Hirshfeld,-0.1589754252
1.0,1.105,164.211,mp2,2,O,Hirshfeld,-0.2520950855
1.0,1.105,164.211,mp2,0,C,VDD,0.4656782963
1.0,1.105,164.211,mp2,1,O,VDD,-0.1738012501
1.0,1.105,164.211,mp2,2,O,VDD,-0.2918770462
1.0,1.105,164.211,mp2,0,C,Becke,0.7598769075
1.0,1.105,164.211,mp2,1,O,Becke,-0.3171463757
1.0,1.105,164.211,mp2,2,O,Becke,-0.4427305318
1.0,1.105,164.211,mp2,0,C,ADCH,0.7598182863
1.0,1.105,164.211,mp2,1,O,ADCH,-0.3171651318
1.0,1.105,164.211,mp2,2,O,ADCH,-0.4426531544
1.0,1.105,164.211,mp2,0,C,CHELPG,0.9932966629
1.0,1.105,164.211,mp2,1,O,CHELPG,-0.4381759972
1.0,1.105,164.211,mp2,2,O,CHELPG,-0.5551206657
1.0,1.105,164.211,mp2,0,C,MK,0.9543310993
1.0,1.105,164.211,mp2,1,O,MK,-0.4166476901
1.0,1.105,164.211,mp2,2,O,MK,-0.5376834092
1.0,1.105,164.211,mp2,0,C,CM5,0.5225694675
1.0,1.105,164.211,mp2,1,O,CM5,-0.2219254788
1.0,1.105,164.211,mp2,2,O,CM5,-0.3006439887
1.0,1.105,164.211,mp2,0,C,MBIS,1.3201814571
1.0,1.105,164.211,mp2,1,O,MBIS,-0.6045118515
1.0,1.105,164.211,mp2,2,O,MBIS,-0.7156696057
1.0,1.105,164.211,mp2,0,C,MBIS_raw,1.32018273
1.0,1.105,164.211,mp2,1,O,MBIS_raw,-0.60450951
1.0,1.105,164.211,mp2,2,O,MBIS_raw,-0.71566724
1.021,1.105,164.211,hf,0,C,Hirshfeld,0.412435693
1.021,1.105,164.211,hf,1,O,Hirshfeld,-0.1689694955
1.021,1.105,164.211,hf,2,O,Hirshfeld,-0.2434661975
1.021,1.105,164.211,hf,0,C,VDD,0.4725737394
1.021,1.105,164.211,hf,1,O,VDD,-0.1864387415
1.021,1.105,164.211,hf,2,O,VDD,-0.2861349979
1.021,1.105,164.211,hf,0,C,Becke,0.7565402846
1.021,1.105,164.211,hf,1,O,Becke,-0.3287360422
1.021,1.105,164.211,hf,2,O,Becke,-0.4278042424
1.021,1.105,164.211,hf,0,C,ADCH,0.7564777476
1.021,1.105,164.211,hf,1,O,ADCH,-0.3287430372
1.021,1.105,164.211,hf,2,O,ADCH,-0.4277347104
1.021,1.105,164.211,hf,0,C,CHELPG,0.9831317019
1.021,1.105,164.211,hf,1,O,CHELPG,-0.4452506781
1.021,1.105,164.211,hf,2,O,CHELPG,-0.5378810238
1.021,1.105,164.211,hf,0,C,MK,0.9434601107
1.021,1.105,164.211,hf,1,O,MK,-0.4237667652
1.021,1.105,164.211,hf,2,O,MK,-0.5196933454
1.021,1.105,164.211,hf,0,C,CM5,0.5207476276
1.021,1.105,164.211,hf,1,O,CM5,-0.2287325362
1.021,1.105,164.211,hf,2,O,CM5,-0.2920150914
1.021,1.105,164.211,hf,0,C,MBIS,1.3078727101
1.021,1.105,164.211,hf,1,O,MBIS,-0.6100234817
1.021,1.105,164.211,hf,2,O,MBIS,-0.6978492284
1.021,1.105,164.211,hf,0,C,MBIS_raw,1.30787107
1.021,1.105,164.211,hf,1,O,MBIS_raw,-0.61002649
1.021,1.105,164.211,hf,2,O,MBIS_raw,-0.69785227
1.021,1.105,164.211,mp2,0,C,Hirshfeld,0.412435693
1.021,1.105,164.211,mp2,1,O,Hirshfeld,-0.1689694955
1.021,1.105,164.211,mp2,2,O,Hirshfeld,-0.2434661975
1.021,1.105,164.211,mp2,0,C,VDD,0.4725737394
1.021,1.105,164.211,mp2,1,O,VDD,-0.1864387415
1.021,1.105,164.211,mp2,2,O,VDD,-0.2861349979
1.021,1.105,164.211,mp2,0,C,Becke,0.7565402846
1.021,1.105,164.211,mp2,1,O,Becke,-0.3287360422
1.021,1.105,164.211,mp2,2,O,Becke,-0.4278042424
1.021,1.105,164.211,mp2,0,C,ADCH,0.7564777476
1.021,1.105,164.211,mp2,1,O,ADCH,-0.3287430372
1.021,1.105,164.211,mp2,2,O,ADCH,-0.4277347104
1.021,1.105,164.211,mp2,0,C,CHELPG,0.9831317019
1.021,1.105,164.211,mp2,1,O,CHELPG,-0.4452506781
1.021,1.105,164.211,mp2,2,O,CHELPG,-0.5378810238
1.021,1.105,164.211,mp2,0,C,MK,0.9434601107
1.021,1.105,164.211,mp2,1,O,MK,-0.4237667652
1.021,1.105,164.211,mp2,2,O,MK,-0.5196933454
1.021,1.105,164.211,mp2,0,C,CM5,0.5207476276
1.021,1.105,164.211,mp2,1,O,CM5,-0.2287325362
1.021,1.105,164.211,mp2,2,O,CM5,-0.2920150914
1.021,1.105,164.211,mp2,0,C,MBIS,1.3078727101
1.021,1.105,164.211,mp2,1,O,MBIS,-0.6100234817
1.021,1.105,164.211,mp2,2,O,MBIS,-0.6978492284
1.021,1.105,164.211,mp2,0,C,MBIS_raw,1.30787107
1.021,1.105,164.211,mp2,1,O,MBIS_raw,-0.61002649
1.021,1.105,164.211,mp2,2,O,MBIS_raw,-0.69785227
1.0,1.132,164.211,hf,0,C,Hirshfeld,0.4135128756
1.0,1.132,164.211,hf,1,O,Hirshfeld,-0.1486894432
1.0,1.132,164.211,hf,2,O,Hirshfeld,-0.2648234325
1.0,1.132,164.211,hf,0,C,VDD,0.4692704978
1.0,1.132,164.211,hf,1,O,VDD,-0.1624664506
1.0,1.132,164.211,hf,2,O,VDD,-0.3068040472
1.0,1.132,164.211,hf,0,C,Becke,0.7534505032
1.0,1.132,164.211,hf,1,O,Becke,-0.2996838947
1.0,1.132,164.211,hf,2,O,Becke,-0.4537666085
1.0,1.132,164.211,hf,0,C,ADCH,0.7533903226
1.0,1.132,164.211,hf,1,O,ADCH,-0.2997101199
1.0,1.132,164.211,hf,2,O,ADCH,-0.4536802028
1.0,1.132,164.211,hf,0,C,CHELPG,0.9779047476
1.0,1.132,164.211,hf,1,O,CHELPG,-0.4169343802
1.0,1.132,164.211,hf,2,O,CHELPG,-0.5609703674
1.0,1.132,164.211,hf,0,C,MK,0.936795127
1.0,1.132,164.211,hf,1,O,MK,-0.3936061953
1.0,1.132,164.211,hf,2,O,MK,-0.5431889317
1.0,1.132,164.211,hf,0,C,CM5,0.5218748162
1.0,1.132,164.211,hf,1,O,CM5,-0.2116395042
1.0,1.132,164.211,hf,2,O,CM5,-0.310235312
1.0,1.132,164.211,hf,0,C,MBIS,1.3033289908
1.0,1.132,164.211,hf,1,O,MBIS,-0.5833734544
1.0,1.132,164.211,hf,2,O,MBIS,-0.7199555364
1.0,1.132,164.211,hf,0,C,MBIS_raw,1.30333349
1.0,1.132,164.211,hf,1,O,MBIS_raw,-0.58336523
1.0,1.132,164.211,hf,2,O,MBIS_raw,-0.71994718
1.0,1.132,164.211,mp2,0,C,Hirshfeld,0.4135128756
1.0,1.132,164.211,mp2,1,O,Hirshfeld,-0.1486894432
1.0,1.132,164.211,mp2,2,O,Hirshfeld,-0.2648234325
1.0,1.132,164.211,mp2,0,C,VDD,0.4692704978
1.0,1.132,164.211,mp2,1,O,VDD,-0.1624664506
1.0,1.132,164.211,mp2,2,O,VDD,-0.3068040472
1.0,1.132,164.211,mp2,0,C,Becke,0.7534505032
1.0,1.132,164.211,mp2,1,O,Becke,-0.2996838947
1.0,1.132,164.211,mp2,2,O,Becke,-0.4537666085
1.0,1.132,164.211,mp2,0,C,ADCH,0.7533903226
1.0,1.132,164.211,mp2,1,O,ADCH,-0.2997101199
1.0,1.132,164.211,mp2,2,O,ADCH,-0.4536802028
1.0,1.132,164.211,mp2,0,C,CHELPG,0.9779047476
1.0,1.132,164.211,mp2,1,O,CHELPG,-0.4169343802
1.0,1.132,164.211,mp2,2,O,CHELPG,-0.5609703674
1.0,1.132,164.211,mp2,0,C,MK,0.936795127
1.0,1.132,164.211,mp2,1,O,MK,-0.3936061953
1.0,1.132,164.211,mp2,2,O,MK,-0.5431889317
1.0,1.132,164.211,mp2,0,C,CM5,0.5218748162
1.0,1.132,164.211,mp2,1,O,CM5,-0.2116395042
1.0,1.132,164.211,mp2,2,O,CM5,-0.310235312
1.0,1.132,164.211,mp2,0,C,MBIS,1.3033289908
1.0,1.132,164.211,mp2,1,O,MBIS,-0.5833734544
1.0,1.132,164.211,mp2,2,O,MBIS,-0.7199555364
1.0,1.132,164.211,mp2,0,C,MBIS_raw,1.30333349
1.0,1.132,164.211,mp2,1,O,MBIS_raw,-0.58336523
1.0,1.132,164.211,mp2,2,O,MBIS_raw,-0.71994718
1.0,1.158,164.211,hf,0,C,Hirshfeld,0.415811241
1.0,1.158,164.211,hf,1,O,Hirshfeld,-0.1390640938
1.0,1.158,164.211,hf,2,O,Hirshfeld,-0.2767471471
1.0,1.158,164.211,hf,0,C,VDD,0.472115216
1.0,1.158,164.211,hf,1,O,VDD,-0.1513185333
1.0,1.158,164.211,hf,2,O,VDD,-0.3207966827
1.0,1.158,164.211,hf,0,C,Becke,0.7467033429
1.0,1.158,164.211,hf,1,O,Becke,-0.2833674596
1.0,1.158,164.211,hf,2,O,Becke,-0.4633358832
1.0,1.158,164.211,hf,0,C,ADCH,0.7466454731
1.0,1.158,164.211,hf,1,O,ADCH,-0.2834067205
1.0,1.158,164.211,hf,2,O,ADCH,-0.4632387526
1.0,1.158,164.211,hf,0,C,CHELPG,0.9599503243
1.0,1.158,164.211,hf,1,O,CHELPG,-0.3953120496
1.0,1.158,164.211,hf,2,O,CHELPG,-0.5646382747
1.0,1.158,164.211,hf,0,C,MK,0.9193938625
1.0,1.158,164.211,hf,1,O,MK,-0.3718295902
1.0,1.158,164.211,hf,2,O,MK,-0.5475642723
1.0,1.158,164.211,hf,0,C,CM5,0.5213440951
1.0,1.158,164.211,hf,1,O,CM5,-0.2020141682
1.0,1.158,164.211,hf,2,O,CM5,-0.3193299269
1.0,1.158,164.211,hf,0,C,MBIS,1.2869112068
1.0,1.158,164.211,hf,1,O,MBIS,-0.5636018875
1.0,1.158,164.211,hf,2,O,MBIS,-0.7233093193
1.0,1.158,164.211,hf,0,C,MBIS_raw,1.28691858
1.0,1.158,164.211,hf,1,O,MBIS_raw,-0.5635885
1.0,1.158,164.211,hf,2,O,MBIS_raw,-0.72329568
1.0,1.158,164.211,mp2,0,C,Hirshfeld,0.415811241
1.0,1.158,164.211,mp2,1,O,Hirshfeld,-0.1390640938
1.0,1.158,164.211,mp2,2,O,Hirshfeld,-0.2767471471
1.0,1.158,164.211,mp2,0,C,VDD,0.472115216
1.0,1.158,164.211,mp2,1,O,VDD,-0.1513185333
1.0,1.158,164.211,mp2,2,O,VDD,-0.3207966827
1.0,1.158,164.211,mp2,0,C,Becke,0.7467033429
1.0,1.158,164.211,mp2,1,O,Becke,-0.2833674596
1.0,1.158,164.211,mp2,2,O,Becke,-0.4633358832
1.0,1.158,164.211,mp2,0,C,ADCH,0.7466454731
1.0,1.158,164.211,mp2,1,O,ADCH,-0.2834067205
1.0,1.158,164.211,mp2,2,O,ADCH,-0.4632387526
1.0,1.158,164.211,mp2,0,C,CHELPG,0.9599503243
1.0,1.158,164.211,mp2,1,O,CHELPG,-0.3953120496
1.0,1.158,164.211,mp2,2,O,CHELPG,-0.5646382747
1.0,1.158,164.211,mp2,0,C,MK,0.9193938625
1.0,1.158,164.211,mp2,1,O,MK,-0.3718295902
1.0,1.158,164.211,mp2,2,O,MK,-0.5475642723
1.0,1.158,164.211,mp2,0,C,CM5,0.5213440951
1.0,1.158,164.211,mp2,1,O,CM5,-0.2020141682
1.0,1.158,164.211,mp2,2,O,CM5,-0.3193299269
1.0,1.158,164.211,mp2,0,C,MBIS,1.2869112068
1.0,1.158,164.211,mp2,1,O,MBIS,-0.5636018875
1.0,1.158,164.211,mp2,2,O,MBIS,-0.7233093193
1.0,1.158,164.211,mp2,0,C,MBIS_raw,1.28691858
1.0,1.158,164.211,mp2,1,O,MBIS_raw,-0.5635885
1.0,1.158,164.211,mp2,2,O,MBIS_raw,-0.72329568
1.0,1.184,164.211,hf,0,C,Hirshfeld,0.417986543
1.0,1.184,164.211,hf,1,O,Hirshfeld,-0.1297401426
1.0,1.184,164.211,hf,2,O,Hirshfeld,-0.2882464004
1.0,1.184,164.211,hf,0,C,VDD,0.4741957066
1.0,1.184,164.211,hf,1,O,VDD,-0.1397216512
1.0,1.184,164.211,hf,2,O,VDD,-0.3344740555
1.0,1.184,164.211,hf,0,C,Becke,0.7393202634
1.0,1.184,164.211,hf,1,O,Becke,-0.2675192498
1.0,1.184,164.211,hf,2,O,Becke,-0.4718010136
1.0,1.184,164.211,hf,0,C,ADCH,0.7392779517
1.0,1.184,164.211,hf,1,O,ADCH,-0.2675776998
1.0,1.184,164.211,hf,2,O,ADCH,-0.4717002519
1.0,1.184,164.211,hf,0,C,CHELPG,0.9424958098
1.0,1.184,164.211,hf,1,O,CHELPG,-0.3746725681
1.0,1.184,164.211,hf,2,O,CHELPG,-0.5678232417
1.0,1.184,164.211,hf,0,C,MK,0.9019284064
1.0,1.184,164.211,hf,1,O,MK,-0.3507115043
1.0,1.184,164.211,hf,2,O,MK,-0.5512169021
1.0,1.184,164.211,hf,0,C,CM5,0.5208665594
1.0,1.184,164.211,hf,1,O,CM5,-0.1926902301
1.0,1.184,164.211,hf,2,O,CM5,-0.3281763294
1.0,1.184,164.211,hf,0,C,MBIS,1.2702169321
1.0,1.184,164.211,hf,1,O,MBIS,-0.5443967062
1.0,1.184,164.211,hf,2,O,MBIS,-0.7258202259
1.0,1.184,164.211,hf,0,C,MBIS_raw,1.27022532
1.0,1.184,164.211,hf,1,O,MBIS_raw,-0.54438155
1.0,1.184,164.211,hf,2,O,MBIS_raw,-0.72580475
1.0,1.184,164.211,mp2,0,C,Hirshfeld,0.417986543
1.0,1.184,164.211,mp2,1,O,Hirshfeld,-0.1297401426
1.0,1.184,164.211,mp2,2,O,Hirshfeld,-0.2882464004
1.0,1.184,164.211,mp2,0,C,VDD,0.4741957066
1.0,1.184,164.211,mp2,1,O,VDD,-0.1397216512
1.0,1.184,164.211,mp2,2,O,VDD,-0.3344740555
1.0,1.184,164.211,mp2,0,C,Becke,0.7393202634
1.0,1.184,164.211,mp2,1,O,Becke,-0.2675192498
1.0,1.184,164.211,mp2,2,O,Becke,-0.4718010136
1.0,1.184,164.211,mp2,0,C,ADCH,0.7392779517
1.0,1.184,164.211,mp2,1,O,ADCH,-0.2675776998
1.0,1.184,164.211,mp2,2,O,ADCH,-0.4717002519
1.0,1.184,164.211,mp2,0,C,CHELPG,0.9424958098
1.0,1.184,164.211,mp2,1,O,CHELPG,-0.3746725681
1.0,1.184,164.211,mp2,2,O,CHELPG,-0.5678232417
1.0,1.184,164.211,mp2,0,C,MK,0.9019284064
1.0,1.184,164.211,mp2,1,O,MK,-0.3507115043
1.0,1.184,164.211,mp2,2,O,MK,-0.5512169021
1.0,1.184,164.211,mp2,0,C,CM5,0.5208665594
1.0,1.184,164.211,mp2,1,O,CM5,-0.1926902301
1.0,1.184,164.211,mp2,2,O,CM5,-0.3281763294
1.0,1.184,164.211,mp2,0,C,MBIS,1.2702169321
1.0,1.184,164.211,mp2,1,O,MBIS,-0.5443967062
1.0,1.184,164.211,mp2,2,O,MBIS,-0.7258202259
1.0,1.184,164.211,mp2,0,C,MBIS_raw,1.27022532
1.0,1.184,164.211,mp2,1,O,MBIS_raw,-0.54438155
1.0,1.184,164.211,mp2,2,O,MBIS_raw,-0.72580475
1.0,1.211,164.211,hf,0,C,Hirshfeld,0.4200367072
1.0,1.211,164.211,hf,1,O,Hirshfeld,-0.1204071311
1.0,1.211,164.211,hf,2,O,Hirshfeld,-0.2996295761
1.0,1.211,164.211,hf,0,C,VDD,0.4754702496
1.0,1.211,164.211,hf,1,O,VDD,-0.1280755932
1.0,1.211,164.211,hf,2,O,VDD,-0.3473946564
1.0,1.211,164.211,hf,0,C,Becke,0.7308868631
1.0,1.211,164.211,hf,1,O,Becke,-0.2515354933
1.0,1.211,164.211,hf,2,O,Becke,-0.4793513698
1.0,1.211,164.211,hf,0,C,ADCH,0.7308464933
1.0,1.211,164.211,hf,1,O,ADCH,-0.25160862
1.0,1.211,164.211,hf,2,O,ADCH,-0.4792378733
1.0,1.211,164.211,hf,0,C,CHELPG,0.9261432234
1.0,1.211,164.211,hf,1,O,CHELPG,-0.3546704278
1.0,1.211,164.211,hf,2,O,CHELPG,-0.5714727955
1.0,1.211,164.211,hf,0,C,MK,0.883837303
1.0,1.211,164.211,hf,1,O,MK,-0.3292851207
1.0,1.211,164.211,hf,2,O,MK,-0.5545521823
1.0,1.211,164.211,hf,0,C,CM5,0.5203366542
1.0,1.211,164.211,hf,1,O,CM5,-0.1833572418
1.0,1.211,164.211,hf,2,O,CM5,-0.3369794123
1.0,1.211,164.211,hf,0,C,MBIS,1.2524229408
1.0,1.211,164.211,hf,1,O,MBIS,-0.5250026437
1.0,1.211,164.211,hf,2,O,MBIS,-0.7274202971
1.0,1.211,164.211,hf,0,C,MBIS_raw,1.25242978
1.0,1.211,164.211,hf,1,O,MBIS_raw,-0.52499036
1.0,1.211,164.211,hf,2,O,MBIS_raw,-0.72740772
1.0,1.211,164.211,mp2,0,C,Hirshfeld,0.4200367072
1.0,1.211,164.211,mp2,1,O,Hirshfeld,-0.1204071311
1.0,1.211,164.211,mp2,2,O,Hirshfeld,-0.2996295761
1.0,1.211,164.211,mp2,0,C,VDD,0.4754702496
1.0,1.211,164.211,mp2,1,O,VDD,-0.1280755932
1.0,1.211,164.211,mp2,2,O,VDD,-0.3473946564
1.0,1.211,164.211,mp2,0,C,Becke,0.7308868631
1.0,1.211,164.211,mp2,1,O,Becke,-0.2515354933
1.0,1.211,164.211,mp2,2,O,Becke,-0.4793513698
1.0,1.211,164.211,mp2,0,C,ADCH,0.7308464933
1.0,1.211,164.211,mp2,1,O,ADCH,-0.25160862
1.0,1.211,164.211,mp2,2,O,ADCH,-0.4792378733
1.0,1.211,164.211,mp2,0,C,CHELPG,0.9261432234
1.0,1.211,164.211,mp2,1,O,CHELPG,-0.3546704278
1.0,1.211,164.211,mp2,2,O,CHELPG,-0.5714727955
1.0,1.211,164.211,mp2,0,C,MK,0.883837303
1.0,1.211,164.211,mp2,1,O,MK,-0.3292851207
1.0,1.211,164.211,mp2,2,O,MK,-0.5545521823
1.0,1.211,164.211,mp2,0,C,CM5,0.5203366542
1.0,1.211,164.211,mp2,1,O,CM5,-0.1833572418
1.0,1.211,164.211,mp2,2,O,CM5,-0.3369794123
1.0,1.211,164.211,mp2,0,C,MBIS,1.2524229408
1.0,1.211,164.211,mp2,1,O,MBIS,-0.5250026437
1.0,1.211,164.211,mp2,2,O,MBIS,-0.7274202971
1.0,1.211,164.211,mp2,0,C,MBIS_raw,1.25242978
1.0,1.211,164.211,mp2,1,O,MBIS_raw,-0.52499036
1.0,1.211,164.211,mp2,2,O,MBIS_raw,-0.72740772
1.0,1.237,164.211,hf,0,C,Hirshfeld,0.4217351565
1.0,1.237,164.211,hf,1,O,Hirshfeld,-0.1117823478
1.0,1.237,164.211,hf,2,O,Hirshfeld,-0.3099528086
1.0,1.237,164.211,hf,0,C,VDD,0.4765329934
1.0,1.237,164.211,hf,1,O,VDD,-0.1183270791
1.0,1.237,164.211,hf,2,O,VDD,-0.3582059143
1.0,1.237,164.211,hf,0,C,Becke,0.7219370992
1.0,1.237,164.211,hf,1,O,Becke,-0.2365808921
1.0,1.237,164.211,hf,2,O,Becke,-0.4853562071
1.0,1.237,164.211,hf,0,C,ADCH,0.7218911334
1.0,1.237,164.211,hf,1,O,ADCH,-0.2366576533
1.0,1.237,164.211,hf,2,O,ADCH,-0.4852334802
1.0,1.237,164.211,hf,0,C,CHELPG,0.9075494794
1.0,1.237,164.211,hf,1,O,CHELPG,-0.3350375085
1.0,1.237,164.211,hf,2,O,CHELPG,-0.5725119709
1.0,1.237,164.211,hf,0,C,MK,0.8656182928
1.0,1.237,164.211,hf,1,O,MK,-0.3092869182
1.0,1.237,164.211,hf,2,O,MK,-0.5563313746
1.0,1.237,164.211,hf,0,C,CM5,0.5197082686
1.0,1.237,164.211,hf,1,O,CM5,-0.1747324702
1.0,1.237,164.211,hf,2,O,CM5,-0.3449757985
1.0,1.237,164.211,hf,0,C,MBIS,1.2347672373
1.0,1.237,164.211,hf,1,O,MBIS,-0.5068642758
1.0,1.237,164.211,hf,2,O,MBIS,-0.7279029615
1.0,1.237,164.211,hf,0,C,MBIS_raw,1.23477094
1.0,1.237,164.211,hf,1,O,MBIS_raw,-0.50685767
1.0,1.237,164.211,hf,2,O,MBIS_raw,-0.72789618
1.0,1.237,164.211,mp2,0,C,Hirshfeld,0.4217351565
1.0,1.237,164.211,mp2,1,O,Hirshfeld,-0.1117823478
1.0,1.237,164.211,mp2,2,O,Hirshfeld,-0.3099528086
1.0,1.237,164.211,mp2,0,C,VDD,0.4765329934
1.0,1.237,164.211,mp2,1,O,VDD,-0.1183270791
1.0,1.237,164.211,mp2,2,O,VDD,-0.3582059143
1.0,1.237,164.211,mp2,0,C,Becke,0.7219370992
1.0,1.237,164.211,mp2,1,O,Becke,-0.2365808921
1.0,1.237,164.211,mp2,2,O,Becke,-0.4853562071
1.0,1.237,164.211,mp2,0,C,ADCH,0.7218911334
1.0,1.237,164.211,mp2,1,O,ADCH,-0.2366576533
1.0,1.237,164.211,mp2,2,O,ADCH,-0.4852334802
1.0,1.237,164.211,mp2,0,C,CHELPG,0.9075494794
1.0,1.237,164.211,mp2,1,O,CHELPG,-0.3350375085
1.0,1.237,164.211,mp2,2,O,CHELPG,-0.5725119709
1.0,1.237,164.211,mp2,0,C,MK,0.8656182928
1.0,1.237,164.211,mp2,1,O,MK,-0.3092869182
1.0,1.237,164.211,mp2,2,O,MK,-0.5563313746
1.0,1.237,164.211,mp2,0,C,CM5,0.5197082686
1.0,1.237,164.211,mp2,1,O,CM5,-0.1747324702
1.0,1.237,164.211,mp2,2,O,CM5,-0.3449757985
1.0,1.237,164.211,mp2,0,C,MBIS,1.2347672373
1.0,1.237,164.211,mp2,1,O,MBIS,-0.5068642758
1.0,1.237,164.211,mp2,2,O,MBIS,-0.7279029615
1.0,1.237,164.211,mp2,0,C,MBIS_raw,1.23477094
1.0,1.237,164.211,mp2,1,O,MBIS_raw,-0.50685767
1.0,1.237,164.211,mp2,2,O,MBIS_raw,-0.72789618
1.0,1.263,164.211,hf,0,C,Hirshfeld,0.4230854356
