r1,r2,ang,level,atom_index,atom,scheme,value
1.0,1.053,138.947,hf,1,O,CHELPG,-0.4403781478
1.0,1.053,138.947,hf,2,O,CHELPG,-0.5086357183
1.0,1.053,138.947,hf,0,C,MK,0.8866475293
1.0,1.053,138.947,hf,1,O,MK,-0.4084114407
1.0,1.053,138.947,hf,2,O,MK,-0.4782360887
1.0,1.053,138.947,hf,0,C,CM5,0.530218822
1.0,1.053,138.947,hf,1,O,CM5,-0.2449508153
1.0,1.053,138.947,hf,2,O,CM5,-0.2852680067
1.0,1.053,138.947,hf,0,C,MBIS,1.2996359622
1.0,1.053,138.947,hf,1,O,MBIS,-0.6191735883
1.0,1.053,138.947,hf,2,O,MBIS,-0.6804623739
1.0,1.053,138.947,hf,0,C,MBIS_raw,1.29963558
1.0,1.053,138.947,hf,1,O,MBIS_raw,-0.61917429
1.0,1.053,138.947,hf,2,O,MBIS_raw,-0.68046308
1.0,1.053,138.947,mp2,0,C,Hirshfeld,0.4120550067
1.0,1.053,138.947,mp2,1,O,Hirshfeld,-0.182000979
1.0,1.053,138.947,mp2,2,O,Hirshfeld,-0.2300540277
1.0,1.053,138.947,mp2,0,C,VDD,0.4419876316
1.0,1.053,138.947,mp2,1,O,VDD,-0.1908100077
1.0,1.053,138.947,mp2,2,O,VDD,-0.2511776239
1.0,1.053,138.947,mp2,0,C,Becke,0.7550510337
1.0,1.053,138.947,mp2,1,O,Becke,-0.3414363475
1.0,1.053,138.947,mp2,2,O,Becke,-0.4136146862
1.0,1.053,138.947,mp2,0,C,ADCH,0.7550074717
1.0,1.053,138.947,mp2,1,O,ADCH,-0.3414273651
1.0,1.053,138.947,mp2,2,O,ADCH,-0.4135801066
1.0,1.053,138.947,mp2,0,C,CHELPG,0.9490138661
1.0,1.053,138.947,mp2,1,O,CHELPG,-0.4403781478
1.0,1.053,138.947,mp2,2,O,CHELPG,-0.5086357183
1.0,1.053,138.947,mp2,0,C,MK,0.8866475293
1.0,1.053,138.947,mp2,1,O,MK,-0.4084114407
1.0,1.053,138.947,mp2,2,O,MK,-0.4782360887
1.0,1.053,138.947,mp2,0,C,CM5,0.530218822
1.0,1.053,138.947,mp2,1,O,CM5,-0.2449508153
1.0,1.053,138.947,mp2,2,O,CM5,-0.2852680067
1.0,1.053,138.947,mp2,0,C,MBIS,1.2996359622
1.0,1.053,138.947,mp2,1,O,MBIS,-0.6191735883
1.0,1.053,138.947,mp2,2,O,MBIS,-0.6804623739
1.0,1.053,138.947,mp2,0,C,MBIS_raw,1.29963558
1.0,1.053,138.947,mp2,1,O,MBIS_raw,-0.61917429
1.0,1.053,138.947,mp2,2,O,MBIS_raw,-0.68046308
1.021,1.053,138.947,hf,0,C,Hirshfeld,0.412591275
1.021,1.053,138.947,hf,1,O,Hirshfeld,-0.1918295915
1.021,1.053,138.947,hf,2,O,Hirshfeld,-0.2207616835
1.021,1.053,138.947,hf,0,C,VDD,0.4484214549
1.021,1.053,138.947,hf,1,O,VDD,-0.2034084774
1.021,1.053,138.947,hf,2,O,VDD,-0.2450129775
1.021,1.053,138.947,hf,0,C,Becke,0.7503338419
1.021,1.053,138.947,hf,1,O,Becke,-0.3537608494
1.021,1.053,138.947,hf,2,O,Becke,-0.3965729925
1.021,1.053,138.947,hf,0,C,ADCH,0.7502864868
1.021,1.053,138.947,hf,1,O,ADCH,-0.353739105
1.021,1.053,138.947,hf,2,O,ADCH,-0.3965473818
1.021,1.053,138.947,hf,0,C,CHELPG,0.94139843
1.021,1.053,138.947,hf,1,O,CHELPG,-0.4503360438
1.021,1.053,138.947,hf,2,O,CHELPG,-0.4910623862
1.021,1.053,138.947,hf,0,C,MK,0.8799364826
1.021,1.053,138.947,hf,1,O,MK,-0.4192729113
1.021,1.053,138.947,hf,2,O,MK,-0.4606635713
1.021,1.053,138.947,hf,0,C,CM5,0.5275680943
1.021,1.053,138.947,hf,1,O,CM5,-0.2515924345
1.021,1.053,138.947,hf,2,O,CM5,-0.2759756597
1.021,1.053,138.947,hf,0,C,MBIS,1.2867251363
1.021,1.053,138.947,hf,1,O,MBIS,-0.6251646204
1.021,1.053,138.947,hf,2,O,MBIS,-0.661560516
1.021,1.053,138.947,hf,0,C,MBIS_raw,1.28672187
1.021,1.053,138.947,hf,1,O,MBIS_raw,-0.6251706
1.021,1.053,138.947,hf,2,O,MBIS_raw,-0.66156652
1.021,1.053,138.947,mp2,0,C,Hirshfeld,0.412591275
1.021,1.053,138.947,mp2,1,O,Hirshfeld,-0.1918295915
1.021,1.053,138.947,mp2,2,O,Hirshfeld,-0.2207616835
1.021,1.053,138.947,mp2,0,C,VDD,0.4484214549
1.021,1.053,138.947,mp2,1,O,VDD,-0.2034084774
1.021,1.053,138.947,mp2,2,O,VDD,-0.2450129775
1.021,1.053,138.947,mp2,0,C,Becke,0.7503338419
1.021,1.053,138.947,mp2,1,O,Becke,-0.3537608494
1.021,1.053,138.947,mp2,2,O,Becke,-0.3965729925
1.021,1.053,138.947,mp2,0,C,ADCH,0.7502864868
1.021,1.053,138.947,mp2,1,O,ADCH,-0.353739105
1.021,1.053,138.947,mp2,2,O,ADCH,-0.3965473818
1.021,1.053,138.947,mp2,0,C,CHELPG,0.94139843
1.021,1.053,138.947,mp2,1,O,CHELPG,-0.4503360438
1.021,1.053,138.947,mp2,2,O,CHELPG,-0.4910623862
1.021,1.053,138.947,mp2,0,C,MK,0.8799364826
1.021,1.053,138.947,mp2,1,O,MK,-0.4192729113
1.021,1.053,138.947,mp2,2,O,MK,-0.4606635713
1.021,1.053,138.947,mp2,0,C,CM5,0.5275680943
1.021,1.053,138.947,mp2,1,O,CM5,-0.2515924345
1.021,1.053,138.947,mp2,2,O,CM5,-0.2759756597
1.021,1.053,138.947,mp2,0,C,MBIS,1.2867251363
1.021,1.053,138.947,mp2,1,O,MBIS,-0.6251646204
1.021,1.053,138.947,mp2,2,O,MBIS,-0.661560516
1.021,1.053,138.947,mp2,0,C,MBIS_raw,1.28672187
1.021,1.053,138.947,mp2,1,O,MBIS_raw,-0.6251706
1.021,1.053,138.947,mp2,2,O,MBIS_raw,-0.66156652
1.0,1.079,138.947,hf,0,C,Hirshfeld,0.4129067518
1.0,1.079,138.947,hf,1,O,Hirshfeld,-0.1709461073
1.0,1.079,138.947,hf,2,O,Hirshfeld,-0.2419606446
1.0,1.079,138.947,hf,0,C,VDD,0.4449772805
1.0,1.079,138.947,hf,1,O,VDD,-0.1780006985
1.0,1.079,138.947,hf,2,O,VDD,-0.266976582
1.0,1.079,138.947,hf,0,C,Becke,0.7479813761
1.0,1.079,138.947,hf,1,O,Becke,-0.3215773181
1.0,1.079,138.947,hf,2,O,Becke,-0.426404058
1.0,1.079,138.947,hf,0,C,ADCH,0.7479354111
1.0,1.079,138.947,hf,1,O,ADCH,-0.3215814879
1.0,1.079,138.947,hf,2,O,ADCH,-0.4263539232
1.0,1.079,138.947,hf,0,C,CHELPG,0.9366428695
1.0,1.079,138.947,hf,1,O,CHELPG,-0.4187983094
1.0,1.079,138.947,hf,2,O,CHELPG,-0.5178445601
1.0,1.079,138.947,hf,0,C,MK,0.8763090567
1.0,1.079,138.947,hf,1,O,MK,-0.3873531398
1.0,1.079,138.947,hf,2,O,MK,-0.4889559169
1.0,1.079,138.947,hf,0,C,CM5,0.5276308279
1.0,1.079,138.947,hf,1,O,CM5,-0.23389596
1.0,1.079,138.947,hf,2,O,CM5,-0.2937348679
1.0,1.079,138.947,hf,0,C,MBIS,1.28224216
1.0,1.079,138.947,hf,1,O,MBIS,-0.596553531
1.0,1.079,138.947,hf,2,O,MBIS,-0.685688629
1.0,1.079,138.947,hf,0,C,MBIS_raw,1.28224131
1.0,1.079,138.947,hf,1,O,MBIS_raw,-0.59655508
1.0,1.079,138.947,hf,2,O,MBIS_raw,-0.68569019
1.0,1.079,138.947,mp2,0,C,Hirshfeld,0.4129067518
1.0,1.079,138.947,mp2,1,O,Hirshfeld,-0.1709461073
1.0,1.079,138.947,mp2,2,O,Hirshfeld,-0.2419606446
1.0,1.079,138.947,mp2,0,C,VDD,0.4449772805
1.0,1.079,138.947,mp2,1,O,VDD,-0.1780006985
1.0,1.079,138.947,mp2,2,O,VDD,-0.266976582
1.0,1.079,138.947,mp2,0,C,Becke,0.7479813761
1.0,1.079,138.947,mp2,1,O,Becke,-0.3215773181
1.0,1.079,138.947,mp2,2,O,Becke,-0.426404058
1.0,1.079,138.947,mp2,0,C,ADCH,0.7479354111
1.0,1.079,138.947,mp2,1,O,ADCH,-0.3215814879
1.0,1.079,138.947,mp2,2,O,ADCH,-0.4263539232
1.0,1.079,138.947,mp2,0,C,CHELPG,0.9366428695
1.0,1.079,138.947,mp2,1,O,CHELPG,-0.4187983094
1.0,1.079,138.947,mp2,2,O,CHELPG,-0.5178445601
1.0,1.079,138.947,mp2,0,C,MK,0.8763090567
1.0,1.079,138.947,mp2,1,O,MK,-0.3873531398
1.0,1.079,138.947,mp2,2,O,MK,-0.4889559169
1.0,1.079,138.947,mp2,0,C,CM5,0.5276308279
1.0,1.079,138.947,mp2,1,O,CM5,-0.23389596
1.0,1.079,138.947,mp2,2,O,CM5,-0.2937348679
1.0,1.079,138.947,mp2,0,C,MBIS,1.28224216
1.0,1.079,138.947,mp2,1,O,MBIS,-0.596553531
1.0,1.079,138.947,mp2,2,O,MBIS,-0.685688629
1.0,1.079,138.947,mp2,0,C,MBIS_raw,1.28224131
1.0,1.079,138.947,mp2,1,O,MBIS_raw,-0.59655508
1.0,1.079,138.947,mp2,2,O,MBIS_raw,-0.68569019
1.021,1.079,138.947,hf,0,C,Hirshfeld,0.4134533619
1.021,1.079,138.947,hf,1,O,Hirshfeld,-0.1807262284
1.021,1.079,138.947,hf,2,O,Hirshfeld,-0.2327271334
1.021,1.079,138.947,hf,0,C,VDD,0.4517084555
1.021,1.079,138.947,hf,1,O,VDD,-0.190584792
1.021,1.079,138.947,hf,2,O,VDD,-0.2611236635
1.021,1.079,138.947,hf,0,C,Becke,0.7434926622
1.021,1.079,138.947,hf,1,O,Becke,-0.3339230729
1.021,1.079,138.947,hf,2,O,Becke,-0.4095695893
1.021,1.079,138.947,hf,0,C,ADCH,0.7434429682
1.021,1.079,138.947,hf,1,O,ADCH,-0.3339144837
1.021,1.079,138.947,hf,2,O,ADCH,-0.4095284845
1.021,1.079,138.947,hf,0,C,CHELPG,0.9292258858
1.021,1.079,138.947,hf,1,O,CHELPG,-0.4286754289
1.021,1.079,138.947,hf,2,O,CHELPG,-0.5005504569
1.021,1.079,138.947,hf,0,C,MK,0.8699973269
1.021,1.079,138.947,hf,1,O,MK,-0.3983375911
1.021,1.079,138.947,hf,2,O,MK,-0.4716597358
1.021,1.079,138.947,hf,0,C,CM5,0.5249904365
1.021,1.079,138.947,hf,1,O,CM5,-0.2404890844
1.021,1.079,138.947,hf,2,O,CM5,-0.2845013521
1.021,1.079,138.947,hf,0,C,MBIS,1.2698062109
1.021,1.079,138.947,hf,1,O,MBIS,-0.6027104946
1.021,1.079,138.947,hf,2,O,MBIS,-0.6670957164
1.021,1.079,138.947,hf,0,C,MBIS_raw,1.26980242
1.021,1.079,138.947,hf,1,O,MBIS_raw,-0.60271739
1.021,1.079,138.947,hf,2,O,MBIS_raw,-0.66710267
1.021,1.079,138.947,mp2,0,C,Hirshfeld,0.4134533619
1.021,1.079,138.947,mp2,1,O,Hirshfeld,-0.1807262284
1.021,1.079,138.947,mp2,2,O,Hirshfeld,-0.2327271334
1.021,1.079,138.947,mp2,0,C,VDD,0.4517084555
1.021,1.079,138.947,mp2,1,O,VDD,-0.190584792
1.021,1.079,138.947,mp2,2,O,VDD,-0.2611236635
1.021,1.079,138.947,mp2,0,C,Becke,0.7434926622
1.021,1.079,138.947,mp2,1,O,Becke,-0.3339230729
1.021,1.079,138.947,mp2,2,O,Becke,-0.4095695893
1.021,1.079,138.947,mp2,0,C,ADCH,0.7434429682
1.021,1.079,138.947,mp2,1,O,ADCH,-0.3339144837
1.021,1.079,138.947,mp2,2,O,ADCH,-0.4095284845
1.021,1.079,138.947,mp2,0,C,CHELPG,0.9292258858
1.021,1.079,138.947,mp2,1,O,CHELPG,-0.4286754289
1.021,1.079,138.947,mp2,2,O,CHELPG,-0.5005504569
1.021,1.079,138.947,mp2,0,C,MK,0.8699973269
1.021,1.079,138.947,mp2,1,O,MK,-0.3983375911
1.021,1.079,138.947,mp2,2,O,MK,-0.4716597358
1.021,1.079,138.947,mp2,0,C,CM5,0.5249904365
1.021,1.079,138.947,mp2,1,O,CM5,-0.2404890844
1.021,1.079,138.947,mp2,2,O,CM5,-0.2845013521
1.021,1.079,138.947,mp2,0,C,MBIS,1.2698062109
1.021,1.079,138.947,mp2,1,O,MBIS,-0.6027104946
1.021,1.079,138.947,mp2,2,O,MBIS,-0.6670957164
1.021,1.079,138.947,mp2,0,C,MBIS_raw,1.26980242
1.021,1.079,138.947,mp2,1,O,MBIS_raw,-0.60271739
1.021,1.079,138.947,mp2,2,O,MBIS_raw,-0.66710267
1.0,1.105,138.947,hf,0,C,Hirshfeld,0.4137361596
1.0,1.105,138.947,hf,1,O,Hirshfeld,-0.160176102
1.0,1.105,138.947,hf,2,O,Hirshfeld,-0.2535600576
1.0,1.105,138.947,hf,0,C,VDD,0.4474112555
1.0,1.105,138.947,hf,1,O,VDD,-0.1651164582
1.0,1.105,138.947,hf,2,O,VDD,-0.2822947973
1.0,1.105,138.947,hf,0,C,Becke,0.7404026082
1.0,1.105,138.947,hf,1,O,Becke,-0.3024067789
1.0,1.105,138.947,hf,2,O,Becke,-0.4379958294
1.0,1.105,138.947,hf,0,C,ADCH,0.7403629706
1.0,1.105,138.947,hf,1,O,ADCH,-0.302425161
1.0,1.105,138.947,hf,2,O,ADCH,-0.4379378096
1.0,1.105,138.947,hf,0,C,CHELPG,0.9252444005
1.0,1.105,138.947,hf,1,O,CHELPG,-0.3983242828
1.0,1.105,138.947,hf,2,O,CHELPG,-0.5269201178
1.0,1.105,138.947,hf,0,C,MK,0.8657180907
1.0,1.105,138.947,hf,1,O,MK,-0.3669689634
1.0,1.105,138.947,hf,2,O,MK,-0.4987491274
1.0,1.105,138.947,hf,0,C,CM5,0.5252347805
1.0,1.105,138.947,hf,1,O,CM5,-0.2231259657
1.0,1.105,138.947,hf,2,O,CM5,-0.3021088149
1.0,1.105,138.947,hf,0,C,MBIS,1.2645642815
1.0,1.105,138.947,hf,1,O,MBIS,-0.5745727372
1.0,1.105,138.947,hf,2,O,MBIS,-0.6899915443
1.0,1.105,138.947,hf,0,C,MBIS_raw,1.2645653
1.0,1.105,138.947,hf,1,O,MBIS_raw,-0.57457089
1.0,1.105,138.947,hf,2,O,MBIS_raw,-0.68998968
1.0,1.105,138.947,mp2,0,C,Hirshfeld,0.4137361596
1.0,1.105,138.947,mp2,1,O,Hirshfeld,-0.160176102
1.0,1.105,138.947,mp2,2,O,Hirshfeld,-0.2535600576
1.0,1.105,138.947,mp2,0,C,VDD,0.4474112555
1.0,1.105,138.947,mp2,1,O,VDD,-0.1651164582
1.0,1.105,138.947,mp2,2,O,VDD,-0.2822947973
1.0,1.105,138.947,mp2,0,C,Becke,0.7404026082
1.0,1.105,138.947,mp2,1,O,Becke,-0.3024067789
1.0,1.105,138.947,mp2,2,O,Becke,-0.4379958294
1.0,1.105,138.947,mp2,0,C,ADCH,0.7403629706
1.0,1.105,138.947,mp2,1,O,ADCH,-0.302425161
1.0,1.105,138.947,mp2,2,O,ADCH,-0.4379378096
1.0,1.105,138.947,mp2,0,C,CHELPG,0.9252444005
1.0,1.105,138.947,mp2,1,O,CHELPG,-0.3983242828
1.0,1.105,138.947,mp2,2,O,CHELPG,-0.5269201178
1.0,1.105,138.947,mp2,0,C,MK,0.8657180907
1.0,1.105,138.947,mp2,1,O,MK,-0.3669689634
1.0,1.105,138.947,mp2,2,O,MK,-0.4987491274
1.0,1.105,138.947,mp2,0,C,CM5,0.5252347805
1.0,1.105,138.947,mp2,1,O,CM5,-0.2231259657
1.0,1.105,138.947,mp2,2,O,CM5,-0.3021088149
1.0,1.105,138.947,mp2,0,C,MBIS,1.2645642815
1.0,1.105,138.947,mp2,1,O,MBIS,-0.5745727372
1.0,1.105,138.947,mp2,2,O,MBIS,-0.6899915443
1.0,1.105,138.947,mp2,0,C,MBIS_raw,1.2645653
1.0,1.105,138.947,mp2,1,O,MBIS_raw,-0.57457089
1.0,1.105,138.947,mp2,2,O,MBIS_raw,-0.68998968
1.021,1.105,138.947,hf,0,C,Hirshfeld,0.4143080423
1.021,1.105,138.947,hf,1,O,Hirshfeld,-0.1698895642
1.021,1.105,138.947,hf,2,O,Hirshfeld,-0.2444184781
1.021,1.105,138.947,hf,0,C,VDD,0.4542558144
1.021,1.105,138.947,hf,1,O,VDD,-0.1777226597
1.021,1.105,138.947,hf,2,O,VDD,-0.2765331548
1.021,1.105,138.947,hf,0,C,Becke,0.7361723594
1.021,1.105,138.947,hf,1,O,Becke,-0.3147492935
1.021,1.105,138.947,hf,2,O,Becke,-0.4214230658
1.021,1.105,138.947,hf,0,C,ADCH,0.7361289487
1.021,1.105,138.947,hf,1,O,ADCH,-0.3147548799
1.021,1.105,138.947,hf,2,O,ADCH,-0.4213740688
1.021,1.105,138.947,hf,0,C,CHELPG,0.9191525311
1.021,1.105,138.947,hf,1,O,CHELPG,-0.4086885584
1.021,1.105,138.947,hf,2,O,CHELPG,-0.5104639728
1.021,1.105,138.947,hf,0,C,MK,0.8598089252
1.021,1.105,138.947,hf,1,O,MK,-0.3780376842
1.021,1.105,138.947,hf,2,O,MK,-0.481771241
1.021,1.105,138.947,hf,0,C,CM5,0.5226196561
1.021,1.105,138.947,hf,1,O,CM5,-0.2296524276
1.021,1.105,138.947,hf,2,O,CM5,-0.2929672285
1.021,1.105,138.947,hf,0,C,MBIS,1.252653372
1.021,1.105,138.947,hf,1,O,MBIS,-0.5808898025
1.021,1.105,138.947,hf,2,O,MBIS,-0.6717635695
1.021,1.105,138.947,hf,0,C,MBIS_raw,1.25265142
1.021,1.105,138.947,hf,1,O,MBIS_raw,-0.58089332
1.021,1.105,138.947,hf,2,O,MBIS_raw,-0.67176713
1.021,1.105,138.947,mp2,0,C,Hirshfeld,0.4143080423
1.021,1.105,138.947,mp2,1,O,Hirshfeld,-0.1698895642
1.021,1.105,138.947,mp2,2,O,Hirshfeld,-0.2444184781
1.021,1.105,138.947,mp2,0,C,VDD,0.4542558144
1.021,1.105,138.947,mp2,1,O,VDD,-0.1777226597
1.021,1.105,138.947,mp2,2,O,VDD,-0.2765331548
1.021,1.105,138.947,mp2,0,C,Becke,0.7361723594
1.021,1.105,138.947,mp2,1,O,Becke,-0.3147492935
1.021,1.105,138.947,mp2,2,O,Becke,-0.4214230658
1.021,1.105,138.947,mp2,0,C,ADCH,0.7361289487
1.021,1.105,138.947,mp2,1,O,ADCH,-0.3147548799
1.021,1.105,138.947,mp2,2,O,ADCH,-0.4213740688
1.021,1.105,138.947,mp2,0,C,CHELPG,0.9191525311
1.021,1.105,138.947,mp2,1,O,CHELPG,-0.4086885584
1.021,1.105,138.947,mp2,2,O,CHELPG,-0.5104639728
1.021,1.105,138.947,mp2,0,C,MK,0.8598089252
1.021,1.105,138.947,mp2,1,O,MK,-0.3780376842
1.021,1.105,138.947,mp2,2,O,MK,-0.481771241
1.021,1.105,138.947,mp2,0,C,CM5,0.5226196561
1.021,1.105,138.947,mp2,1,O,CM5,-0.2296524276
1.021,1.105,138.947,mp2,2,O,CM5,-0.2929672285
1.021,1.105,138.947,mp2,0,C,MBIS,1.252653372
1.021,1.105,138.947,mp2,1,O,MBIS,-0.5808898025
1.021,1.105,138.947,mp2,2,O,MBIS,-0.6717635695
1.021,1.105,138.947,mp2,0,C,MBIS_raw,1.25265142
1.021,1.105,138.947,mp2,1,O,MBIS_raw,-0.58089332
1.021,1.105,138.947,mp2,2,O,MBIS_raw,-0.67176713
1.0,1.132,138.947,hf,0,C,Hirshfeld,0.4145068106
1.0,1.132,138.947,hf,1,O,Hirshfeld,-0.1493272365
1.0,1.132,138.947,hf,2,O,Hirshfeld,-0.2651795742
1.0,1.132,138.947,hf,0,C,VDD,0.4497805134
1.0,1.132,138.947,hf,1,O,VDD,-0.152550628
1.0,1.132,138.947,hf,2,O,VDD,-0.2972298854
1.0,1.132,138.947,hf,0,C,Becke,0.7318910845
1.0,1.132,138.947,hf,1,O,Becke,-0.2831931632
1.0,1.132,138.947,hf,2,O,Becke,-0.4486979213
1.0,1.132,138.947,hf,0,C,ADCH,0.7318553862
1.0,1.132,138.947,hf,1,O,ADCH,-0.2832261277
1.0,1.132,138.947,hf,2,O,ADCH,-0.4486292585
1.0,1.132,138.947,hf,0,C,CHELPG,0.911490297
1.0,1.132,138.947,hf,1,O,CHELPG,-0.3770909407
1.0,1.132,138.947,hf,2,O,CHELPG,-0.5343993564
1.0,1.132,138.947,hf,0,C,MK,0.8535029609
1.0,1.132,138.947,hf,1,O,MK,-0.3459723175
1.0,1.132,138.947,hf,2,O,MK,-0.5075306434
1.0,1.132,138.947,hf,0,C,CM5,0.522868447
1.0,1.132,138.947,hf,1,O,CM5,-0.2122771208
1.0,1.132,138.947,hf,2,O,CM5,-0.3105913262
1.0,1.132,138.947,hf,0,C,MBIS,1.2458245321
1.0,1.132,138.947,hf,1,O,MBIS,-0.5524131078
1.0,1.132,138.947,hf,2,O,MBIS,-0.6934114243
1.0,1.132,138.947,hf,0,C,MBIS_raw,1.24582875
1.0,1.132,138.947,hf,1,O,MBIS_raw,-0.55240552
1.0,1.132,138.947,hf,2,O,MBIS_raw,-0.69340372
1.0,1.132,138.947,mp2,0,C,Hirshfeld,0.4145068106
1.0,1.132,138.947,mp2,1,O,Hirshfeld,-0.1493272365
1.0,1.132,138.947,mp2,2,O,Hirshfeld,-0.2651795742
1.0,1.132,138.947,mp2,0,C,VDD,0.4497805134
1.0,1.132,138.947,mp2,1,O,VDD,-0.152550628
1.0,1.132,138.947,mp2,2,O,VDD,-0.2972298854
1.0,1.132,138.947,mp2,0,C,Becke,0.7318910845
1.0,1.132,138.947,mp2,1,O,Becke,-0.2831931632
1.0,1.132,138.947,mp2,2,O,Becke,-0.4486979213
1.0,1.132,138.947,mp2,0,C,ADCH,0.7318553862
1.0,1.132,138.947,mp2,1,O,ADCH,-0.2832261277
1.0,1.132,138.947,mp2,2,O,ADCH,-0.4486292585
1.0,1.132,138.947,mp2,0,C,CHELPG,0.911490297
1.0,1.132,138.947,mp2,1,O,CHELPG,-0.3770909407
1.0,1.132,138.947,mp2,2,O,CHELPG,-0.5343993564
1.0,1.132,138.947,mp2,0,C,MK,0.8535029609
1.0,1.132,138.947,mp2,1,O,MK,-0.3459723175
1.0,1.132,138.947,mp2,2,O,MK,-0.5075306434
1.0,1.132,138.947,mp2,0,C,CM5,0.522868447
1.0,1.132,138.947,mp2,1,O,CM5,-0.2122771208
1.0,1.132,138.947,mp2,2,O,CM5,-0.3105913262
1.0,1.132,138.947,mp2,0,C,MBIS,1.2458245321
1.0,1.132,138.947,mp2,1,O,MBIS,-0.5524131078
1.0,1.132,138.947,mp2,2,O,MBIS,-0.6934114243
1.0,1.132,138.947,mp2,0,C,MBIS_raw,1.24582875
1.0,1.132,138.947,mp2,1,O,MBIS_raw,-0.55240552
1.0,1.132,138.947,mp2,2,O,MBIS_raw,-0.69340372
1.021,1.132,138.947,hf,0,C,Hirshfeld,0.4151211841
1.021,1.132,138.947,hf,1,O,Hirshfeld,-0.1589621236
1.021,1.132,138.947,hf,2,O,Hirshfeld,-0.2561590605
1.021,1.132,138.947,hf,0,C,VDD,0.4568566155
1.021,1.132,138.947,hf,1,O,VDD,-0.1652131842
1.021,1.132,138.947,hf,2,O,VDD,-0.2916434313
1.021,1.132,138.947,hf,0,C,Becke,0.7279597891
1.021,1.132,138.947,hf,1,O,Becke,-0.2955176484
1.021,1.132,138.947,hf,2,O,Becke,-0.4324421408
1.021,1.132,138.947,hf,0,C,ADCH,0.7279203737
1.021,1.132,138.947,hf,1,O,ADCH,-0.2955377764
1.021,1.132,138.947,hf,2,O,ADCH,-0.4323825974
1.021,1.132,138.947,hf,0,C,CHELPG,0.9053577123
1.021,1.132,138.947,hf,1,O,CHELPG,-0.3874248958
1.021,1.132,138.947,hf,2,O,CHELPG,-0.5179328165
1.021,1.132,138.947,hf,0,C,MK,0.8481622543
1.021,1.132,138.947,hf,1,O,MK,-0.3572308536
1.021,1.132,138.947,hf,2,O,MK,-0.4909314007
1.021,1.132,138.947,hf,0,C,CM5,0.5202958097
1.021,1.132,138.947,hf,1,O,CM5,-0.2187250048
1.021,1.132,138.947,hf,2,O,CM5,-0.3015708048
1.021,1.132,138.947,hf,0,C,MBIS,1.2344343472
1.021,1.132,138.947,hf,1,O,MBIS,-0.5588606714
1.021,1.132,138.947,hf,2,O,MBIS,-0.6755736757
1.021,1.132,138.947,hf,0,C,MBIS_raw,1.2344356
1.021,1.132,138.947,hf,1,O,MBIS_raw,-0.55885842
1.021,1.132,138.947,hf,2,O,MBIS_raw,-0.67557139
1.021,1.132,138.947,mp2,0,C,Hirshfeld,0.4151211841
1.021,1.132,138.947,mp2,1,O,Hirshfeld,-0.1589621236
1.021,1.132,138.947,mp2,2,O,Hirshfeld,-0.2561590605
1.021,1.132,138.947,mp2,0,C,VDD,0.4568566155
1.021,1.132,138.947,mp2,1,O,VDD,-0.1652131842
1.021,1.132,138.947,mp2,2,O,VDD,-0.2916434313
1.021,1.132,138.947,mp2,0,C,Becke,0.7279597891
1.021,1.132,138.947,mp2,1,O,Becke,-0.2955176484
1.021,1.132,138.947,mp2,2,O,Becke,-0.4324421408
1.021,1.132,138.947,mp2,0,C,ADCH,0.7279203737
1.021,1.132,138.947,mp2,1,O,ADCH,-0.2955377764
1.021,1.132,138.947,mp2,2,O,ADCH,-0.4323825974
1.021,1.132,138.947,mp2,0,C,CHELPG,0.9053577123
1.021,1.132,138.947,mp2,1,O,CHELPG,-0.3874248958
1.021,1.132,138.947,mp2,2,O,CHELPG,-0.5179328165
1.021,1.132,138.947,mp2,0,C,MK,0.8481622543
1.021,1.132,138.947,mp2,1,O,MK,-0.3572308536
1.021,1.132,138.947,mp2,2,O,MK,-0.4909314007
1.021,1.132,138.947,mp2,0,C,CM5,0.5202958097
1.021,1.132,138.947,mp2,1,O,CM5,-0.2187250048
1.021,1.132,138.947,mp2,2,O,CM5,-0.3015708048
1.021,1.132,138.947,mp2,0,C,MBIS,1.2344343472
1.021,1.132,138.947,mp2,1,O,MBIS,-0.5588606714
1.021,1.132,138.947,mp2,2,O,MBIS,-0.6755736757
1.021,1.132,138.947,mp2,0,C,MBIS_raw,1.2344356
1.021,1.132,138.947,mp2,1,O,MBIS_raw,-0.55885842
1.021,1.132,138.947,mp2,2,O,MBIS_raw,-0.67557139
1.0,1.158,138.947,hf,0,C,Hirshfeld,0.4150938603
1.0,1.158,138.947,hf,1,O,Hirshfeld,-0.1392387144
1.0,1.158,138.947,hf,2,O,Hirshfeld,-0.2758551459
1.0,1.158,138.947,hf,0,C,VDD,0.4509836286
1.0,1.158,138.947,hf,1,O,VDD,-0.1392288588
1.0,1.158,138.947,hf,2,O,VDD,-0.3117547698
1.0,1.158,138.947,hf,0,C,Becke,0.7229771525
1.0,1.158,138.947,hf,1,O,Becke,-0.2653311123
1.0,1.158,138.947,hf,2,O,Becke,-0.4576460402
1.0,1.158,138.947,hf,0,C,ADCH,0.7229439164
1.0,1.158,138.947,hf,1,O,ADCH,-0.2653790591
1.0,1.158,138.947,hf,2,O,ADCH,-0.4575648573
1.0,1.158,138.947,hf,0,C,CHELPG,0.8980547753
1.0,1.158,138.947,hf,1,O,CHELPG,-0.3576346889
1.0,1.158,138.947,hf,2,O,CHELPG,-0.5404200863
