offset,distance,delta_E_total,delta_E_spooky,delta_E_mbd,E_elec,E_rep,E_neural,q_max_abs,q_rms,q_net_monA,q_net_monB
0.0,2.0,151.34692007575245,151.34692007575245,0.0,-2.4129777302613635,7.543843107195064e-33,93.60951515163976,0.27953488,0.18464676,0.021058321,-0.17550084
0.0,2.2,108.87543833098181,108.87543833098181,0.0,-1.5460524201578643,2.596799571328667e-32,50.2711080967656,0.32754716,0.20310272,-0.032393306,-0.31583396
0.0,2.4,93.00548264904694,93.00548264904694,0.0,-1.639215896522391,9.684905355781675e-32,34.494315891195264,0.34062636,0.20926568,-0.043599576,-0.31688112
0.0,2.6,87.68540285706648,87.68540285706648,0.0,-2.086480579890084,3.864579204830773e-31,29.6215007825825,0.3221937,0.20475157,-0.020536631,-0.27512184
0.0,2.8,84.09385637102679,84.09385637102679,0.0,-2.4062548018031777,1.6299515411340652e-30,26.349728518455898,0.31320524,0.2013979,-0.017274141,-0.2277825
0.0,3.0,81.36680608209147,81.36680608209147,0.0,-2.677381130606105,7.182922288954751e-30,23.89380455832352,0.31986776,0.20152384,-0.03250751,-0.18369073
0.0,3.2,77.39834950250386,77.39834950250386,0.0,-2.8641017102895328,3.2724387490912953e-29,20.11206855841933,0.33163583,0.20461184,-0.04673347,-0.16501069
0.0,3.4000000000000004,71.00865177564457,71.00865177564457,0.0,-2.9883570770588808,1.5264565920265685e-28,13.846626198329385,0.3392846,0.20808516,-0.0509125,-0.16408736
0.0,3.6,64.09483469050926,64.09483469050926,0.0,-3.065645755322406,7.226816732433098e-28,7.010097791457595,0.33973125,0.209192,-0.04906577,-0.16184917
0.0,3.8,56.27319529660188,56.27319529660188,0.0,-3.1408640692034746,3.445453667372778e-27,-0.7363232885687103,0.33779624,0.20902088,-0.04637304,-0.15334785
0.0,4.0,47.102057691686085,47.102057691686085,0.0,-3.2100664711768805,1.6425950393814606e-26,-9.838258491511098,0.33726597,0.20896418,-0.0456464,-0.1447128
0.0,4.2,38.482133899955514,38.482133899955514,0.0,-3.2319559784842435,7.781027905354462e-26,-18.4362927759343,0.33822942,0.20904689,-0.045395225,-0.14396012
0.0,4.4,32.12530909231337,32.12530909231337,0.0,-3.2447365697666846,3.6416165725270616e-25,-24.780336992294007,0.33680928,0.20906024,-0.04216814,-0.14573234
0.0,4.6,30.331588001341995,30.331588001341995,0.0,-3.271622785536338,1.6752891985171658e-24,-26.54717186749573,0.33042496,0.20912434,-0.0318985,-0.14825808
0.0,4.800000000000001,33.04230629386744,33.04230629386744,0.0,-3.2946029711092475,7.54137855535797e-24,-23.81347338939738,0.32128605,0.20877576,-0.019805104,-0.14863127
0.0,5.0,36.73882729849102,36.73882729849102,0.0,-3.353237752194075,3.3085922086741585e-23,-20.05831760368897,0.32077488,0.20961069,-0.014471978,-0.14720893
0.0,5.2,39.60505418197944,39.60505418197944,0.0,-3.500741163297515,1.4098159814709072e-22,-17.044587309097107,0.3270799,0.21242869,-0.02095139,-0.13930115
0.0,5.4,41.211520865704216,41.211520865704216,0.0,-3.6925623991985352,5.817255289326291e-22,-15.24629938947131,0.33260077,0.21613887,-0.040370196,-0.12525591
0.0,5.6,35.75703817244883,35.75703817244883,0.0,-3.807313848472814,2.3186146209469607e-21,-20.58603063345242,0.33860627,0.21958584,-0.0669328,-0.12034321
0.0,5.800000000000001,22.300132898296802,22.300132898296802,0.0,-3.8655342130522072,8.908691023571336e-21,-33.984715543025054,0.3515165,0.2239435,-0.102869004,-0.12516794
0.0,6.0,6.350884150473036,6.350884150473036,0.0,-3.861328194788096,3.2944592001883796e-20,-49.938170309112934,0.36287302,0.22804326,-0.1334598,-0.13778526
0.0,6.2,0.33432072233436827,0.33432072233436827,0.0,-3.8476098401198096,1.1711772482792233e-19,-55.968452091919886,0.3647432,0.22909264,-0.14306745,-0.1434208
0.0,6.4,0.05134641120069716,0.05134641120069716,0.0,-3.862339151138833,3.9992801715737093e-19,-56.23669709203453,0.3646984,0.22908749,-0.14352489,-0.14322425
0.0,6.6000000000000005,0.03727686775251016,0.03727686775251016,0.0,-3.87639941660555,1.3111581084370618e-18,-56.236706370016,0.3646984,0.22908749,-0.14322425,-0.14352489
0.0,6.800000000000001,-0.005025229664568087,-0.005025229664568087,0.0,-3.8888776144180226,4.126401433799075e-18,-56.26653026962061,0.3646984,0.22910246,-0.14352489,-0.14352489
0.0,7.0,-0.016961524633700265,-0.016961524633700265,0.0,-3.9008139093871526,1.2467477946814523e-17,-56.26653026962061,0.3646984,0.22910246,-0.14352489,-0.14352489
0.0,7.2,-0.027699241849134637,-0.027699241849134637,0.0,-3.9115591864393378,3.61770524585445e-17,-56.26652270978386,0.3646984,0.22910246,-0.14352489,-0.14352489
0.0,7.4,-0.008362553960409969,-0.008362553960409969,0.0,-3.9220433054947317,1.008733600687405e-16,-56.23670190283974,0.3646984,0.22908749,-0.14352489,-0.14322425
0.0,7.6000000000000005,-0.016494189271021753,-0.016494189271021753,0.0,-3.930179064352664,2.704797439684297e-16,-56.23669777929242,0.3646984,0.22908749,-0.14322425,-0.14352489
0.0,7.800000000000001,-0.05074712232384826,-0.05074712232384826,0.0,-3.934609128687706,6.980678806617798e-16,-56.26652064801021,0.3646984,0.22910246,-0.14352489,-0.14352489
0.0,8.0,-0.013541729391505442,-0.013541729391505442,0.0,-3.9395542928085248,1.7358936803563255e-15,-56.224370090957045,0.36498463,0.2291794,-0.14352489,-0.14379871
0.0,8.2,0.009929501941158492,0.009929501941158492,0.0,-3.945913146401447,4.1168691891322304e-15,-56.19454000603147,0.36498463,0.22916444,-0.14379871,-0.14322425
0.0,8.4,-0.013090888218101782,-0.013090888218101782,0.0,-3.956606535483217,8.808547029043128e-15,-56.206867007108954,0.36458516,0.22907251,-0.14322425,-0.14322425
0.0,8.600000000000001,-0.02893080798137504,-0.02893080798137504,0.0,-3.97244542435966,1.6649234172095206e-14,-56.20686803799579,0.36458516,0.22907251,-0.14322425,-0.14322425
0.0,8.8,-0.027292385180452072,-0.027292385180452072,0.0,-3.983136408038828,2.8301764321211e-14,-56.19453863151571,0.36498463,0.22916444,-0.14322425,-0.14379871
0.0,9.0,-0.014514886558501416,-0.014514886558501416,0.0,-3.982678007028671,4.275138241432615e-14,-56.18221953390393,0.36498463,0.22925633,-0.14379871,-0.14379871
0.0,9.2,-0.014921743227183981,-0.014921743227183981,0.0,-3.970760955280357,5.323510892946672e-14,-56.19454344232094,0.36498463,0.22916444,-0.14379871,-0.14322425
0.0,9.4,-0.013426270066609902,-0.013426270066609902,0.0,-3.956943635476444,4.4532913220644016e-14,-56.20686528896427,0.36458516,0.22907251,-0.14322425,-0.14322425
0.0,9.600000000000001,-0.003485771999272913,-0.003485771999272913,0.0,-3.9470017628933345,1.4461679747753013e-14,-56.206866663480014,0.36458516,0.22907251,-0.14322425,-0.14322425
0.0,9.8,0.011974781410764024,0.011974781410764024,0.0,-3.943866492416068,2.764707803404145e-16,-56.19454138054723,0.36498463,0.22916444,-0.14322425,-0.14379871
0.0,10.0,0.023399756512496594,0.023399756512496594,0.0,-3.9447674875049974,9.037492548061939e-27,-56.18221541035657,0.36498463,0.22925633,-0.14379871,-0.14379871
1.0,2.0,108.39248297106316,108.39248297106316,0.0,-1.6057113873077395,3.2742910041785684e-32,49.84781170399684,0.34765005,0.21067943,-0.058337033,-0.31500536
1.0,2.2,95.1234355165819,95.1234355165819,0.0,-1.793274888788705,1.083839064711953e-31,36.76632775099654,0.34407237,0.2110203,-0.054114074,-0.30234393
1.0,2.4,89.64869246083862,89.64869246083862,0.0,-2.197448330871379,3.864579204830773e-31,31.69575813733593,0.3225035,0.20501234,-0.030475736,-0.2590593
1.0,2.6,86.69364299360996,86.69364299360996,0.0,-2.5250851266326033,1.4679922340425126e-30,29.0683454658685,0.3145532,0.20165221,-0.024306118,-0.21068634
1.0,2.8,83.71928157977649,83.71928157977649,0.0,-2.7565181889548143,5.8762188569050524e-30,26.325417114357236,0.31843102,0.20167649,-0.034376144,-0.17282325
1.0,3.0,79.19423545581706,79.19423545581706,0.0,-2.9154269883102235,2.4533274922858982e-29,21.95927978975322,0.3302741,0.20453256,-0.046607494,-0.15740666
1.0,3.2,73.14351531072965,73.14351531072965,0.0,-3.0295440985554545,1.0580170676041494e-28,16.022676754911043,0.33920994,0.20808111,-0.05218032,-0.15727341
1.0,3.4000000000000004,66.44279352936555,66.44279352936555,0.0,-3.1055410756216926,4.671468979379244e-28,9.397951950613173,0.34043393,0.2095984,-0.050780565,-0.15688989
1.0,3.6,59.33919773876727,59.33919773876727,0.0,-3.1611282116097557,2.094567181077574e-27,2.3499432960029623,0.3377379,0.20937447,-0.04770854,-0.15109932
1.0,3.8,50.604365802964345,50.604365802964345,0.0,-3.2318291794042224,9.466646483982898e-27,-6.3141876720054935,0.33641455,0.20937115,-0.04565546,-0.14302164
1.0,4.0,41.67306126988598,41.67306126988598,0.0,-3.2560199697438366,4.283644504338401e-26,-15.22130141474425,0.33770412,0.2093661,-0.046952426,-0.14049268
1.0,4.2,34.13471095122419,34.13471095122419,0.0,-3.2673586939808352,1.9287842834830031e-25,-22.74831300916903,0.33815226,0.20947386,-0.045374542,-0.1421681
1.0,4.4,30.491301236053307,30.491301236053307,0.0,-3.2893684714182996,8.593908384327087e-25,-26.369712946902457,0.33449066,0.2095643,-0.03845346,-0.14436188
1.0,4.6,31.441864112773903,31.441864112773903,0.0,-3.3125861045909235,3.770270871689052e-24,-25.395932437009236,0.32597965,0.20940861,-0.025593817,-0.14663073
1.0,4.800000000000001,35.0623001713218,35.0623001713218,0.0,-3.3445112951828744,1.621319686374529e-23,-21.743571187869385,0.31838787,0.20943712,-0.0161134,-0.14626765
1.0,5.0,38.4622803941363,38.4622803941363,0.0,-3.433229415724389,6.807545044305108e-23,-18.25487284451338,0.32457733,0.21120672,-0.016317517,-0.14375377
1.0,5.2,41.18136261513792,41.18136261513792,0.0,-3.5921224081484135,2.781159532167479e-22,-15.37689763108773,0.33026046,0.21427172,-0.031129211,-0.13301158
1.0,5.4,39.44258229411255,39.44258229411255,0.0,-3.768178635395767,1.1023225976323853e-21,-16.93962172486575,0.33596247,0.2181156,-0.053066865,-0.12136951
1.0,5.6,30.484538618452188,30.484538618452188,0.0,-3.8357587651285794,4.228280828191151e-21,-25.830085270793298,0.34334344,0.2213985,-0.08361286,-0.121243715
1.0,5.800000000000001,14.072226502970636,14.072226502970636,0.0,-3.8728102122943873,1.566406078635711e-20,-42.20534593910904,0.3580533,0.22628891,-0.11953646,-0.13111433
