val_rmse_mean,val_rmse_std,val_mae_mean,val_r2_mean,train_rmse_mean,train_mae_mean,train_r2_mean,n_folds,n_samples,model,scheme,level,atom_index,note
0.07666491537204184,0.0014024261068991872,0.07214884043669285,-1.8199567652755224,,,,5,510,SVR,ADCH,mp2,2,
0.0067890281925550395,0.00506273533607423,0.002411894761176471,0.9715727009572245,,,,5,510,DecisionTree,ADCH,mp2,2,
0.006952147813509111,0.005086606853862185,0.0018711321014068482,0.9708507381464703,,,,5,510,RandomForest,ADCH,mp2,2,
0.006122403221221895,0.004755053299904518,0.002241757281135384,0.976479085677461,,,,5,510,GradientBoosting,ADCH,mp2,2,
0.17443913771836767,0.05209768780374723,0.15538773828615587,-4.13376075166042,0.17311566684609928,0.15363587054006508,-3.9194625750915235,5,510,FlaxMLP,Becke,hf,0,
0.01691728894949989,0.006526850590534911,0.007201781022352941,0.9530025583788726,,,,5,510,KNN,Becke,hf,0,
0.04984266322423825,0.0024439845416103804,0.04289930377527519,0.61603545544225,,,,5,510,SVR,Becke,hf,0,
0.009884865033080814,0.005620551186998546,0.005260182526666668,0.9816221803839655,,,,5,510,DecisionTree,Becke,hf,0,
0.006652308566844239,0.00401607754013076,0.0030098614454970494,0.9909825158565274,,,,5,510,RandomForest,Becke,hf,0,
0.007841918481291949,0.0030492180852800255,0.00318773481850664,0.9891296182251068,,,,5,510,GradientBoosting,Becke,hf,0,
0.08433128827795784,0.026730146243719242,0.06874628237687111,0.1992189125539859,0.08532608685511471,0.06915287004388415,0.18258060209623578,5,510,FlaxMLP,Becke,hf,1,
0.010675132289229306,0.003107218344120342,0.005966415430980394,0.9876736808020212,,,,5,510,KNN,Becke,hf,1,
0.05684406687258412,0.0019401444647872124,0.04936411041331102,0.6666332982111315,,,,5,510,SVR,Becke,hf,1,
0.007211295486961806,0.0028805850788851737,0.004078719913725491,0.9941330950532006,,,,5,510,DecisionTree,Becke,hf,1,
0.006335095937759895,0.0022172299339691093,0.0029133063053931488,0.9955635188490929,,,,5,510,RandomForest,Becke,hf,1,
0.004951966293090623,0.0019013067615307197,0.0024320824471076767,0.9972137393324706,,,,5,510,GradientBoosting,Becke,hf,1,
0.08485643067061313,0.02418899579522764,0.06934222388215967,-3.624894024363948,0.08601407964542487,0.06973136671811946,-3.75783408871575,5,510,FlaxMLP,Becke,hf,2,
0.008161455831086219,0.0025080922999114437,0.004158900805294116,0.9574034127292368,,,,5,510,KNN,Becke,hf,2,
0.041971067743451766,0.0014630507084699806,0.03310386606107849,-0.09733090871619729,,,,5,510,SVR,Becke,hf,2,
0.004642616390431743,0.0010700268386989317,0.0022453630101960777,0.9856500070873795,,,,5,510,DecisionTree,Becke,hf,2,
0.0036133137493553616,0.0011725109914279396,0.0014531145160539254,0.990672369566358,,,,5,510,RandomForest,Becke,hf,2,
0.003048193452282259,0.001091963388374897,0.0016016516405860843,0.9932704403592743,,,,5,510,GradientBoosting,Becke,hf,2,
0.17477360670326514,0.05792874427791776,0.15748234799563826,-4.243174406203376,0.17316072027417342,0.15433377335639628,-3.9788525022651298,5,510,FlaxMLP,Becke,mp2,0,
0.017186749420846664,0.006923672541599549,0.007403519061764704,0.9503842272085835,,,,5,510,KNN,Becke,mp2,0,
0.05495383818622819,0.003027201569142403,0.047720632107355415,0.531236613141159,,,,5,510,SVR,Becke,mp2,0,
0.010512916273271194,0.004205892802711784,0.00536302967764706,0.981312092409728,,,,5,510,DecisionTree,Becke,mp2,0,
0.0076353881279158054,0.003994739996122036,0.0032227320596509646,0.9897331699248619,,,,5,510,RandomForest,Becke,mp2,0,
0.008084005116588092,0.0037391481089766657,0.003301600218459026,0.988763046420803,,,,5,510,GradientBoosting,Becke,mp2,0,
0.2091735620455494,0.2866057075002583,0.1874996214154478,-10.809038863195783,0.20948799072293114,0.1881892927882444,-9.479458093563023,5,510,FlaxMLP,Becke,mp2,1,
0.01071449585103622,0.0027838007781194117,0.0060531974092810446,0.9876902031594238,,,,5,510,KNN,Becke,mp2,1,
0.056708924075047504,0.0014817215342013796,0.04934590444571807,0.6683291129606946,,,,5,510,SVR,Becke,mp2,1,
0.00922804765406077,0.0035615118260578665,0.00445906939117647,0.9900474248357684,,,,5,510,DecisionTree,Becke,mp2,1,
0.007871920562317667,0.003646610352747687,0.0030416124480931086,0.9924396277393901,,,,5,510,RandomForest,Becke,mp2,1,
0.006241383529421683,0.003654724074873737,0.002471969441443518,0.994902594279292,,,,5,510,GradientBoosting,Becke,mp2,1,
0.20658578849574508,0.2696294784631062,0.13579737291679161,-61.36535164621368,0.13651759653230938,0.12338999768426259,-16.713425258481124,5,510,FlaxMLP,Becke,mp2,2,
0.009073136981941326,0.0030613821153813218,0.004371318510392155,0.9465624488839428,,,,5,510,KNN,Becke,mp2,2,
0.04061330913252869,0.0018715884346838065,0.032388512392532175,-0.019654572212785392,,,,5,510,SVR,Becke,mp2,2,
0.007946910934022156,0.00698794479750451,0.002594615729803922,0.9368513388786675,,,,5,510,DecisionTree,Becke,mp2,2,
0.007329575472355324,0.007191799728968387,0.0019155302711412188,0.9413026337246737,,,,5,510,RandomForest,Becke,mp2,2,
0.006960827232410432,0.007437558428808683,0.002100364185228808,0.9427222618434759,,,,5,510,GradientBoosting,Becke,mp2,2,
0.16107658137814634,0.04402139588602305,0.13200208740745548,-1.0679871429288652,0.16742301806948406,0.1387033912852495,-1.23837224527439,5,510,FlaxMLP,CHELPG,hf,0,
0.005999740315783897,0.0005560954280097955,0.004633852078627453,0.9972490796352689,,,,5,510,KNN,CHELPG,hf,0,
0.054132051797754696,0.001494990853274067,0.04730257777764725,0.7776700085440643,,,,5,510,SVR,CHELPG,hf,0,
0.009073176674529747,0.0005935378593647503,0.007771227534509803,0.9937446858706617,,,,5,510,DecisionTree,CHELPG,hf,0,
0.004629347007795609,0.0002595586710356052,0.0035509180980333546,0.9983664097602201,,,,5,510,RandomForest,CHELPG,hf,0,
0.0034738025019747905,0.00023521101398988326,0.0026016924469467184,0.9990821720601444,,,,5,510,GradientBoosting,CHELPG,hf,0,
0.11527727062763268,0.03470099774197116,0.09640588924363211,-0.09169939365369326,0.11719433816343006,0.09771705157708424,-0.10097595879356909,5,510,FlaxMLP,CHELPG,hf,1,
0.006104933521479472,0.000232860417380397,0.004515932275555556,0.9971901090014483,,,,5,510,KNN,CHELPG,hf,1,
0.056636594728376066,0.002038110473973359,0.048893461941798486,0.7593510520962786,,,,5,510,SVR,CHELPG,hf,1,
0.0061827446488588785,0.0004079202890410492,0.005106314345294119,0.9971153785808502,,,,5,510,DecisionTree,CHELPG,hf,1,
0.0037861716055714494,0.0003318642855817251,0.0029021190682510215,0.9989132020332854,,,,5,510,RandomForest,CHELPG,hf,1,
0.0025405560419875023,0.0002829942211099933,0.0019296636905203786,0.9995080166001034,,,,5,510,GradientBoosting,CHELPG,hf,1,
0.10116918479313315,0.01863265888821551,0.08498106615710617,-10.453303327086022,0.09991072498241119,0.08316832608579243,-10.086882459892077,5,510,FlaxMLP,CHELPG,hf,2,
0.0028587291279656237,0.00024386604344766368,0.0019784354687581726,0.990999493612776,,,,5,510,KNN,CHELPG,hf,2,
0.03833416274005423,0.0017320618300036255,0.0331857337617647,-0.6026517148681901,,,,5,510,SVR,CHELPG,hf,2,
0.004208419764240405,0.0006618692093602609,0.0033706480141176493,0.980097580978979,,,,5,510,DecisionTree,CHELPG,hf,2,
0.0021517427557045526,0.00020843008702119682,0.0015222668273058909,0.9949069097536196,,,,5,510,RandomForest,CHELPG,hf,2,
0.001752357062966669,0.00014303288050182816,0.001331459909865586,0.9966199535733027,,,,5,510,GradientBoosting,CHELPG,hf,2,
0.17825305191567098,0.04325829122620256,0.14577725791240842,-1.5024428379062815,0.17534675311411005,0.14519714393788558,-1.449434294871296,5,510,FlaxMLP,CHELPG,mp2,0,
0.011035741138399665,0.011047510593689412,0.005172302967058824,0.9828444564828599,,,,5,510,KNN,CHELPG,mp2,0,
0.05898528533962113,0.0022541785310593557,0.05234851287027161,0.7360935201233912,,,,5,510,SVR,CHELPG,mp2,0,
0.009555108119835239,0.0002586939693073067,0.008055799998039214,0.9930796611272082,,,,5,510,DecisionTree,CHELPG,mp2,0,
0.00465991786828465,0.00028602976856419035,0.0034944046513088745,0.9983472873714069,,,,5,510,RandomForest,CHELPG,mp2,0,
0.0034909159344769054,0.0005741250340464784,0.0026396039896054184,0.9990638072938003,,,,5,510,GradientBoosting,CHELPG,mp2,0,
0.20891871141461255,0.25356970768751025,0.10663033614130898,-6.575929372098395,0.11466003712317197,0.09639251433232388,-0.04101541308326524,5,510,FlaxMLP,CHELPG,mp2,1,
0.007407537022807095,0.0026833180640400667,0.0047606424298692815,0.9953262850683681,,,,5,510,KNN,CHELPG,mp2,1,
0.05615693339422454,0.002479113120029716,0.0484354647016798,0.7629051488645132,,,,5,510,SVR,CHELPG,mp2,1,
0.008692998699645687,0.004928961148862836,0.005518157570980392,0.9925921517842815,,,,5,510,DecisionTree,CHELPG,mp2,1,
0.006376897982550776,0.005931955927042391,0.0032500680439539508,0.9945582318519264,,,,5,510,RandomForest,CHELPG,mp2,1,
0.005311017428510052,0.005901992210859248,0.0022773452907990156,0.9955459077405381,,,,5,510,GradientBoosting,CHELPG,mp2,1,
0.26163836393911255,0.36692353724956467,0.22579522301739066,-141.07545929685088,0.23365729953207146,0.21751448424792677,-138.7276902138533,5,510,FlaxMLP,CHELPG,mp2,2,
0.006363068595632994,0.007543017890322026,0.00238950192888889,0.9296936253881698,,,,5,510,KNN,CHELPG,mp2,2,
0.06486459621631316,0.012781033771471783,0.05946993216512103,-3.6335376211839736,,,,5,510,SVR,CHELPG,mp2,2,
0.007432938643869275,0.007092584013160864,0.003660737127647061,0.9198156299841239,,,,5,510,DecisionTree,CHELPG,mp2,2,
0.005631102720151173,0.007563410876654671,0.0019389558591255212,0.937395547579829,,,,5,510,RandomForest,CHELPG,mp2,2,
0.005281323038085066,0.00724379009524393,0.0018337291942552383,0.9436037249607534,,,,5,510,GradientBoosting,CHELPG,mp2,2,
0.11931852588014316,0.042189372868341776,0.10297887665316172,-37.36733998358592,0.12170300380156877,0.10588426708020245,-40.1640404086428,5,510,FlaxMLP,CM5,hf,0,
0.001372291594290731,0.0002318322076103691,0.0008815268230718976,0.9951256296325106,,,,5,510,KNN,CM5,hf,0,
0.031130177852742698,0.0013162679800381525,0.02859367796862746,-1.4508440260959037,,,,5,510,SVR,CM5,hf,0,
0.002162438536514291,0.0001943155307233861,0.0015012433121568609,0.9881544766584718,,,,5,510,DecisionTree,CM5,hf,0,
0.0012156238686740583,9.169085409555048e-05,0.0007543638992822472,0.9962295582585508,,,,5,510,RandomForest,CM5,hf,0,
0.0010796457113928578,0.00014198730773940746,0.0007660954837181924,0.9970333635022388,,,,5,510,GradientBoosting,CM5,hf,0,
0.059010133415302,0.01627172084360495,0.048536628256148226,-0.3949616823766572,0.06117734489918264,0.05076423707991741,-0.48214559135617385,5,510,FlaxMLP,CM5,hf,1,
0.002781955632263529,9.8593556471624e-05,0.0017837699221568623,0.9971083252122117,,,,5,510,KNN,CM5,hf,1,
0.05221975279097955,0.001765506390246356,0.046636464109215695,-0.015382427221003825,,,,5,510,SVR,CM5,hf,1,
0.0006978858908596433,0.00010888893900933045,0.00038304507274509786,0.9998143888304873,,,,5,510,DecisionTree,CM5,hf,1,
0.0006019011047976141,0.00014762719558764027,0.000262393924634313,0.9998593305068229,,,,5,510,RandomForest,CM5,hf,1,
0.00038646528406022804,4.40512897282124e-05,0.00028245099175059534,0.9999437450164379,,,,5,510,GradientBoosting,CM5,hf,1,
0.07391059238100181,0.03668342551060125,0.06003997811727456,-3.6515963408459955,0.07555257763081305,0.06212397688895899,-3.6126434245170578,5,510,FlaxMLP,CM5,hf,2,
0.002238953990966984,0.0001587939670364549,0.0015027664540522869,0.9964110434009742,,,,5,510,KNN,CM5,hf,2,
0.03774468352725367,0.0010767793763822805,0.0335112427645098,-0.008941929802832815,,,,5,510,SVR,CM5,hf,2,
0.0015842109149893035,0.00017449978988147284,0.0010359995511764687,0.9982134346130115,,,,5,510,DecisionTree,CM5,hf,2,
0.00098348328737869,5.516436867048364e-05,0.0005937007920843124,0.9993107966687413,,,,5,510,RandomForest,CM5,hf,2,
0.001353920770345482,0.00015458169956397347,0.0009565735664755978,0.9986980652451795,,,,5,510,GradientBoosting,CM5,hf,2,
0.11943033856532573,0.0188911876068001,0.10184726375365112,-35.915485085374506,0.12050536298476702,0.10237363630617424,-36.203463900108225,5,510,FlaxMLP,CM5,mp2,0,
0.0015482092467942036,0.00028385418545800827,0.0009235358179084946,0.9937155051103398,,,,5,510,KNN,CM5,mp2,0,
0.03116987593231869,0.0013609679035427008,0.0286157315264706,-1.4585057932532592,,,,5,510,SVR,CM5,mp2,0,
0.0027572221346336737,0.0010700965028896685,0.0016350293825490188,0.9781298410654837,,,,5,510,DecisionTree,CM5,mp2,0,
0.0018351217430245415,0.0014478874772596894,0.0008411139112538639,0.9868025586625331,,,,5,510,RandomForest,CM5,mp2,0,
0.0017371673050610471,0.0014599793420277828,0.0008521433771317075,0.9876765445325159,,,,5,510,GradientBoosting,CM5,mp2,0,
0.16663247408629053,0.23936177625520064,0.06401449479573283,-27.26608479873288,0.07241928796202585,0.05554817408590581,-0.977534902398203,5,510,FlaxMLP,CM5,mp2,1,
0.0032528806911560405,0.0009194917560826649,0.0019090520480392157,0.995770948127365,,,,5,510,KNN,CM5,mp2,1,
0.052299357094901376,0.0020154101025054386,0.046746716569411775,-0.016820039083092864,,,,5,510,SVR,CM5,mp2,1,
0.0036351182723397394,0.006541418523139086,0.0006881899472549018,0.9817650686867635,,,,5,510,DecisionTree,CM5,mp2,1,
0.00354141254262465,0.006595106122252139,0.0005833234111235113,0.981807393713602,,,,5,510,RandomForest,CM5,mp2,1,
0.0033989696579124727,0.006612558677568042,0.0005882018504624465,0.9821115789714264,,,,5,510,GradientBoosting,CM5,mp2,1,
0.18492818500692126,0.2544458062756992,0.15586262378702143,-60.504969359548205,0.16591969584677307,0.15060881908892634,-41.31346426842207,5,510,FlaxMLP,CM5,mp2,2,
0.00247099914806593,0.0004356749913426416,0.0015804179474509783,0.9955419903139815,,,,5,510,KNN,CM5,mp2,2,
0.03779153865378448,0.001084355824532831,0.033564671584901964,-0.009959328564840497,,,,5,510,SVR,CM5,mp2,2,
0.003539609633699886,0.0042687370532167096,0.0012726476303921567,0.9806280862965062,,,,5,510,DecisionTree,CM5,mp2,2,
0.002992953212854323,0.004559061948504187,0.0008156778013725149,0.9816894997141515,,,,5,510,RandomForest,CM5,mp2,2,
0.0031780695234841583,0.004278503839424882,0.0011017423936795201,0.9823004911866112,,,,5,510,GradientBoosting,CM5,mp2,2,
0.14110789745625354,0.06128094390953972,0.1307961679761553,-166.71383333548394,0.140939618221607,0.13112720122486715,-155.99887347485657,5,510,FlaxMLP,Hirshfeld,hf,0,
0.0011077261871679667,0.0001836977090583377,0.0006985845565359463,0.9910983885999445,,,,5,510,KNN,Hirshfeld,hf,0,
0.026248991811091943,0.001250522785834534,0.024941441229803928,-3.7897740421597836,,,,5,510,SVR,Hirshfeld,hf,0,
0.001891743485312827,0.0002041881521157925,0.001157008713921567,0.9749233925129893,,,,5,510,DecisionTree,Hirshfeld,hf,0,
0.0009808762580548968,3.8771429532510294e-05,0.0005092106354274478,0.9932811797086764,,,,5,510,RandomForest,Hirshfeld,hf,0,
0.001666772215122551,0.00028962178468409634,0.0011528680750092512,0.9804434593446857,,,,5,510,GradientBoosting,Hirshfeld,hf,0,
0.05621157403784298,0.0190099084679833,0.04669087485354027,-0.2681108314996511,0.05909734252635388,0.04962263351269496,-0.3866876782916447,5,510,FlaxMLP,Hirshfeld,hf,1,
0.0027819551768892745,9.859146562881001e-05,0.001783768336797386,0.9971899309634003,,,,5,510,KNN,Hirshfeld,hf,1,
0.053058629736778405,0.001776253899384022,0.047361953225294115,-0.018711652270832203,,,,5,510,SVR,Hirshfeld,hf,1,
0.0006944363650610977,0.0001107241596174341,0.00038158225039215714,0.9998213213712152,,,,5,510,DecisionTree,Hirshfeld,hf,1,
0.0005964382071607802,0.00017114938966201963,0.0002625816700921323,0.9998634184998435,,,,5,510,RandomForest,Hirshfeld,hf,1,
0.00038862586576757355,3.09266728098657e-05,0.00028725257289449497,0.9999452168004718,,,,5,510,GradientBoosting,Hirshfeld,hf,1,
0.07090997835469619,0.0226384067421181,0.06050399018179496,-1.0753811702746594,0.07195965029117539,0.06162429403574835,-1.0621761940360421,5,510,FlaxMLP,Hirshfeld,hf,2,
0.0030101964624940384,0.0001956583221458713,0.0019476279275163402,0.9965266793475627,,,,5,510,KNN,Hirshfeld,hf,2,
0.05158468860005701,0.0015865325749717138,0.04619830497313725,-0.009584693164205715,,,,5,510,SVR,Hirshfeld,hf,2,
0.001471530054882007,0.0001754547585314123,0.000979242852549019,0.9991682314410731,,,,5,510,DecisionTree,Hirshfeld,hf,2,
0.0009809631854296318,0.00010846676364836015,0.0005972376742146856,0.9996311653408595,,,,5,510,RandomForest,Hirshfeld,hf,2,
0.0013000265815297713,0.0001661711170587177,0.0009358915430412174,0.999353732130829,,,,5,510,GradientBoosting,Hirshfeld,hf,2,
0.10766803812496924,0.022937282693096174,0.09096028780444625,-76.61856285696497,0.10927053209197377,0.09057955142568612,-77.15140698136688,5,510,FlaxMLP,Hirshfeld,mp2,0,
0.002687403065326705,0.003420184810681487,0.0008640214260130709,0.9221927909433651,,,,5,510,KNN,Hirshfeld,mp2,0,
0.02059984991914148,0.005082689276323517,0.01664373924725488,-1.682277262456036,,,,5,510,SVR,Hirshfeld,mp2,0,
0.0032883528572098288,0.0030890996237991253,0.0013014992913725485,0.9094732257276125,,,,5,510,DecisionTree,Hirshfeld,mp2,0,
0.0025249469180212156,0.003445955245225929,0.0006782849546754911,0.9262432939659515,,,,5,510,RandomForest,Hirshfeld,mp2,0,
0.003118792991166171,0.0032873005700457085,0.0013487278426864533,0.9115504054301699,,,,5,510,GradientBoosting,Hirshfeld,mp2,0,
0.12827279580215906,0.15961261823117043,0.115813574524819,-12.358514209216255,0.13288112423101725,0.11737089780333317,-11.63407124974781,5,510,FlaxMLP,Hirshfeld,mp2,1,
0.0039971504764837965,0.002544823344304009,0.001990406031895426,0.992353881374747,,,,5,510,KNN,Hirshfeld,mp2,1,
0.055975807267047914,0.0034701734963524704,0.04859223668823529,-0.12651446034428346,,,,5,510,SVR,Hirshfeld,mp2,1,
0.004515784237593947,0.008520125122173407,0.0007743322972549021,0.9715711342749523,,,,5,510,DecisionTree,Hirshfeld,mp2,1,
0.004409015657983773,0.008580994869575637,0.0006601877198127314,0.9716165069498454,,,,5,510,RandomForest,Hirshfeld,mp2,1,
0.004298921594128902,0.008585085974932086,0.0007021882353028348,0.9719402268173789,,,,5,510,GradientBoosting,Hirshfeld,mp2,1,
0.1738701876147795,0.22535182791619573,0.08603686156656311,-26.83505954559874,0.09326613151560079,0.07580518095695468,-2.6477176890649186,5,510,FlaxMLP,Hirshfeld,mp2,2,
0.003070314364516388,0.0003999905429596834,0.0020036072349673218,0.9963500662214078,,,,5,510,KNN,Hirshfeld,mp2,2,
0.051599508676392715,0.001743983514484528,0.04622033867843137,-0.01177777387237442,,,,5,510,SVR,Hirshfeld,mp2,2,
0.0034094063458990805,0.004334834639418996,0.0011915852331372534,0.9895318657251078,,,,5,510,DecisionTree,Hirshfeld,mp2,2,
0.0029785582182932616,0.004566031286249663,0.0008071063450686307,0.989948897644162,,,,5,510,RandomForest,Hirshfeld,mp2,2,
0.003156138067666426,0.00423960548549225,0.001079106838517078,0.9904350221579656,,,,5,510,GradientBoosting,Hirshfeld,mp2,2,
0.2101379642622841,0.044519085416910374,0.1758998765191332,-1.5412165838818772,0.20756768716706486,0.17268276960754886,-1.4923733993090245,5,510,FlaxMLP,MBIS,hf,0,
0.00984559147840962,0.004094394628248773,0.005984939415686272,0.9939142306722891,,,,5,510,KNN,MBIS,hf,0,
0.05110211064690837,0.00631840403110116,0.042285407839641714,0.8529901770979647,,,,5,510,SVR,MBIS,hf,0,
0.018067163616772516,0.003537533876275984,0.010718113067058822,0.9810021309248759,,,,5,510,DecisionTree,MBIS,hf,0,
0.009584222440329478,0.004639212343088686,0.005068801325922667,0.9938992082302409,,,,5,510,RandomForest,MBIS,hf,0,
0.007854190130973987,0.004720811331812311,0.0034856303523007363,0.9955709004500971,,,,5,510,GradientBoosting,MBIS,hf,0,
0.1252779090128969,0.018926113467799165,0.0990228324204519,-0.19946620792988706,0.1216584193334298,0.09560134767897535,-0.12061473768135418,5,510,FlaxMLP,MBIS,hf,1,
0.007125691085146187,0.0018816107703738558,0.004787047045555554,0.9960011368439968,,,,5,510,KNN,MBIS,hf,1,
0.0572604069222149,0.0018046509177146318,0.050258582615689586,0.7557313185526728,,,,5,510,SVR,MBIS,hf,1,
0.00736119948385292,0.0018412047726578736,0.005185464933333334,0.9957206013866864,,,,5,510,DecisionTree,MBIS,hf,1,
0.005064378396730582,0.0017241574749457071,0.002969157995466668,0.9978979147397707,,,,5,510,RandomForest,MBIS,hf,1,
0.004300852672629735,0.002120115267720689,0.0023638955024185564,0.9983552218687558,,,,5,510,GradientBoosting,MBIS,hf,1,
0.13364779920910358,0.007914651708370874,0.1155375292993532,-12.600938028093761,0.131204134493822,0.11109173477788079,-12.063989322720985,5,510,FlaxMLP,MBIS,hf,2,
0.004628034698178037,0.0018442747657154126,0.0023841603277124195,0.9815547195685939,,,,5,510,KNN,MBIS,hf,2,
0.05978607373175724,0.0012430032235627715,0.053815822981766646,-1.7147840438054274,,,,5,510,SVR,MBIS,hf,2,
0.0072936728607068905,0.0020343179050320774,0.004287396939607844,0.9572260924900625,,,,5,510,DecisionTree,MBIS,hf,2,
0.0043937162650922335,0.0020483913208514926,0.002001492602643174,0.9827276005102945,,,,5,510,RandomForest,MBIS,hf,2,
0.003902841119306495,0.002270085507175825,0.0021579400540080638,0.9851257868540712,,,,5,510,GradientBoosting,MBIS,hf,2,
0.23807106321052401,0.06844798492070761,0.1803033548464887,-2.34401602643798,0.20716448965889706,0.17376012620341025,-1.53283187460776,5,510,FlaxMLP,MBIS,mp2,0,
0.01543729920287402,0.012403949342029244,0.00665999351169934,0.9792731740133707,,,,5,510,KNN,MBIS,mp2,0,
0.04910948210474399,0.00966984212221078,0.040686393983008454,0.86142764172467,,,,5,510,SVR,MBIS,mp2,0,
0.018088984010820475,0.003898607282705801,0.01071821252823529,0.9807962181619173,,,,5,510,DecisionTree,MBIS,mp2,0,
0.0100857885438149,0.004210337213231648,0.0050769682841098895,0.9934554061809863,,,,5,510,RandomForest,MBIS,mp2,0,
0.00879735833945924,0.004154761608560999,0.0038627962663784115,0.9948856917191089,,,,5,510,GradientBoosting,MBIS,mp2,0,
0.31663647726760913,0.43985638567022883,0.2179459826445159,-19.355641376477998,0.22333596364144642,0.20121360961612167,-5.759229583156211,5,510,FlaxMLP,MBIS,mp2,1,
0.00881304626308351,0.003974282032047016,0.00510407435862745,0.9930612327652926,,,,5,510,KNN,MBIS,mp2,1,
0.05472418681441309,0.002405775705692486,0.047994054840006725,0.776252238425754,,,,5,510,SVR,MBIS,mp2,1,
0.00890772350762823,0.002802208294088092,0.005453884608627452,0.9934006140268092,,,,5,510,DecisionTree,MBIS,mp2,1,
