# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 8.262085517116687372e-01 -2.316154672124498504e+01 4.218207177015617759e+01
-7.000000000000000666e-02 8.362085517116687461e-01 -2.333912013450252232e+01 2.554367310139126701e+01
-5.999999999999999778e-02 8.462085517116688660e-01 -2.341233906626020556e+01 4.605597298166366649e+00
-5.000000000000000278e-02 8.562085517116688749e-01 -2.342235837782039454e+01 1.734710304710500028e-01
-4.000000000000000083e-02 8.662085517116689948e-01 -2.343048621456026481e+01 2.186944092668613226e+00
-2.999999999999999889e-02 8.762085517116684485e-01 -2.344416099758527849e+01 2.350851997770515567e+00
-2.000000000000000042e-02 8.862085517116684574e-01 -2.345509148224664386e+01 1.493857515418784976e+00
-1.000000000000000021e-02 8.962085517116686884e-01 -2.346080955927354239e+01 6.076467446642380699e-01
0.000000000000000000e+00 9.062085517116688083e-01 -2.346239717203996733e+01 -2.785842350085439116e-03
1.000000000000000021e-02 9.162085517116688171e-01 -2.346117921245403792e+01 -4.444711499052234616e-01
2.000000000000000042e-02 9.262085517116689370e-01 -2.345779607268530498e+01 -8.230643950988761892e-01
2.999999999999999889e-02 9.362085517116690569e-01 -2.345249785369136575e+01 -1.172913436578730817e+00
4.000000000000000083e-02 9.462085517116685107e-01 -2.344544334211607506e+01 -1.495090110436142261e+00
5.000000000000000278e-02 9.562085517116686306e-01 -2.343679585455836190e+01 -1.786236900162307295e+00
5.999999999999999778e-02 9.662085517116686395e-01 -2.342672752910666034e+01 -2.045860013422165391e+00
7.000000000000000666e-02 9.762085517116686484e-01 -2.341540597389849410e+01 -2.275693601563387070e+00
8.000000000000000167e-02 9.862085517116687683e-01 -2.340298520721448838e+01 -2.478483406541651224e+00
