# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 8.261823166283833730e-01 -2.316119943029673323e+01 4.220580363397932189e+01
-7.000000000000000666e-02 8.361823166283832709e-01 -2.333894934004503696e+01 2.557800254320166289e+01
-5.999999999999999778e-02 8.461823166283832798e-01 -2.341234042050502850e+01 4.612651987217222249e+00
-5.000000000000000278e-02 8.561823166283833997e-01 -2.342238328978892525e+01 1.658868549770610434e-01
-4.000000000000000083e-02 8.661823166283834086e-01 -2.343048169917103252e+01 2.180946561765055414e+00
-2.999999999999999889e-02 8.761823166283833064e-01 -2.344414845639704836e+01 2.348122602669534320e+00
-2.000000000000000042e-02 8.861823166283833153e-01 -2.345508158802235599e+01 1.492254182605246449e+00
-1.000000000000000021e-02 8.961823166283833242e-01 -2.346080464016274192e+01 6.059995712129693235e-01
0.000000000000000000e+00 9.061823166283833331e-01 -2.346239717203996733e+01 -4.565928742163652930e-03
1.000000000000000021e-02 9.161823166283834530e-01 -2.346118336033660157e+01 -4.462733661148305941e-01
2.000000000000000042e-02 9.261823166283833508e-01 -2.345780502776051435e+01 -8.248666907323203290e-01
2.999999999999999889e-02 9.361823166283833597e-01 -2.345251156003705972e+01 -1.174739515655382149e+00
4.000000000000000083e-02 9.461823166283834796e-01 -2.344546150541165019e+01 -1.496956093114770958e+00
5.000000000000000278e-02 9.561823166283833775e-01 -2.343681889575572797e+01 -1.788143268028501653e+00
5.999999999999999778e-02 9.661823166283833864e-01 -2.342675491549682576e+01 -2.047799910850908400e+00
7.000000000000000666e-02 9.761823166283835063e-01 -2.341543717278251435e+01 -2.277658933183052348e+00
8.000000000000000167e-02 9.861823166283832931e-01 -2.340302087799299713e+01 -2.480467505902510528e+00
