# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 8.264103734026292392e-01 -2.316497424973026398e+01 4.195677648740746690e+01
-7.000000000000000666e-02 8.364103734026291370e-01 -2.334104142984021024e+01 2.521406477418357994e+01
-5.999999999999999778e-02 8.464103734026290349e-01 -2.341260088120921878e+01 4.510167995891483095e+00
-5.000000000000000278e-02 8.564103734026291548e-01 -2.342232857625378628e+01 2.056589398681121783e-01
-4.000000000000000083e-02 8.664103734026290526e-01 -2.343066910883584697e+01 2.204499370658159929e+00
-2.999999999999999889e-02 8.764103734026291725e-01 -2.344437306303719382e+01 2.339878597188172815e+00
-2.000000000000000042e-02 8.864103734026291814e-01 -2.345523693282192212e+01 1.473996837881486277e+00
-1.000000000000000021e-02 8.964103734026291903e-01 -2.346087534074064251e+01 5.896926587391289054e-01
0.000000000000000000e+00 9.064103734026291992e-01 -2.346239717203996733e+01 -1.831015812241021390e-02
1.000000000000000021e-02 9.164103734026290971e-01 -2.346112302766541546e+01 -4.589756486717639361e-01
2.000000000000000042e-02 9.264103734026292170e-01 -2.345768638621818880e+01 -8.370694946064992648e-01
2.999999999999999889e-02 9.364103734026292258e-01 -2.345233758764350895e+01 -1.186386091171387491e+00
4.000000000000000083e-02 9.464103734026291237e-01 -2.344523565757142336e+01 -1.507958870948286734e+00
5.000000000000000278e-02 9.564103734026291326e-01 -2.343654343632984904e+01 -1.798519265193884165e+00
5.999999999999999778e-02 9.664103734026292525e-01 -2.342643353940903950e+01 -2.057623007193015496e+00
7.000000000000000666e-02 9.764103734026291503e-01 -2.341507262183533200e+01 -2.287013877208775359e+00
8.000000000000000167e-02 9.864103734026291592e-01 -2.340261398719519903e+01 -2.489428732826567625e+00
