ray,direction,orientation,r_A,E_int_kcal,E_MM_kcal,E_ML_kcal,ml_scale,wall_eV,mean_abs_F_eV_A,max_abs_F_eV_A,mean_abs_dF_kcal_A,max_abs_dF_kcal_A,dFcom_kcal_A
0,0,0,3.0,728.3257357756437,159.39408788542704,568.9316478902166,1.0,6.908885052251425,41.565299707592146,163.60227353326997,800.0521912482387,3541.0408862203903,2311.244270904344
0,0,0,3.2903225806451615,361.9656293431959,16.304446380154506,345.66118296304137,1.0,0.7039180521745605,19.085840990397937,65.06651798597593,393.46744917323105,1307.3220310771549,1150.2897606114313
0,0,0,3.5806451612903225,410.5113685923936,0.07174413798305188,410.43962445441053,1.0,0.0,13.91094709281252,35.719069508550994,363.6595236520611,912.6893621293239,623.863477343189
0,0,0,3.870967741935484,456.3943971156551,0.07174413798305188,456.322652977672,1.0,0.0,16.346141880085177,45.985992191001976,330.0167815195041,805.8373044070506,556.3250746919132
0,0,0,4.161290322580645,348.27110599590026,0.07174413798305188,348.1993618579172,1.0,0.0,13.825618177877008,40.77063940364242,255.27335022573317,589.2179622968314,172.23290901077291
0,0,0,4.451612903225806,328.17682327771513,0.07174413798305188,328.1050791397321,1.0,0.0,9.039886280372741,25.124801077630934,297.2914097196321,942.3082118688674,130.31021773008823
0,0,0,4.741935483870968,308.6806893580362,0.07174413798305188,308.60894522005316,1.0,0.0,9.797662179278255,24.98289010124957,263.6897126227535,765.5068486169907,174.72046827521496
0,0,0,5.032258064516129,260.3170162472902,0.07174413798305188,260.24527210930717,1.0,0.0,11.039408052417379,23.953872399480762,258.86314882615,776.1982420498231,268.63454896853887
0,0,0,5.32258064516129,282.71424335028905,0.07174413798305188,282.642499212306,1.0,0.0,8.938920501586603,19.843381307521383,255.65774991176485,872.4016992991627,345.78897970980785
0,0,0,5.612903225806452,321.7468847374375,0.07174413798305188,321.67514059945444,1.0,0.0,9.863041442296389,27.004375740923972,206.84041921791882,650.0894219736923,89.63436013105749
0,0,0,5.903225806451613,334.6139194064869,0.07174413798305188,334.54217526850385,1.0,0.0,10.715155812037363,34.032591036383984,162.66580702908496,607.8796372585825,53.87416324847578
0,0,0,6.193548387096774,286.7704578966374,0.07174413798305188,286.6987137586544,1.0,0.0,10.660677498110458,34.82406834630415,167.97820875359676,598.7346244135043,211.21083318349227
0,0,0,6.483870967741936,217.75684098963328,0.07174413798305188,217.68509685165023,1.0,0.0,11.1767420736545,34.2241244196083,165.61853565871806,592.6645335047001,231.73949245973995
0,0,0,6.774193548387097,150.1763111147609,0.015536596362851164,150.16077451839803,0.9544432922863293,0.0,11.252432283563223,38.56098308742773,173.61845425399804,768.831045475565,248.01563453573863
0,0,0,7.064516129032258,78.37721232349953,-0.21724953676956849,78.5944618602691,0.7225743292299119,0.0,12.044713454020545,42.476912381122965,123.84108961683457,570.6958981816773,228.81831963937645
0,0,0,7.35483870967742,26.303069555993208,-0.48675995022232016,26.789829506215526,0.3706487148253638,0.0,13.813809830769094,47.16180887553873,60.91216846324118,267.4772974774982,126.23231437423217
0,0,0,7.645161290322581,3.4933108500356953,-0.6223500202396671,4.115660870275362,0.08985060259508852,0.0,15.393385976179129,51.69190009139631,14.196506336709403,56.792030967829255,37.31547183353985
0,0,0,7.935483870967742,-0.5709826825891567,-0.5883995974286282,0.017416914839471494,0.0007452164257415766,0.0,15.848685824775037,53.19508676583676,0.22301091605879264,0.5561553554060671,0.6820964042333677
0,0,0,8.225806451612904,-0.5047196896100337,-0.5047196896100301,-3.5203159831631582e-15,0.0,0.0,15.851772628283802,53.20954679565332,0.14144042984189575,0.40165308240849024,0.1412208691187064
