epoch,best_loss,lr_eff,objectives.train_loss,objectives.valid_loss,objectives.train_energy_mae,objectives.valid_energy_mae,objectives.train_forces_mae,objectives.valid_forces_mae,objectives.train_dipole_mae,objectives.valid_dipole_mae
23,0.11307938090497444,0.0010000000474974513,0.7665295237420802,0.11307938090497444,0.3997284439205916,0.20765862199653015,0.04258482835772816,0.013448241458540247,0.011582261727931371,0.011104641524684588
24,0.1061277644538174,0.0010000000474974513,0.4078466163010593,0.1061277644538174,0.2539877569663995,0.16815453245338885,0.029377603763463888,0.01305073274206423,0.012412404488462422,0.01081480124099854
25,0.09997628964611303,0.0010000000474974513,0.45072933322263414,0.09997628964611303,0.28170003069889066,0.14700809960823152,0.0311481751440504,0.012647455935346092,0.012159239976695643,0.010567371496613472
26,0.09458445589189551,0.0010000000474974513,0.42250046643530415,0.09458445589189551,0.26257336149539684,0.14219336631133245,0.029777749602297943,0.012250902382841237,0.012514956917073095,0.010353441869200498
27,0.09073391204636495,0.0010000000474974513,0.46550195381028076,0.09073391204636495,0.30514662785297914,0.1301754343822139,0.03213849901005304,0.012058217718948069,0.011403552109641947,0.010062605554438785
28,0.08843971330670816,0.0010000000474974513,0.5270576869694522,0.08843971330670816,0.34343718504357174,0.1262735309273515,0.0345710160843952,0.011941998944733552,0.011106809900790961,0.009837793741309504
29,0.08410827788908609,0.0010000000474974513,0.37337254538092796,0.08410827788908609,0.26498710091797295,0.11176110544454343,0.02840757211045559,0.011652836527022559,0.012777832629991912,0.00974548243903547
30,0.0810923785128549,0.0010000000474974513,0.3906508501231599,0.0810923785128549,0.31170258862967726,0.10559714763814279,0.029643414259116388,0.011444582140303075,0.010710108481017104,0.009543698697618773
31,0.07801475799788372,0.0010000000474974513,0.3583397396649899,0.07801475799788372,0.2804510176776423,0.09875433294827074,0.028001772815924905,0.01126241896304845,0.010559568167478979,0.009309417649257645
32,0.07635197785902495,0.0010000000474974513,0.3776074899911517,0.07635197785902495,0.23253019338911132,0.091532960720112,0.02736109024269523,0.011200650075978024,0.010984814921585997,0.009173904773858729
33,0.07505764514682524,0.0010000000474974513,0.4574475707511191,0.07505764514682524,0.3581288675817266,0.09788672880500099,0.03186694202998875,0.011069832995569594,0.010818913378146954,0.009057571761113945
34,0.07412997335506256,0.0010000000474974513,0.36720982064880064,0.07412997335506256,0.2100786582385745,0.09024552703729131,0.027263458071258937,0.011025922662058572,0.010937079317916544,0.009035912405115983
35,0.07026674638382369,0.0010000000474974513,0.2579821898156759,0.07026674638382369,0.2473549666023331,0.0778053720133959,0.02378716966998643,0.01068130341319824,0.011092383340414869,0.008916631781771099
36,0.06950600935179475,0.0010000000474974513,0.4685777409188395,0.06950600935179475,0.31730449960753254,0.08657630058848309,0.031881373340509764,0.01067617152180904,0.009719355987946366,0.00877221130178622
37,0.06683825377941702,0.0010000000474974513,0.3020211138710346,0.06683825377941702,0.2872358362296059,0.07940721225813925,0.02586284513661464,0.010460630316079965,0.01078900500960135,0.00874626011395434
38,0.06683825377941702,0.0010000000474974513,0.36695344359309495,0.06696435314762784,0.23438959650241736,0.07855125804411685,0.026913378919995023,0.010475227416494821,0.010172570784663826,0.00871756312382052
39,0.06579332500800657,0.0010000000474974513,0.36169403812296247,0.06579332500800657,0.29001098236158657,0.07999802142871383,0.02734525603720762,0.01038095444468986,0.010269960805913502,0.008711900441599618
40,0.06553967194147556,0.0010000000474974513,0.2890270336978861,0.06553967194147556,0.2316445209049235,0.07001708094729625,0.024184215018879445,0.01037636681640772,0.009388171721984294,0.00867958242260371
41,0.06392314472012112,0.0010000000474974513,0.24892748250458915,0.06392314472012112,0.23200335742303496,0.06476105717416339,0.02279683785805818,0.010205897686191338,0.009667229184337078,0.008637267790623513
42,0.06320627289777843,0.0010000000474974513,0.391130333392503,0.06320627289777843,0.3161643151633675,0.06558706313232215,0.028601572799400177,0.010205351161908882,0.009309165431187011,0.008550913083227196
43,0.06320627289777843,0.0010000000474974513,0.394198750472603,0.06372667191988833,0.3277898751740482,0.06526843180848615,0.02768752734492225,0.010251265597178278,0.009854120392836035,0.00856992566548252
44,0.06198209576693464,0.0010000000474974513,0.29356975723388523,0.06198209576693464,0.27491156057981164,0.05818523315938371,0.024484023383959073,0.01010545877941955,0.010817417671379136,0.008580502463933007
45,0.05980715703615613,0.0010000000474974513,0.2707557098257705,0.05980715703615613,0.2686782665894709,0.05312004900621129,0.023301914492319473,0.009846178964181412,0.010219961075645165,0.008548357036068908
46,0.057466947375134976,0.0010000000474974513,0.2554661443115253,0.057466947375134976,0.2770141580303641,0.050113641779873284,0.02278217368524687,0.00965051866807303,0.009457333852211921,0.00842477698344412
47,0.054236638035229635,0.0010000000474974513,0.21321577562347413,0.054236638035229635,0.2546719871885218,0.04056388354192055,0.021021531489022395,0.009366639070581764,0.009189514111180573,0.008223966918035749
48,0.052016538120998525,0.0010000000474974513,0.222832421538444,0.052016538120998525,0.2528960548785589,0.038496959219219494,0.020611828150066385,0.009169307271781573,0.009128628574878396,0.00813628511478507
49,0.05013987955980436,0.0010000000474974513,0.19039784929426473,0.05013987955980436,0.2594060619978444,0.03233678320023929,0.019820248982933365,0.008959976257126167,0.008529766463135496,0.00802365495484864
50,0.04969882223260706,0.0010000000474974513,0.30650068309926803,0.04969882223260706,0.3273178167122663,0.03317714720921873,0.024091529449809336,0.008919842006885533,0.008965136893052358,0.007973396131830167
51,0.04804731047415839,0.0010000000474974513,0.17842914371484256,0.04804731047415839,0.247629097413049,0.021248184111530906,0.018950766467648487,0.008722872531403645,0.009179687713647272,0.007906163927063775
52,0.04710693385629118,0.0010000000474974513,0.3032638832500975,0.04710693385629118,0.33789762514687544,0.030049169630916167,0.024026815609063994,0.00864605161802344,0.009637468488031098,0.007848885874736674
53,0.0460949123314191,0.0010000000474974513,0.21021552271667576,0.0460949123314191,0.2708414629678357,0.025761289384167767,0.020328173393245403,0.008531728711176684,0.00920455974805903,0.007820798138384202
54,0.04498030024411801,0.0010000000474974513,0.24990655361560576,0.04498030024411801,0.32584357177154183,0.026262482586320596,0.02236630407915468,0.008450675152531959,0.008625242705964126,0.007709928974734314
55,0.04353090020926917,0.0010000000474974513,0.18492261305363544,0.04353090020926917,0.26767958201762493,0.026902479962746327,0.019347119824947204,0.008278548731549547,0.008555445527423603,0.00760189784518325
56,0.04306931625051005,0.0010000000474974513,0.2749202437746948,0.04306931625051005,0.3425595581447247,0.027200329891991778,0.022831881675406788,0.008229019913778002,0.008654828912344046,0.007551774439601825
57,0.04145405812489296,0.0010000000474974513,0.17394524673792386,0.04145405812489296,0.23677730826370355,0.019657619268922937,0.017978539851205556,0.00806227210158986,0.008256484778591042,0.007468939642071531
58,0.0399633204887807,0.0010000000474974513,0.12603672748103614,0.0399633204887807,0.22635390649302697,0.02090029353657157,0.016180808735958445,0.007869496815650637,0.00849651552184846,0.007392281811642115
59,0.03926893342741221,0.0010000000474974513,0.21442515489060088,0.03926893342741221,0.3143399106226228,0.019801650182470622,0.019805069861920724,0.007795277038787008,0.008299433475908564,0.00732770218726698
60,0.03854558392359252,0.0010000000474974513,0.24094192327007924,0.03854558392359252,0.3224043032009644,0.01763600072109141,0.02106542686149521,0.007700177913573704,0.008016309400370108,0.007245542718570868
61,0.037431667204661775,0.0010000000474974513,0.1708255385885662,0.037431667204661775,0.2526564477595309,0.016275353425060972,0.017932320960916265,0.007606507979783399,0.008193022522730648,0.007164452920299963
62,0.03695271779148597,0.0010000000474974513,0.21946225351158358,0.03695271779148597,0.2894134215927009,0.019807024820900028,0.020056177819093534,0.007528414785788422,0.008533912724019134,0.007125057556605179
63,0.03557638077301202,0.0010000000474974513,0.15190498399816216,0.03557638077301202,0.2566574639653335,0.01921000037396149,0.01711123951015142,0.007398421698385953,0.007818211233753288,0.007033382205100522
64,0.03395512899949102,0.0010000000474974513,0.11449490395955018,0.03395512899949102,0.20414000588664788,0.013320022826959382,0.015155808649561814,0.007216295535859073,0.008378402341431312,0.006935521077682222
65,0.033288761753253494,0.0010000000474974513,0.16961497513655122,0.033288761753253494,0.2819809490133379,0.012168529806022446,0.017745748811248532,0.007139363317034653,0.007584369131757104,0.006853211312311326
66,0.032467180349411914,0.0010000000474974513,0.12853268866195663,0.032467180349411914,0.2255198867351606,0.011197172873587033,0.015959153485665758,0.0070332566707251775,0.008553843400609008,0.006849488101602173
67,0.03196619726542273,0.0010000000474974513,0.12805624970877696,0.03196619726542273,0.23374446378519723,0.010291917227502494,0.01577649033517736,0.006955522738001604,0.0077812580967599665,0.0067908946314169175
68,0.030945976640745228,0.0010000000474974513,0.13936534563165326,0.030945976640745228,0.27260230749644476,0.009335520238933205,0.016509968627132988,0.006849843704122671,0.007527059556166005,0.006739006992127236
69,0.0305409221173493,0.0010000000474974513,0.14995278166608186,0.0305409221173493,0.2547681025409161,0.009294333955975774,0.016489756843098214,0.006804035761183118,0.0074542745666528855,0.006677984162297918
70,0.02998023893524715,0.0010000000474974513,0.12600098918306107,0.02998023893524715,0.25563853850483514,0.009076598938897465,0.015267083107661244,0.006732204899326051,0.007583114946473006,0.006616329059273898
71,0.02973833789179603,0.0010000000474974513,0.17298470020146917,0.02973833789179603,0.3294670737023505,0.007424178441486135,0.018395167318178335,0.00672671721923688,0.007318051467708414,0.006574790155595135
72,0.02973833789179603,0.0010000000474974513,0.19803467747670353,0.030075613002009807,0.28939493803112176,0.010584766317871695,0.018813465438238235,0.00676850047509613,0.00752335914348874,0.006573113567120532
73,0.02907054548605624,0.0010000000474974513,0.08575492827458044,0.02907054548605624,0.18728697452820897,0.0073291044748772785,0.01318811861541527,0.0066163054717155514,0.007501809753865021,0.006520133658814598
74,0.02810517259870658,0.0010000000474974513,0.08981334981443613,0.02810517259870658,0.19718939702510932,0.00995765891103153,0.013424504724386575,0.006484390405249241,0.007630577826302443,0.006472004208439972
75,0.027438135920579233,0.0010000000474974513,0.13324629354959835,0.027438135920579233,0.2817402987427677,0.008738047092919102,0.015586004069139276,0.006396561335832329,0.007205330849118732,0.0064036812980969495
76,0.027282106327291382,0.0010000000474974513,0.15940142137897398,0.027282106327291382,0.3013882543341688,0.007266687243286039,0.017122125299552586,0.006375839257514625,0.0071725771549502335,0.006357539793000902
77,0.026714803749623303,0.0010000000474974513,0.10019962682559436,0.026714803749623303,0.19830314982619296,0.006279531950456977,0.014079537558722191,0.0063067705253678176,0.007015210380280133,0.006275289324086847
78,0.02636413652612598,0.0010000000474974513,0.13838555699748906,0.02636413652612598,0.27041057839055416,0.0074452801596937845,0.016361201714542188,0.0062801059897227,0.0075817435156986124,0.00624584626742825
79,0.02636413652612598,0.0010000000474974513,0.15028402361263515,0.02653030795251336,0.2883807496932646,0.009358173637417451,0.016983971535681177,0.006322779357876022,0.007032102415502073,0.006232402303733123
80,0.026223874736249736,0.0010000000474974513,0.10891861966332983,0.026223874736249736,0.2287500332356722,0.00615325978434379,0.014546638165740942,0.006261520304875169,0.007570934238588213,0.006216459514439596
81,0.025928398950361305,0.0010000000474974513,0.1533931767329514,0.025928398950361305,0.2881419491633,0.009356139017315532,0.016410412617050372,0.006203273629629736,0.0069135491437442,0.006147143916415645
82,0.025856993421717715,0.0010000000474974513,0.14133403961657023,0.025856993421717715,0.27378952412312485,0.006589627586216752,0.016236970610887826,0.006209525447700496,0.006587627176011735,0.006098784900106075
83,0.025098845901804254,0.0010000000474974513,0.08166674629781552,0.025098845901804254,0.18055961667650458,0.008691886721994498,0.012789788534609187,0.006091677314223017,0.007280853952252237,0.006037346464262921
84,0.024509200761855664,0.0010000000474974513,0.09535565652579824,0.024509200761855664,0.2180925177485566,0.005952396388017169,0.013856396791475586,0.006027151975970523,0.0065378728061650385,0.005959184462598626
85,0.024327972095015925,0.0010000000474974513,0.12874023903974272,0.024327972095015925,0.24375942369716852,0.0063586087932207885,0.015187209797071378,0.006007619545638844,0.006544941559210214,0.005899130039817624
86,0.023919200826420354,0.0010000000474974513,0.09974964855290931,0.023919200826420354,0.20295666268283535,0.004877339808085439,0.013599808174149236,0.005958490092887053,0.006688001009884049,0.0058350018298507795
87,0.02346389308559974,0.0010000000474974513,0.12825030239165566,0.02346389308559974,0.2616774090096711,0.0070059783758316336,0.014810236356957539,0.005907881920421737,0.006725184481025353,0.005757656401644965
88,0.02346389308559974,0.0010000000474974513,0.13038775321120635,0.02346775141758483,0.29892077883952173,0.005713328467265321,0.015149624437297228,0.0059104390678472885,0.006131072370240101,0.005721400952692919
89,0.023114432489594557,0.0010000000474974513,0.12354168126767662,0.023114432489594557,0.2555225396399651,0.008647244949346797,0.014991279369383626,0.005856683995572971,0.0063258611177350295,0.0056531368689752195
90,0.022706534371568683,0.0010000000474974513,0.10107169237830524,0.022706534371568683,0.24241456716480247,0.00521695633647634,0.013911252889180685,0.005807837747855556,0.006238574417901794,0.005608994382064253
91,0.022324766328347154,0.0010000000474974513,0.09446307772758833,0.022324766328347154,0.21339925233335585,0.0049317262430646665,0.013302842489243398,0.005755390764550729,0.0061879998111819285,0.005570555076779637
92,0.021713847149726923,0.0010000000474974513,0.06518526977286512,0.021713847149726923,0.15454888770691555,0.004433633992871889,0.01136328544753758,0.005671110157798144,0.006793728187651111,0.005530900856812702
93,0.021290029445743156,0.0010000000474974513,0.061421585747573074,0.021290029445743156,0.1447440349924616,0.004515416968561547,0.011117485107511284,0.005598732876541006,0.005863832338470484,0.005435629874243512
94,0.02094067933131512,0.0010000000474974513,0.07284798769589236,0.02094067933131512,0.20906255393327686,0.004188529868463801,0.011950593238072814,0.005552695618812438,0.006439145300085707,0.0053928659823802945
95,0.02053424906627492,0.0010000000474974513,0.06464661418969603,0.02053424906627492,0.17387921262845746,0.004503016365097812,0.011102064216651783,0.005489025224940843,0.006566155169772289,0.005341901312518963
96,0.02053424906627492,0.0010000000474974513,0.14777078860977447,0.020709525646573662,0.30488154498901227,0.008003623349411175,0.016264722821602618,0.00550809897791848,0.006194421220637335,0.0053340913758195075
97,0.02048976696102109,0.0010000000474974513,0.0691242487289286,0.02048976696102109,0.20498879087614386,0.004872131423301811,0.011548840442569687,0.005463596807317111,0.006140198574393614,0.0053079449359347605
98,0.020332646649990672,0.0010000000474974513,0.0888789403584043,0.020332646649990672,0.23262439021025597,0.0044037386711566345,0.01304338444503977,0.005431543652387449,0.0058653394276041125,0.005265070488090804
99,0.02010747400358171,0.0010000000474974513,0.06337188868951434,0.02010747400358171,0.1895362849775974,0.004646499703842648,0.011253520742818126,0.005391046856321507,0.00596469197578047,0.005226673342749595
100,0.01966602670378212,0.0010000000474974513,0.06172136031731821,0.01966602670378212,0.17343502112518872,0.004523452890710179,0.01089790974247516,0.005332013891581591,0.005765584710590861,0.005163751032743781
101,0.01954472521438351,0.0010000000474974513,0.09667904154508426,0.01954472521438351,0.2467705607308143,0.004269636041936669,0.013521518278399395,0.0053184524484792455,0.005624556709308918,0.005126033317649737
102,0.01926555842522935,0.0010000000474974513,0.057929613441454,0.01926555842522935,0.1552801690242222,0.004153589638277639,0.010827994404273303,0.0052791661118202545,0.005755190419654486,0.0050862000225137295
103,0.019027966862959596,0.0010000000474974513,0.06105311743467506,0.019027966862959596,0.17860582711616782,0.005063920400672075,0.010927302639986322,0.005245983401950881,0.00563654032713447,0.005041855556585457
104,0.018606732478208144,0.0010000000474974513,0.05642072705265331,0.018606732478208144,0.17107783860907055,0.004095531903299758,0.010314973763547846,0.005179984957139379,0.005992372472917375,0.005005534724670166
105,0.018270548149818606,0.0010000000474974513,0.08551379465495687,0.018270548149818606,0.21546603530632882,0.006073101946715001,0.012541586507740876,0.005144802246475186,0.005528793156294833,0.004966720663403129
106,0.018120528116060818,0.0010000000474974513,0.06459648001147078,0.018120528116060818,0.21552610147574763,0.004795303904710699,0.0110967149360444,0.005112193761014694,0.0053166125480601754,0.004940302624185898
107,0.018120528116060818,0.0010000000474974513,0.15733203955347588,0.018246360928103143,0.2596082243649244,0.006273052037623576,0.015519430468662623,0.005145258407839436,0.005822485142029377,0.004925599314722651
108,0.018056051977142325,0.0010000000474974513,0.07093543099180377,0.018056051977142325,0.19865951138963212,0.005140533919076343,0.011516981151762572,0.0050903650393335125,0.005171094332321419,0.004884327836817357
109,0.017989205913767927,0.0010000000474974513,0.09266938384068273,0.017989205913767927,0.2571902992998907,0.004285982933740071,0.013003153768406783,0.005086172350748496,0.00507746901874486,0.0048463249667326826
110,0.017925157775570282,0.0010000000474974513,0.07431173517513051,0.017925157775570282,0.2106209408550103,0.0044332229437592414,0.01171062851312596,0.005069097791152741,0.0053990329573192055,0.00481378044979179
111,0.017738969572203986,0.0010000000474974513,0.06647463005294421,0.017738969572203986,0.1847949404362329,0.004453590410330979,0.011237698649944283,0.005025944216331356,0.00509486030282482,0.004763269529856354
112,0.01746917856845326,0.0010000000474974513,0.06080491083507315,0.01746917856845326,0.1790552812887237,0.0042613449774226925,0.010923070430205727,0.004982020525332475,0.005209957232610648,0.004721341016454191
113,0.017308697982319175,0.0010000000474974513,0.055731941849927046,0.017308697982319175,0.16856300768602359,0.004265963484460879,0.010440371552705937,0.004963022470162449,0.005419503099778574,0.004686561991552818
114,0.017192338099043757,0.0010000000474974513,0.06743647047708859,0.017192338099043757,0.19208750059586097,0.004102053581205007,0.011386731606152799,0.00494992686997344,0.005251276755534307,0.004656482124211377
115,0.017192338099043757,0.0010000000474974513,0.07494966463118086,0.017205643729646395,0.22398449542866086,0.004468119624573933,0.01170407926099754,0.004942637916668799,0.0055569356304170136,0.004657795570188701
116,0.017170532589854185,0.0010000000474974513,0.09249755056027209,0.017170532589854185,0.2358254586321883,0.005634912419577686,0.01306442145774532,0.0049383972764238055,0.00664953003475672,0.004704469151231874
117,0.016981513608842997,0.0010000000474974513,0.05787093967439943,0.016981513608842997,0.18173172334606089,0.004285155711969497,0.010344902905237737,0.00489548162604997,0.005160208576506335,0.004674791511717808
118,0.01672118460618358,0.0010000000474974513,0.06242289795015873,0.01672118460618358,0.1900064132016552,0.004347333268764929,0.010734835917292426,0.004855398692454097,0.00508475108450042,0.004614538498588124
119,0.016629303444689988,0.0010000000474974513,0.0885940250656356,0.016629303444689988,0.2286808548580013,0.004144292814511761,0.012668352762929668,0.004847258613535638,0.0051915030520851705,0.004587008789906232
120,0.01630677088186038,0.0010000000474974513,0.043072016303745374,0.01630677088186038,0.14703459208132258,0.003956540183421541,0.009026159822493785,0.004789770949567123,0.004978775973583268,0.0045346702185245615
121,0.016177956938104553,0.0010000000474974513,0.0744621592930893,0.016177956938104553,0.20305757712857458,0.0058112902493780766,0.011612153113169852,0.004776928679258065,0.004891914110055484,0.004502273617655021
122,0.016122851226797373,0.0010000000474974513,0.08479813621416019,0.016122851226797373,0.20816818069000204,0.004226916982941126,0.011814852523645142,0.004781528905939949,0.005617908066895188,0.004515220738992432
123,0.015943084245069326,0.0010000000474974513,0.05997794272002014,0.015943084245069326,0.18814066448998268,0.005115618256128723,0.010312498695577295,0.004740891008162652,0.005272439080891609,0.00448825122978328
124,0.015733133063458995,0.0010000000474974513,0.05571134647968366,0.015733133063458995,0.169701909516885,0.003942086036488535,0.010069637435134513,0.00469720714198441,0.004984860712249442,0.004447485447311127
125,0.015608247708866891,0.0010000000474974513,0.055276565078941214,0.015608247708866891,0.17723488432071866,0.004003197727044266,0.010267406816574492,0.004665328018829126,0.004932412893469889,0.0044097179884952705
126,0.015497756248563628,0.0010000000474974513,0.057301256214223176,0.015497756248563628,0.1604130666625879,0.004757418460329486,0.010704396275998633,0.0046495000056524065,0.0049812325013285546,0.0043831070106794025
127,0.015497756248563628,0.0010000000474974513,0.05950129023419137,0.015521828072615197,0.21284912539014297,0.004784810081755876,0.010752548411314612,0.004641288324159056,0.0048950548872977616,0.004363508981983049
128,0.01530640226421632,0.0010000000474974513,0.04547571208790405,0.01530640226421632,0.13882621912633944,0.003949648597288781,0.009260063887923923,0.004606798629294387,0.005024310664974718,0.004344549156690751
129,0.01508835740773416,0.0010000000474974513,0.04187652672746734,0.01508835740773416,0.15530498618764588,0.0038168654824565465,0.008872765490456447,0.00455882074096341,0.004926903261398037,0.004305978868523115
130,0.015082124459881892,0.0010000000474974513,0.10289652027091203,0.015082124459881892,0.2798709036268631,0.003912092470274701,0.01355087862425399,0.004582840513820343,0.004673609871575439,0.004300115393931121
131,0.015082124459881892,0.0010000000474974513,0.07957894183011886,0.01518405940148968,0.21476608240699355,0.004356446764863532,0.011557330534760026,0.0045920480698694475,0.004830014662493805,0.004299312430338969
132,0.015082124459881892,0.0010000000474974513,0.0654113360706794,0.015093826977083271,0.16379747230464375,0.003838584849434302,0.010176235394047058,0.004564862349758334,0.0049070796787222,0.00429408933894024
133,0.014988570818804215,0.0010000000474974513,0.07509573033458962,0.014988570818804215,0.2012023230912267,0.003972943264403526,0.011399817976005363,0.004542922856932676,0.0052383634394864275,0.004270713843888514
134,0.014910008630424054,0.0010000000474974513,0.0518914818559579,0.014910008630424054,0.16062334511446938,0.004307752227980282,0.009950662876320198,0.004523682070984323,0.00498902573000103,0.004256634156508652
135,0.014848679414791876,0.0010000000474974513,0.09360673010016712,0.014848679414791876,0.2586132402853345,0.0038936112934709203,0.012936480628595875,0.00454397099467398,0.0048448006569621,0.004246244856397402
136,0.014641769833449421,0.0010000000474974513,0.05137444842066236,0.014641769833449421,0.15472853166219977,0.004405216847939341,0.00976488127721913,0.004510760252615238,0.005462893509604159,0.004253671176410424
137,0.01443455459604987,0.0010000000474974513,0.0450149500794815,0.01443455459604987,0.1595980279958925,0.004274358149495369,0.009277129199220522,0.004470487481645244,0.004559009605804309,0.004214879529992784
138,0.014140893019021519,0.0010000000474974513,0.036121011931136725,0.014140893019021519,0.1218789938917997,0.005253630362281652,0.008052052924591083,0.00441395225068262,0.004581326156490527,0.004173482961855021
139,0.014140893019021519,0.0010000000474974513,0.0686248656729254,0.014149940612495323,0.21353683459326403,0.004233010878361841,0.01124046616730178,0.004404140024641158,0.004694675787592861,0.004159795828823267
140,0.013990689527123767,0.0010000000474974513,0.04392705481354691,0.013990689527123767,0.14091317652195645,0.0039994341694633935,0.009257827041149452,0.004384423435768765,0.005218332744656819,0.0041422437960801734
141,0.013920258601835427,0.0010000000474974513,0.052574325118532855,0.013920258601835427,0.14538911037352958,0.0037743736599006854,0.009134202282270295,0.004365465645302378,0.004485631581234977,0.004116010202449493
142,0.013760160969591402,0.0010000000474974513,0.04060204164748554,0.013760160969591402,0.1480378497240837,0.003895980254430856,0.008891167065850664,0.004322974096215847,0.004374695665252243,0.004081641441099538
143,0.013659042254129844,0.0010000000474974513,0.05624144359123642,0.013659042254129844,0.17321284960828115,0.00432780543564281,0.00996314404533555,0.004299299309471157,0.004565767637744339,0.004063995879468002
144,0.013531649976163396,0.0010000000474974513,0.046729007744378416,0.013531649976163396,0.160411660707171,0.00471768229967917,0.009313467535711186,0.00428405292893111,0.004631488028155711,0.004049601751219358
145,0.01343426733703003,0.0010000000474974513,0.042047341594015894,0.01343426733703003,0.15722030249935823,0.0060865665890496,0.008875861302893704,0.004263020516362825,0.0045550522311471105,0.004034172653277842
146,0.013285303127019619,0.0010000000474974513,0.03695718725439969,0.013285303127019619,0.14034984460171276,0.004212970274053036,0.008496581685420683,0.004238608590619985,0.004879007927694016,0.00402123445512243
147,0.013283732971975062,0.0010000000474974513,0.0856501675147128,0.013283732971975062,0.2251482479530833,0.0039474973690639134,0.011710209148176186,0.004248366747239118,0.004629252789508562,0.004001711988726412
148,0.013113210666530244,0.0010000000474974513,0.027148339856922915,0.013113210666530244,0.10316953149897559,0.0037181733217134497,0.0073221314752141015,0.004210964404232003,0.004397126467686427,0.0039729259201609895
