# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 8.774096671348725618e-01 -2.337274850022065209e+01 1.268788120518977047e+00
-7.000000000000000666e-02 8.874096671348723486e-01 -2.337674685183477763e+01 7.262300901655679430e-01
-5.999999999999999778e-02 8.974096671348724685e-01 -2.337805046919916663e+01 2.787954910627709615e-01
-5.000000000000000278e-02 9.074096671348723664e-01 -2.337716533930746365e+01 -1.095018929552201564e-01
-4.000000000000000083e-02 9.174096671348723753e-01 -2.337426001738184667e+01 -4.939225116433721419e-01
-2.999999999999999889e-02 9.274096671348723842e-01 -2.336937813375584838e+01 -8.675059591534476366e-01
-2.000000000000000042e-02 9.374096671348723930e-01 -2.336265415420376712e+01 -1.206691313366339946e+00
-1.000000000000000021e-02 9.474096671348724019e-01 -2.335430730048176784e+01 -1.501921764779084567e+00
0.000000000000000000e+00 9.574096671348724108e-01 -2.334457121768389598e+01 -1.754981183823647317e+00
1.000000000000000021e-02 9.674096671348724197e-01 -2.333365678175885449e+01 -1.971068726300680973e+00
2.000000000000000042e-02 9.774096671348724286e-01 -2.332174685467740716e+01 -2.155509223166119703e+00
2.999999999999999889e-02 9.874096671348724374e-01 -2.330899604617660614e+01 -2.313164831730386783e+00
4.000000000000000083e-02 9.974096671348724463e-01 -2.329553560046284133e+01 -2.448527178867018428e+00
5.000000000000000278e-02 1.007409667134872455e+00 -2.328147327841173464e+01 -2.565803417798893094e+00
5.999999999999999778e-02 1.017409667134872464e+00 -2.326689585880924582e+01 -2.668944029693915532e+00
7.000000000000000666e-02 1.027409667134872473e+00 -2.325186961729955826e+01 -2.761986010350726328e+00
8.000000000000000167e-02 1.037409667134872482e+00 -2.323643686662444097e+01 -2.850893694085653074e+00
