# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 8.727866127133553364e-01 -2.336633002194282938e+01 1.446706498747377001e+00
-7.000000000000000666e-02 8.827866127133553453e-01 -2.337135453178488831e+01 9.296077192338646489e-01
-5.999999999999999778e-02 8.927866127133553542e-01 -2.337358910246527799e+01 4.503989390565872331e-01
-5.000000000000000278e-02 9.027866127133552521e-01 -2.337352068016220130e+01 5.694020855953581955e-02
-4.000000000000000083e-02 9.127866127133552610e-01 -2.337143791532262682e+01 -3.222159376082612825e-01
-2.999999999999999889e-02 9.227866127133552698e-01 -2.336737593939349722e+01 -7.019982753923332819e-01
-2.000000000000000042e-02 9.327866127133553897e-01 -2.336141000355991437e+01 -1.057505916838975102e+00
-1.000000000000000021e-02 9.427866127133552876e-01 -2.335372968779595126e+01 -1.370930178014922118e+00
0.000000000000000000e+00 9.527866127133554075e-01 -2.334457121768389598e+01 -1.640053837738362219e+00
1.000000000000000021e-02 9.627866127133553054e-01 -2.333415972702873731e+01 -1.869450554262580333e+00
2.000000000000000042e-02 9.727866127133554253e-01 -2.332268984187540894e+01 -2.064754835571356306e+00
2.999999999999999889e-02 9.827866127133554341e-01 -2.331032888774645073e+01 -2.231139159274310835e+00
4.000000000000000083e-02 9.927866127133554430e-01 -2.329721763263992429e+01 -2.373280009639157306e+00
5.000000000000000278e-02 1.002786612713355341e+00 -2.328347207156951626e+01 -2.495530017670553935e+00
5.999999999999999778e-02 1.012786612713355350e+00 -2.326918793067746805e+01 -2.601992497379713054e+00
7.000000000000000666e-02 1.022786612713355359e+00 -2.325443869367431660e+01 -2.696656181150565157e+00
8.000000000000000167e-02 1.032786612713355368e+00 -2.323927780653720276e+01 -2.784328227437697478e+00
