# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 8.774096671348725618e-01 -2.337226995722360456e+01 1.315342762848811908e+00
-7.000000000000000666e-02 8.874096671348723486e-01 -2.337642547895168477e+01 7.487778489226353251e-01
-5.999999999999999778e-02 8.974096671348724685e-01 -2.337781713163644071e+01 2.960286728152596858e-01
-5.000000000000000278e-02 9.074096671348723664e-01 -2.337700534500818250e+01 -9.370432783931494092e-02
-4.000000000000000083e-02 9.174096671348723753e-01 -2.337416548210948619e+01 -4.801742997703858373e-01
-2.999999999999999889e-02 9.274096671348723842e-01 -2.336933652890591873e+01 -8.571014703472735752e-01
-2.000000000000000042e-02 9.374096671348723930e-01 -2.336264652062080671e+01 -1.200332646914631374e+00
-1.000000000000000021e-02 9.474096671348724019e-01 -2.335431373150733947e+01 -1.499612064027668223e+00
0.000000000000000000e+00 9.574096671348724108e-01 -2.334457121768389598e+01 -1.756381406076951590e+00
1.000000000000000021e-02 9.674096671348724197e-01 -2.333363367677566913e+01 -1.975760390193068927e+00
2.000000000000000042e-02 9.774096671348724286e-01 -2.332168481224055157e+01 -2.163099140618365279e+00
2.999999999999999889e-02 9.874096671348724374e-01 -2.330888222090599271e+01 -2.323314838538809379e+00
4.000000000000000083e-02 9.974096671348724463e-01 -2.329535751211203376e+01 -2.460960805543894736e+00
5.000000000000000278e-02 1.007409667134872455e+00 -2.328122047971746156e+01 -2.580306098844902252e+00
5.999999999999999778e-02 1.017409667134872464e+00 -2.326655910319985310e+01 -2.685352837097020995e+00
7.000000000000000666e-02 1.027409667134872473e+00 -2.325144038025081272e+01 -2.780165480976202197e+00
8.000000000000000167e-02 1.037409667134872482e+00 -2.323590711011474497e+01 -2.870693935702639976e+00
