# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 7.403887048238381174e-01 -2.210094969965885170e+01 3.547024154126192208e+00
-7.000000000000000666e-02 7.503887048238380153e-01 -2.213474839426944740e+01 6.349891494814958293e+00
-5.999999999999999778e-02 7.603887048238380242e-01 -2.218896263338993080e+01 1.051794210891961434e+01
-5.000000000000000278e-02 7.703887048238380331e-01 -2.226263302065799721e+01 1.486130773195840149e+01
-4.000000000000000083e-02 7.803887048238380419e-01 -2.235647004343936928e+01 1.776088292209590236e+01
-2.999999999999999889e-02 7.903887048238380508e-01 -2.245413964487979896e+01 1.751997377620710239e+01
-2.000000000000000042e-02 8.003887048238380597e-01 -2.254245489336917885e+01 1.267780720111522363e+01
-1.000000000000000021e-02 8.103887048238380686e-01 -2.258885138728092201e+01 5.724626270366210079e+00
0.000000000000000000e+00 8.203887048238380775e-01 -2.260383742548892982e+01 -5.445151600106451495e-02
1.000000000000000021e-02 8.303887048238381974e-01 -2.258898108698795326e+01 -5.453274067043167861e+00
2.000000000000000042e-02 8.403887048238380952e-01 -2.254987066485355385e+01 -8.509276636217748546e+00
2.999999999999999889e-02 8.503887048238379931e-01 -2.250812452532718666e+01 -6.167988831364723978e+00
4.000000000000000083e-02 8.603887048238380020e-01 -2.248035019137332924e+01 -3.323920318777291882e+00
5.000000000000000278e-02 8.703887048238380109e-01 -2.246234863497684486e+01 -1.868928846209966466e+00
5.999999999999999778e-02 8.803887048238381308e-01 -2.244892924525211342e+01 -1.269658757315176079e+00
7.000000000000000666e-02 8.903887048238381396e-01 -2.243726127840946205e+01 -1.057843942491100586e+00
8.000000000000000167e-02 9.003887048238380375e-01 -2.242621868349979408e+01 -9.939321698222142176e-01
