# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 3.429545312652007016e-01 -2.235618680216739662e+01 -2.236715188887028471e+00
-7.000000000000000666e-02 3.529545312652007105e-01 -2.231761806704471596e+01 -9.384667356742072641e+00
-5.999999999999999778e-02 3.629545312652007194e-01 -2.225444858767459877e+01 -8.561519951121816518e+00
-5.000000000000000278e-02 3.729545312652006728e-01 -2.224307578303287514e+01 1.143395203224341827e+01
-4.000000000000000083e-02 3.829545312652007372e-01 -2.235419338442752846e+01 3.207366582605573768e+01
-2.999999999999999889e-02 3.929545312652007460e-01 -2.249881189562747963e+01 2.244088409341635426e+01
-2.000000000000000042e-02 4.029545312652006439e-01 -2.256678121783206947e+01 8.449203714210522520e+00
-1.000000000000000021e-02 4.129545312652007083e-01 -2.259402960040042885e+01 4.092784251163302578e+00
0.000000000000000000e+00 4.229545312652007172e-01 -2.260383742548892982e+01 5.687005152344892095e-02
1.000000000000000021e-02 4.329545312652007261e-01 -2.259010356165836342e+01 -5.356955638335919367e+00
2.000000000000000042e-02 4.429545312652007349e-01 -2.255303424097965248e+01 -9.452481863029927212e+00
2.999999999999999889e-02 4.529545312652006883e-01 -2.249835866190860756e+01 -1.254613919044791714e+01
4.000000000000000083e-02 4.629545312652006972e-01 -2.243008845545719154e+01 -1.508928927582333657e+01
5.000000000000000278e-02 4.729545312652007061e-01 -2.234758656718204506e+01 -1.853832538913004413e+01
5.999999999999999778e-02 4.829545312652007150e-01 -2.225034778811405189e+01 -2.025969179827018607e+01
7.000000000000000666e-02 4.929545312652007794e-01 -2.214894383646915443e+01 -2.132524558002734594e+01
8.000000000000000167e-02 5.029545312652007327e-01 -2.204749935366580971e+01 -2.047813166634187354e+01
