offset,distance,delta_E_total,delta_E_spooky,delta_E_mbd,E_elec,E_rep,E_neural,q_max_abs,q_rms,q_net_monA,q_net_monB
0.0,2.0,363.56184099655644,363.56184099655644,0.0,1.3177644217378002,2.8483768506298686e-32,106.24653980796421,0.17441526,0.13666439,0.41060412,0.19382033
0.0,2.2,332.55101128490753,332.55101128490753,0.0,4.5748616682184,9.431537072582898e-32,71.97861284983472,0.18346792,0.14798227,0.5472144,0.27346945
0.0,2.4,310.0404510179541,310.0404510179541,0.0,7.018069295680703,3.3664584324223204e-31,47.02484495541899,0.19956446,0.14662576,0.5761374,0.35533378
0.0,2.6,269.7126915624229,269.7126915624229,0.0,5.807575177495943,1.280239285689469e-30,7.907579618072495,0.19431372,0.13973673,0.47732842,0.38526517
0.0,2.8,223.46153060878723,223.46153060878723,0.0,1.483525182219547,5.12969932567048e-30,-34.019531340286754,0.18468785,0.13257284,0.28045946,0.32867217
0.0,3.0,185.0362246889335,185.0362246889335,0.0,-0.31187479386081063,2.1431861788674437e-29,-70.64943728406014,0.20264886,0.13281922,0.19526766,0.27870688
0.0,3.2,157.5451285122698,157.5451285122698,0.0,-1.2457458087608384,9.246290413194494e-29,-97.2066624458238,0.22458959,0.13273315,0.18613742,0.1953741
0.0,3.4000000000000004,135.93501352793697,135.93501352793697,0.0,-1.984860567049198,4.082815955247262e-28,-118.07766267186827,0.24363859,0.13276516,0.163239,0.110893294
0.0,3.6,117.88755545713565,117.88755545713565,0.0,-2.4936334567243077,1.8302763828319623e-27,-135.6163478529945,0.252379,0.13458581,0.10772736,0.06344226
0.0,3.8,103.792687930359,103.792687930359,0.0,-2.69788924956202,8.268416499907917e-27,-149.50695958693342,0.25937605,0.13568214,0.050475344,0.053221524
0.0,4.0,95.4209522045895,95.4209522045895,0.0,-2.697520535706024,3.739094935426252e-26,-157.87906402655892,0.2592655,0.13505192,0.030878514,0.053796858
0.0,4.2,93.26229167793366,93.26229167793366,0.0,-2.6817828455533377,1.6822789875101636e-25,-160.05346224336745,0.26618505,0.134654,0.03799644,0.040492594
0.0,4.4,91.8222609855639,91.8222609855639,0.0,-2.744057516218443,7.489667611255692e-25,-161.4312182650721,0.27812535,0.13636443,0.051904947,0.018594295
0.0,4.6,89.54185134983555,89.54185134983555,0.0,-2.896059030187668,3.2832309502743082e-24,-163.5596263868312,0.28857368,0.14014347,0.056695372,0.0040275156
0.0,4.800000000000001,90.20476381276413,90.20476381276413,0.0,-3.109522704185929,1.410962664017339e-23,-162.68325024990438,0.29743654,0.14502257,0.047870755,-0.003899634
0.0,5.0,95.31426778838454,95.31426778838454,0.0,-3.3068055785093162,5.921567177098237e-23,-157.37646339996058,0.30246168,0.14947519,0.026099622,-0.011048734
0.0,5.2,105.53868583370621,105.53868583370621,0.0,-3.5140804952415117,2.4187278955677537e-22,-146.94477043790673,0.31556246,0.15501265,-0.0024137795,-0.028884307
0.0,5.4,116.11938936340817,116.11938936340817,0.0,-3.8170608834451594,9.58804176680984e-22,-136.0610865200011,0.34265253,0.1622622,-0.03066577,-0.027127877
0.0,5.6,118.82927469937542,118.82927469937542,0.0,-4.100946842164995,3.679569096338803e-21,-133.06731522531402,0.3616479,0.16968855,-0.059686586,-0.037591413
0.0,5.800000000000001,110.81884968765078,110.81884968765078,0.0,-4.444031133436419,1.3643451211082444e-20,-140.73465594576723,0.3850045,0.18037716,-0.09789695,-0.07137224
0.0,6.0,95.8943794211726,95.8943794211726,0.0,-4.794722682251216,4.880022480968794e-20,-155.30843466343063,0.42364702,0.19506986,-0.15064871,-0.12583348
0.0,6.2,79.76517357033887,79.76517357033887,0.0,-4.885117368406341,1.6817888695646185e-19,-171.34724582810924,0.47009775,0.2103843,-0.22096626,-0.1885879
0.0,6.4,63.52396117822872,63.52396117822872,0.0,-4.28260490844352,5.579518359298805e-19,-188.1909706801822,0.5065608,0.22317716,-0.3101582,-0.26652205
0.0,6.6000000000000005,40.112680725500184,40.112680725500184,0.0,-2.771981491396398,1.7810368124890116e-18,-213.11287454995787,0.53586024,0.23628141,-0.41296762,-0.37597775
0.0,6.800000000000001,11.215081045191681,11.215081045191681,0.0,-1.5049475259787026,5.468644282210911e-18,-243.27750819568405,0.55662113,0.2481083,-0.47742033,-0.4682001
0.0,7.0,1.1766074935853226,1.1766074935853226,0.0,-1.0628025702349466,1.6152375242454715e-17,-253.75812670303418,0.5630648,0.25219166,-0.5012418,-0.50063384
0.0,7.2,0.612418251506881,0.612418251506881,0.0,-1.1726722549284176,4.590329706700221e-17,-254.21244626041914,0.5633174,0.2523213,-0.5018959,-0.5018914
0.0,7.4,0.5595268845777923,0.5595268845777923,0.0,-1.293353451152865,1.255738860533271e-16,-254.1446564311238,0.5633007,0.25230768,-0.50188303,-0.501642
0.0,7.6000000000000005,0.42933275059851894,0.42933275059851894,0.0,-1.3973183019945457,3.3087843378697623e-16,-254.17088571426137,0.5633067,0.25230983,-0.5017706,-0.50189245
0.0,7.800000000000001,0.33876865537442313,0.33876865537442313,0.0,-1.4925552354020173,8.404443142994315e-16,-254.166212876078,0.5633007,0.25230852,-0.5017706,-0.50188303
0.0,8.0,0.2180531821629188,0.2180531821629188,0.0,-1.5765027553258315,2.059142362205417e-15,-254.20298082936569,0.5633174,0.25232002,-0.50188303,-0.5018914
0.0,8.2,0.14649039297901822,0.14649039297901822,0.0,-1.6517258800121042,4.754187853397741e-15,-254.19932049386333,0.5633067,0.25231758,-0.50188303,-0.50189245
0.0,8.4,0.1723752740083455,0.1723752740083455,0.0,-1.730483400193108,9.848845208515197e-15,-254.094678092653,0.56325614,0.2522991,-0.501642,-0.501642
0.0,8.600000000000001,0.0831746984306676,0.0831746984306676,0.0,-1.798158715143172,1.8178249111145296e-14,-254.11620335328064,0.56326425,0.25229993,-0.5017706,-0.501642
0.0,8.8,-0.017703763150933582,-0.017703763150933582,0.0,-1.8443451941335813,3.022892861994389e-14,-254.17089533587182,0.5633067,0.25230983,-0.5017706,-0.50189245
0.0,9.0,-0.06663652465496739,-0.06663652465496739,0.0,-1.8695112034138444,4.432544299435073e-14,-254.1946620880956,0.5633007,0.25231624,-0.50188303,-0.50188303
