# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 8.727866127133553364e-01 -2.332170152664184570e+01 1.260232879576284271e+00
-7.000000000000000666e-02 8.827866127133553453e-01 -2.332587480545043945e+01 7.771315436538668298e-01
-5.999999999999999778e-02 8.927866127133553542e-01 -2.332760381698608398e+01 3.801184818827624268e-01
-5.000000000000000278e-02 9.027866127133552521e-01 -2.332744979858398438e+01 6.366862442745971351e-02
-4.000000000000000083e-02 9.127866127133552610e-01 -2.332564091682434082e+01 -2.538280476361117755e-01
-2.999999999999999889e-02 9.227866127133552698e-01 -2.332210731506347656e+01 -5.974411307976179586e-01
-2.000000000000000042e-02 9.327866127133553897e-01 -2.331678080558776855e+01 -9.458479769516549007e-01
-1.000000000000000021e-02 9.427866127133552876e-01 -2.330972027778625488e+01 -1.272735164167580590e+00
0.000000000000000000e+00 9.527866127133554075e-01 -2.330108761787414551e+01 -1.564947294039491732e+00
1.000000000000000021e-02 9.627866127133553054e-01 -2.329107809066772461e+01 -1.820173447516539866e+00
2.000000000000000042e-02 9.727866127133554253e-01 -2.327988171577453613e+01 -2.040921152272702876e+00
2.999999999999999889e-02 9.827866127133554341e-01 -2.326767110824584961e+01 -2.231131018760205809e+00
4.000000000000000083e-02 9.927866127133554430e-01 -2.325459766387939453e+01 -2.394914258150138142e+00
5.000000000000000278e-02 1.002786612713355341e+00 -2.324078941345214844e+01 -2.536120790473588293e+00
5.999999999999999778e-02 1.012786612713355350e+00 -2.322635889053344727e+01 -2.658141788326431776e+00
7.000000000000000666e-02 1.022786612713355359e+00 -2.321139812469482422e+01 -2.763961285469908713e+00
8.000000000000000167e-02 1.032786612713355368e+00 -2.319598460197448730e+01 -2.857137493331650457e+00
