# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 8.774096671348725618e-01 -2.332481741905212402e+01 1.244247854714256141e+00
-7.000000000000000666e-02 8.874096671348723486e-01 -2.332861733436584473e+01 7.091967277576607387e-01
-5.999999999999999778e-02 8.974096671348724685e-01 -2.332998156547546387e+01 3.310156665936230258e-01
-5.000000000000000278e-02 9.074096671348723664e-01 -2.332952928543090820e+01 1.167293171171021431e-02
-4.000000000000000083e-02 9.174096671348723753e-01 -2.332737421989440918e+01 -3.227200294420118354e-01
-2.999999999999999889e-02 9.274096671348723842e-01 -2.332342386245727539e+01 -6.780404265058107560e-01
-2.000000000000000042e-02 9.374096671348723930e-01 -2.331765055656433105e+01 -1.029083161011481895e+00
-1.000000000000000021e-02 9.474096671348724019e-01 -2.331014752388000488e+01 -1.354044740834856153e+00
0.000000000000000000e+00 9.574096671348724108e-01 -2.330108761787414551e+01 -1.643793869094253068e+00
1.000000000000000021e-02 9.674096671348724197e-01 -2.329066348075866699e+01 -1.897697500961775807e+00
2.000000000000000042e-02 9.774096671348724286e-01 -2.327905750274658203e+01 -2.118682184044374139e+00
2.999999999999999889e-02 9.874096671348724374e-01 -2.326643443107604980e+01 -2.310677146611472388e+00
4.000000000000000083e-02 9.974096671348724463e-01 -2.325293803215026855e+01 -2.477582478733058036e+00
5.000000000000000278e-02 1.007409667134872455e+00 -2.323869252204895020e+01 -2.622837016245211483e+00
5.999999999999999778e-02 1.017409667134872464e+00 -2.322380304336547852e+01 -2.749289952335569609e+00
7.000000000000000666e-02 1.027409667134872473e+00 -2.320836377143859863e+01 -2.859672141591524941e+00
8.000000000000000167e-02 1.037409667134872482e+00 -2.319244885444641113e+01 -2.958788104682513076e+00
