# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 8.774096671348725618e-01 -2.332006549835205078e+01 1.448764083906269873e+00
-7.000000000000000666e-02 8.874096671348723486e-01 -2.332502889633178711e+01 9.004486409034924144e-01
-5.999999999999999778e-02 8.974096671348724685e-01 -2.332739830017089844e+01 4.863491101890709545e-01
-5.000000000000000278e-02 9.074096671348723664e-01 -2.332775354385375977e+01 1.306775215974427529e-01
-4.000000000000000083e-02 9.174096671348723753e-01 -2.332622146606445312e+01 -2.367836459032695018e-01
-2.999999999999999889e-02 9.274096671348723842e-01 -2.332273435592651367e+01 -6.204677060549241840e-01
-2.000000000000000042e-02 9.374096671348723930e-01 -2.331728863716125488e+01 -9.945310710988604086e-01
-1.000000000000000021e-02 9.474096671348724019e-01 -2.331000757217407227e+01 -1.337301473133458485e+00
0.000000000000000000e+00 9.574096671348724108e-01 -2.330108761787414551e+01 -1.640543103083528464e+00
1.000000000000000021e-02 9.674096671348724197e-01 -2.329073977470397949e+01 -1.904852082688068160e+00
2.000000000000000042e-02 9.774096671348724286e-01 -2.327915954589843750e+01 -2.134309959367514775e+00
2.999999999999999889e-02 9.874096671348724374e-01 -2.326651978492736816e+01 -2.333801393314292927e+00
4.000000000000000083e-02 9.974096671348724463e-01 -2.325296592712402344e+01 -2.508028924948261462e+00
5.000000000000000278e-02 1.007409667134872455e+00 -2.323862195014953613e+01 -2.661125487850881211e+00
5.999999999999999778e-02 1.017409667134872464e+00 -2.322359180450439453e+01 -2.796428433124609647e+00
7.000000000000000666e-02 1.027409667134872473e+00 -2.320796155929565430e+01 -2.916570251023291593e+00
8.000000000000000167e-02 1.037409667134872482e+00 -2.319180345535278320e+01 -3.024807123425394817e+00
