# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 8.727866127133553364e-01 -2.330789756774902344e+01 1.944213738656042523e+00
-7.000000000000000666e-02 8.827866127133553453e-01 -2.331511855125427246e+01 1.341159292598004704e+00
-5.999999999999999778e-02 8.927866127133552432e-01 -2.331932115554809570e+01 8.464688091582863727e-01
-5.000000000000000278e-02 9.027866127133553631e-01 -2.332120656967163086e+01 4.596655202131816886e-01
-4.000000000000000083e-02 9.127866127133552610e-01 -2.332112288475036621e+01 8.891329922858706714e-02
-2.999999999999999889e-02 9.227866127133552698e-01 -2.331906175613403320e+01 -3.008090872016929151e-01
-2.000000000000000042e-02 9.327866127133555008e-01 -2.331497573852539062e+01 -6.942773862241689020e-01
-1.000000000000000021e-02 9.427866127133553986e-01 -2.330892848968505859e+01 -1.065755316322095414e+00
0.000000000000000000e+00 9.527866127133554075e-01 -2.330108761787414551e+01 -1.400408437296392083e+00
1.000000000000000021e-02 9.627866127133553054e-01 -2.329166173934936523e+01 -1.695030432537705467e+00
2.000000000000000042e-02 9.727866127133554253e-01 -2.328085517883300781e+01 -1.952369497645823460e+00
2.999999999999999889e-02 9.827866127133554341e-01 -2.326885366439819336e+01 -2.177087046799933479e+00
4.000000000000000083e-02 9.927866127133554430e-01 -2.325581622123718262e+01 -2.373998577729647952e+00
5.000000000000000278e-02 1.002786612713355341e+00 -2.324187755584716797e+01 -2.547420449918868179e+00
5.999999999999999778e-02 1.012786612713355350e+00 -2.322715258598327637e+01 -2.700882249331150842e+00
7.000000000000000666e-02 1.022786612713355359e+00 -2.321173810958862305e+01 -2.837096850351485955e+00
8.000000000000000167e-02 1.032786612713355368e+00 -2.319571876525878906e+01 -2.958716719722634281e+00
