# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 8.774096671348725618e-01 -2.337654314698586688e+01 1.332137213135624831e+00
-7.000000000000000666e-02 8.874096671348723486e-01 -2.338076941966253486e+01 7.552458534766555154e-01
-5.999999999999999778e-02 8.974096671348724685e-01 -2.338220421815817573e+01 3.000657140750003227e-01
-5.000000000000000278e-02 9.074096671348723664e-01 -2.338142809301324831e+01 -9.090456711090898201e-02
-4.000000000000000083e-02 9.174096671348723753e-01 -2.337861842894444209e+01 -4.784000747684833410e-01
-2.999999999999999889e-02 9.274096671348723842e-01 -2.337381528156032928e+01 -8.558152000083215638e-01
-2.000000000000000042e-02 9.374096671348723930e-01 -2.336715049761579266e+01 -1.199129441210504465e+00
-1.000000000000000021e-02 9.474096671348724019e-01 -2.335884246980321421e+01 -1.498401110218304355e+00
0.000000000000000000e+00 9.574096671348724108e-01 -2.334912556485299007e+01 -1.755218235211521094e+00
1.000000000000000021e-02 9.674096671348724197e-01 -2.333821269181655467e+01 -1.974723857037274266e+00
2.000000000000000042e-02 9.774096671348724286e-01 -2.332628814950892604e+01 -2.162265610976516150e+00
2.999999999999999889e-02 9.874096671348724374e-01 -2.331350858018295114e+01 -2.322765809847001872e+00
4.000000000000000083e-02 9.974096671348724463e-01 -2.330000511529646090e+01 -2.460787230985454599e+00
5.000000000000000278e-02 1.007409667134872455e+00 -2.328588766704661595e+01 -2.580605986757164683e+00
5.999999999999999778e-02 1.017409667134872464e+00 -2.327124254418403737e+01 -2.686228450166323167e+00
7.000000000000000666e-02 1.027409667134872473e+00 -2.325613722038434261e+01 -2.781732977702477072e+00
8.000000000000000167e-02 1.037409667134872482e+00 -2.324061318169068713e+01 -2.873124841255737749e+00
