# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 8.774096671348725618e-01 -2.337687832378556152e+01 1.326571339413613826e+00
-7.000000000000000666e-02 8.874096671348723486e-01 -2.338106384323660691e+01 7.496469093145560203e-01
-5.999999999999999778e-02 8.974096671348724685e-01 -2.338245755857101571e+01 2.944338534924420547e-01
-5.000000000000000278e-02 9.074096671348723664e-01 -2.338164002187458124e+01 -9.656918911635425928e-02
-4.000000000000000083e-02 9.174096671348723753e-01 -2.337878861941891984e+01 -4.840973022395525516e-01
-2.999999999999999889e-02 9.274096671348723842e-01 -2.337394340837697726e+01 -8.615448760451343002e-01
-2.000000000000000042e-02 9.374096671348723930e-01 -2.336723623707732500e+01 -1.204891407984549634e+00
-1.000000000000000021e-02 9.474096671348724019e-01 -2.335888549979522111e+01 -1.504195208986990329e+00
0.000000000000000000e+00 9.574096671348724108e-01 -2.334912556485299007e+01 -1.761044306333602094e+00
1.000000000000000021e-02 9.674096671348724197e-01 -2.333816934290290845e+01 -1.980581739988470868e+00
2.000000000000000042e-02 9.774096671348724286e-01 -2.332620113436961162e+01 -2.168155144364332543e+00
2.999999999999999889e-02 9.874096671348724374e-01 -2.331337758312421826e+01 -2.328686831424394921e+00
4.000000000000000083e-02 9.974096671348724463e-01 -2.329982982225132204e+01 -2.466739577664026850e+00
5.000000000000000278e-02 1.007409667134872455e+00 -2.328566776558321649e+01 -2.586589494620121776e+00
5.999999999999999778e-02 1.017409667134872464e+00 -2.327097772351390503e+01 -2.692242954481420814e+00
7.000000000000000666e-02 1.027409667134872473e+00 -2.325582717137046984e+01 -2.787778312935004887e+00
8.000000000000000167e-02 1.037409667134872482e+00 -2.324025759685550696e+01 -2.879200841081842377e+00
