# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 8.262167443466224004e-01 -2.316458988189697266e+01 4.217725244159510112e+01
-7.000000000000000666e-02 8.362167443466226313e-01 -2.334207510948181152e+01 2.553065826050447384e+01
-5.999999999999999778e-02 8.462167443466228622e-01 -2.341520214080810547e+01 4.606815480520609185e+00
-5.000000000000000278e-02 8.562167443466223160e-01 -2.342517876625061035e+01 1.689614827482575632e-01
-4.000000000000000083e-02 8.662167443466224359e-01 -2.343328428268432617e+01 2.187359894187219655e+00
-2.999999999999999889e-02 8.762167443466226668e-01 -2.344696044921875000e+01 2.352712856765940774e+00
-2.000000000000000042e-02 8.862167443466228978e-01 -2.345789718627929688e+01 1.496271139973857300e+00
-1.000000000000000021e-02 8.962167443466223515e-01 -2.346362638473510742e+01 6.108169825597390412e-01
0.000000000000000000e+00 9.062167443466225825e-01 -2.346522903442382812e+01 6.996104510821201479e-04
1.000000000000000021e-02 9.162167443466229244e-01 -2.346402740477914861e+01 -4.411470510994641159e-01
2.000000000000000042e-02 9.262167443466222672e-01 -2.346065855021433677e+01 -8.201052918289900573e-01
2.999999999999999889e-02 9.362167443466224981e-01 -2.345537328703839108e+01 -1.170298535973054443e+00
4.000000000000000083e-02 9.462167443466228400e-01 -2.344832992515148007e+01 -1.492716859334046964e+00
5.000000000000000278e-02 9.562167443466229599e-01 -2.343969321175526588e+01 -1.784005362984019571e+00
5.999999999999999778e-02 9.662167443466224137e-01 -2.342963528502722070e+01 -2.043693939904243084e+00
7.000000000000000666e-02 9.762167443466226446e-01 -2.341832327635450994e+01 -2.273538688477439784e+00
8.000000000000000167e-02 9.862167443466227645e-01 -2.340591263461377025e+01 -2.476302663096484835e+00
