offset,distance,delta_E_total,delta_E_spooky,delta_E_mbd,E_elec,E_rep,E_neural,q_max_abs,q_rms,q_net_monA,q_net_monB
0.0,2.0,-4.8754184414859765,-4.8754184414859765,0.0,0.0,4.31456341728777e-31,-858.2830119440226,0.0,0.0,0.0,0.0
0.0,2.2,-31.14762701939958,-31.14762701939958,0.0,0.0,1.3682376922745907e-30,-884.5552205219362,0.0,0.0,0.0,0.0
0.0,2.4,-39.83993281171456,-39.83993281171456,0.0,0.0,4.6660518945474e-30,-893.2475263142512,0.0,0.0,0.0,0.0
0.0,2.6,-44.526217882892865,-44.526217882892865,0.0,0.0,1.6917999235778446e-29,-897.9338113854295,0.0,0.0,0.0,0.0
0.0,2.8,-51.122398118141405,-51.122398118141405,0.0,0.0,6.451589379692974e-29,-904.5299916206781,0.0,0.0,0.0,0.0
0.0,3.0,-58.073973151549694,-58.073973151549694,0.0,0.0,2.561756583644357e-28,-911.4815666540864,0.0,0.0,0.0,0.0
0.0,3.2,-60.700463866562586,-60.700463866562586,0.0,0.0,1.0492773872599988e-27,-914.1080573690992,0.0,0.0,0.0,0.0
0.0,3.4000000000000004,-59.98870661113949,-59.98870661113949,0.0,0.0,4.395465501512331e-27,-913.3963001136761,0.0,0.0,0.0,0.0
0.0,3.6,-57.95213607346773,-57.95213607346773,0.0,0.0,1.8684593492143405e-26,-911.3597295760044,0.0,0.0,0.0,0.0
0.0,3.8,-55.15736064338557,-55.15736064338557,0.0,0.0,8.00256794344717e-26,-908.5649541459222,0.0,0.0,0.0,0.0
0.0,4.0,-50.694077011151535,-50.694077011151535,0.0,0.0,3.431115296746033e-25,-904.1016705136882,0.0,0.0,0.0,0.0
0.0,4.2,-43.217239022344415,-43.217239022344415,0.0,0.0,1.4640059696938098e-24,-896.6248325248811,0.0,0.0,0.0,0.0
0.0,4.4,-34.53856842649361,-34.53856842649361,0.0,0.0,6.184083167689045e-24,-887.9461619290303,0.0,0.0,0.0,0.0
0.0,4.6,-26.530309651626567,-26.530309651626567,0.0,0.0,2.5736773227924243e-23,-879.9379031541632,0.0,0.0,0.0,0.0
0.0,4.800000000000001,-20.950699289529666,-20.950699289529666,0.0,0.0,1.050848473594355e-22,-874.3582927920663,0.0,0.0,0.0,0.0
0.0,5.0,-17.447949271430502,-17.447949271430502,0.0,0.0,4.193909540163879e-22,-870.8555427739672,0.0,0.0,0.0,0.0
0.0,5.2,-14.31801191536124,-14.31801191536124,0.0,0.0,1.6306685816488294e-21,-867.7256054178979,0.0,0.0,0.0,0.0
0.0,5.4,-10.889595710243498,-10.889595710243498,0.0,0.0,6.159960138611435e-21,-864.2971892127802,0.0,0.0,0.0,0.0
0.0,5.6,-7.201670927261603,-7.201670927261603,0.0,0.0,2.2554084802707214e-20,-860.6092644297983,0.0,0.0,0.0,0.0
0.0,5.800000000000001,-3.3918210971884264,-3.3918210971884264,0.0,0.0,7.988468536202754e-20,-856.7994145997251,0.0,0.0,0.0,0.0
0.0,6.0,0.794272186283024,0.794272186283024,0.0,0.0,2.7329214895795314e-19,-852.6133213162536,0.0,0.0,0.0,0.0
0.0,6.2,3.3466929953428917,3.3466929953428917,0.0,0.0,9.020098215380037e-19,-850.0609005071938,0.0,0.0,0.0,0.0
0.0,6.4,3.2580202338219806,3.2580202338219806,0.0,0.0,2.8697885220060378e-18,-850.1495732687147,0.0,0.0,0.0,0.0
0.0,6.6000000000000005,1.4370617383009403,1.4370617383009403,0.0,0.0,8.796791703656002e-18,-851.9705317642357,0.0,0.0,0.0,0.0
0.0,6.800000000000001,0.36841421155759235,0.36841421155759235,0.0,0.0,2.597253678633995e-17,-853.0391792909791,0.0,0.0,0.0,0.0
0.0,7.0,-0.07037520755636706,-0.07037520755636706,0.0,0.0,7.386536927875234e-17,-853.477968710093,0.0,0.0,0.0,0.0
0.0,7.2,8.796900942797947e-05,8.796900942797947e-05,0.0,0.0,2.023939620458778e-16,-853.4075055335272,0.0,0.0,0.0,0.0
0.0,7.4,-0.08550587718093539,-0.08550587718093539,0.0,0.0,5.345349477008498e-16,-853.4930993797176,0.0,0.0,0.0,0.0
0.0,7.6000000000000005,0.0,0.0,0.0,0.0,1.3615551012460913e-15,-853.4075935025367,0.0,0.0,0.0,0.0
0.0,7.800000000000001,0.0,0.0,0.0,0.0,3.347445496608532e-15,-853.4075935025367,0.0,0.0,0.0,0.0
0.0,8.0,8.796900942797947e-05,8.796900942797947e-05,0.0,0.0,7.948238524660052e-15,-853.4075055335272,0.0,0.0,0.0,0.0
0.0,8.2,8.796900942797947e-05,8.796900942797947e-05,0.0,0.0,1.7809777770110932e-14,-853.4075055335272,0.0,0.0,0.0,0.0
0.0,8.4,-0.17118769238084042,-0.17118769238084042,0.0,0.0,3.586073980036933e-14,-853.5787811949175,0.0,0.0,0.0,0.0
0.0,8.600000000000001,-0.08559384619036337,-0.08559384619036337,0.0,0.0,6.439493757803911e-14,-853.4931873487271,0.0,0.0,0.0,0.0
0.0,8.8,0.0,0.0,0.0,0.0,1.042811789232512e-13,-853.4075935025368,0.0,0.0,0.0,0.0
0.0,9.0,8.796900942797947e-05,8.796900942797947e-05,0.0,0.0,1.4908627046152713e-13,-853.4075055335273,0.0,0.0,0.0,0.0
0.0,9.2,8.796900942797947e-05,8.796900942797947e-05,0.0,0.0,1.724635151236684e-13,-853.4075055335275,0.0,0.0,0.0,0.0
0.0,9.4,-0.17118769238084042,-0.17118769238084042,0.0,0.0,1.2980086644473685e-13,-853.5787811949176,0.0,0.0,0.0,0.0
0.0,9.600000000000001,-0.17118769238084042,-0.17118769238084042,0.0,0.0,4.010850785229596e-14,-853.5787811949175,0.0,0.0,0.0,0.0
0.0,9.8,0.0,0.0,0.0,0.0,8.543486369503581e-16,-853.4075935025367,0.0,0.0,0.0,0.0
0.0,10.0,8.796900942797947e-05,8.796900942797947e-05,0.0,0.0,3.265683764828295e-23,-853.4075055335272,0.0,0.0,0.0,0.0
1.0,2.0,-2.518552740423388,-2.518552740423388,0.0,0.0,1.698461250096898e-30,-855.92614624296,0.0,0.0,0.0,0.0
1.0,2.2,20.310108962747904,20.310108962747904,0.0,0.0,5.181567984499301e-30,-833.0974845397888,0.0,0.0,0.0,0.0
1.0,2.4,20.507159543905686,20.507159543905686,0.0,0.0,1.6918257299596517e-29,-832.900433958631,0.0,0.0,0.0,0.0
1.0,2.6,-12.81303810176837,-12.81303810176837,0.0,0.0,5.853347571522868e-29,-866.220631604305,0.0,0.0,0.0,0.0
1.0,2.8,-44.69890104843432,-44.69890104843432,0.0,0.0,2.1254675604907375e-28,-898.106494550971,0.0,0.0,0.0,0.0
