# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 8.966618158771595404e-01 -1.848342882061574244e+01 5.347963140550742622e+00
-7.000000000000000666e-02 9.066618158771593272e-01 -1.850731983590349472e+01 4.254127427114790194e+00
-5.999999999999999778e-02 9.166618158771594471e-01 -1.852619782162101458e+01 3.331869575677253170e+00
-5.000000000000000278e-02 9.266618158771596780e-01 -1.854085440617095415e+01 2.557072481104353034e+00
-4.000000000000000083e-02 9.366618158771597979e-01 -1.855195928785907711e+01 1.904868012201289984e+00
-2.999999999999999889e-02 9.466618158771595848e-01 -1.856005736139822559e+01 1.350588988155321690e+00
-2.000000000000000042e-02 9.566618158771597047e-01 -1.856556915248219397e+01 8.705756891889755433e-01
-1.000000000000000021e-02 9.666618158771594915e-01 -1.856880307131603658e+01 4.428240528839664791e-01
0.000000000000000000e+00 9.766618158771596114e-01 -1.856996011695007098e+01 4.747668931289536487e-02
1.000000000000000021e-02 9.866618158771598424e-01 -1.856914823458199848e+01 -3.328222911034143250e-01
2.000000000000000042e-02 9.966618158771596292e-01 -1.856638862416580338e+01 -7.154380786324617825e-01
2.999999999999999889e-02 1.006661815877159638e+00 -1.856159206208673496e+01 0.000000000000000000e+00
4.000000000000000083e-02 1.016661815877159425e+00 -1.855461229226144937e+01 -1.540330093833086833e+00
5.000000000000000278e-02 1.026661815877159656e+00 -1.854526666816830982e+01 -1.996482670531454673e+00
5.999999999999999778e-02 1.036661815877159665e+00 -1.853335251403684225e+01 -2.486186542053393289e+00
7.000000000000000666e-02 1.046661815877160118e+00 -1.851866071664229807e+01 -3.008909192998821425e+00
8.000000000000000167e-02 1.056661815877159682e+00 -1.850099353786658440e+01 -3.561255192670797154e+00
