# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 8.822233412411881748e-01 -1.846833646163366893e+01 6.522936856877247891e+00
-7.000000000000000666e-02 8.922233412411879616e-01 -1.849773473312981409e+01 5.123333323091510572e+00
-5.999999999999999778e-02 9.022233412411879705e-01 -1.852064347077083184e+01 3.935945147283726353e+00
-5.000000000000000278e-02 9.122233412411879794e-01 -1.853806858170138128e+01 2.940013898612284127e+00
-4.000000000000000083e-02 9.222233412411879883e-01 -1.855090657846456637e+01 2.112112316803099521e+00
-2.999999999999999889e-02 9.322233412411881082e-01 -1.855993072694332824e+01 1.427157691927931404e+00
-2.000000000000000042e-02 9.422233412411881170e-01 -1.856579017614403071e+01 8.594451789255724838e-01
-1.000000000000000021e-02 9.522233412411880149e-01 -1.856900083047782246e+01 3.835942654384069117e-01
0.000000000000000000e+00 9.622233412411880238e-01 -1.856996011695007098e+01 -2.465563460535003318e-02
1.000000000000000021e-02 9.722233412411879216e-01 -1.856894341181527963e+01 -3.878176256466980831e-01
2.000000000000000042e-02 9.822233412411880416e-01 -1.856612314321263923e+01 -7.261825008395661474e-01
2.999999999999999889e-02 9.922233412411881615e-01 -1.856157327522979372e+01 -1.057468637359776364e+00
4.000000000000000083e-02 1.002223341241188059e+00 -1.855528849121504820e+01 0.000000000000000000e+00
5.000000000000000278e-02 1.012223341241188068e+00 -1.854719579350773273e+01 -1.755395585947616022e+00
5.999999999999999778e-02 1.022223341241188077e+00 -1.853717118838630640e+01 -2.142774848916484398e+00
7.000000000000000666e-02 1.032223341241188086e+00 -1.852505416243171510e+01 -2.564473986498332359e+00
8.000000000000000167e-02 1.042223341241188095e+00 -1.851066118775050384e+01 -3.023292467603069689e+00
