# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 8.213263435090081277e-01 -2.304641938209533691e+01 4.269715340610980547e+01
-7.000000000000000666e-02 8.313263435090081366e-01 -2.324281072616577148e+01 3.056328403224373247e+01
-5.999999999999999778e-02 8.413263435090081455e-01 -2.336316061019897461e+01 7.507758838332817319e+00
-5.000000000000000278e-02 8.513263435090081543e-01 -2.338513660430908203e+01 2.261167712209140590e-01
-4.000000000000000083e-02 8.613263435090080522e-01 -2.338802719116210938e+01 7.779209893515052210e-01
-2.999999999999999889e-02 8.713263435090081721e-01 -2.339699196815490723e+01 1.752209880073759107e+00
-2.000000000000000042e-02 8.813263435090081810e-01 -2.340685820579528809e+01 1.434470864763955689e+00
-1.000000000000000021e-02 8.913263435090081899e-01 -2.341291904449462891e+01 6.176285778950699745e-01
0.000000000000000000e+00 9.013263435090081988e-01 -2.341468524932861328e+01 -3.655185210762645215e-02
1.000000000000000021e-02 9.113263435090082076e-01 -2.341349148751667997e+01 -4.672186869380530183e-01
2.000000000000000042e-02 9.213263435090082165e-01 -2.341026806878610245e+01 -8.006414822607103021e-01
2.999999999999999889e-02 9.313263435090082254e-01 -2.340535307163822409e+01 -1.109615869404420030e+00
4.000000000000000083e-02 9.413263435090082343e-01 -2.339884210293657318e+01 -1.408513761072730741e+00
5.000000000000000278e-02 9.513263435090082432e-01 -2.339081527232773894e+01 -1.690698090840261125e+00
5.999999999999999778e-02 9.613263435090082520e-01 -2.338138630645494587e+01 -1.949188301724139372e+00
7.000000000000000666e-02 9.713263435090082609e-01 -2.337069253536513358e+01 -2.181125877063405660e+00
8.000000000000000167e-02 9.813263435090081588e-01 -2.335887868003060319e+01 -2.386655034271823794e+00
