# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 8.228190555159892172e-01 -2.307277536392211914e+01 4.203939411216456534e+01
-7.000000000000000666e-02 8.328190555159893371e-01 -2.325664806365966797e+01 2.872068531124392976e+01
-5.999999999999999778e-02 8.428190555159892350e-01 -2.335894989967346191e+01 5.956192315325053777e+00
-5.000000000000000278e-02 8.528190555159891328e-01 -2.337792444229125977e+01 4.503923260604268397e-01
-4.000000000000000083e-02 8.628190555159892527e-01 -2.338440680503845215e+01 1.558039314407821507e+00
-2.999999999999999889e-02 8.728190555159891506e-01 -2.339613342285156250e+01 2.089670123413983394e+00
-2.000000000000000042e-02 8.828190555159892705e-01 -2.340689253807067871e+01 1.508636270196506812e+00
-1.000000000000000021e-02 8.928190555159891684e-01 -2.341298651695251465e+01 6.222725356095490934e-01
0.000000000000000000e+00 9.028190555159892883e-01 -2.341468524932861328e+01 -2.369374423061134521e-02
1.000000000000000021e-02 9.128190555159892972e-01 -2.341347694396972656e+01 -4.474992289669207923e-01
2.000000000000000042e-02 9.228190555159893060e-01 -2.341024899482727051e+01 -7.835439192547672960e-01
2.999999999999999889e-02 9.328190555159892039e-01 -2.340530300140380859e+01 -1.098295138760587042e+00
4.000000000000000083e-02 9.428190555159893238e-01 -2.339873218536376953e+01 -1.402772183420632146e+00
5.000000000000000278e-02 9.528190555159892217e-01 -2.339061760902404785e+01 -1.690106577284767209e+00
5.999999999999999778e-02 9.628190555159892305e-01 -2.338107466697692871e+01 -1.953787154079823063e+00
7.000000000000000666e-02 9.728190555159892394e-01 -2.337024068832397461e+01 -2.191092758167019205e+00
8.000000000000000167e-02 9.828190555159892483e-01 -2.335825943946838379e+01 -2.401939752784983728e+00
