# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 8.246585291194213907e-01 -2.310998845100402832e+01 4.183033898669731343e+01
-7.000000000000000666e-02 8.346585291194212886e-01 -2.328950142860412598e+01 2.804845001071841182e+01
-5.999999999999999778e-02 8.446585291194211864e-01 -2.336839962005615234e+01 5.493651351187191167e+00
-5.000000000000000278e-02 8.546585291194213063e-01 -2.338065123558044434e+01 7.450239088658890119e-02
-4.000000000000000083e-02 8.646585291194213152e-01 -2.338633489608764648e+01 1.614249664510521987e+00
-2.999999999999999889e-02 8.746585291194212131e-01 -2.339771819114685059e+01 2.025909996731509732e+00
-2.000000000000000042e-02 8.846585291194212219e-01 -2.340760254859924316e+01 1.371265783641302249e+00
-1.000000000000000021e-02 8.946585291194212308e-01 -2.341302943229675293e+01 5.779592188914616235e-01
0.000000000000000000e+00 9.046585291194213507e-01 -2.341468524932861328e+01 1.961724358850311031e-02
1.000000000000000021e-02 9.146585291194213596e-01 -2.341377210617065430e+01 -3.852219385148097919e-01
2.000000000000000042e-02 9.246585291194213685e-01 -2.341085052490234375e+01 -7.432320361996568314e-01
2.999999999999999889e-02 9.346585291194212664e-01 -2.340608286857604980e+01 -1.089127308515411618e+00
4.000000000000000083e-02 9.446585291194212752e-01 -2.339954900741577148e+01 -1.419171096762935846e+00
5.000000000000000278e-02 9.546585291194213951e-01 -2.339136719703674316e+01 -1.723861416488049247e+00
5.999999999999999778e-02 9.646585291194214040e-01 -2.338168883323669434e+01 -1.998523711807754566e+00
7.000000000000000666e-02 9.746585291194214129e-01 -2.337067937850952148e+01 -2.242857798238348188e+00
8.000000000000000167e-02 9.846585291194213108e-01 -2.335849809646606445e+01 -2.458760970932431178e+00
