# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 8.774096671348725618e-01 -2.333130478859596835e+01 1.270273852949960203e+00
-7.000000000000000666e-02 8.874096671348723486e-01 -2.333555197716161800e+01 7.985993524663159704e-01
-5.999999999999999778e-02 8.974096671348724685e-01 -2.333738350868456024e+01 3.903600236341760454e-01
-5.000000000000000278e-02 9.074096671348723664e-01 -2.333716869354368484e+01 2.075324477444566787e-02
-4.000000000000000083e-02 9.174096671348723753e-01 -2.333499026298578372e+01 -3.602371883758004878e-01
-2.999999999999999889e-02 9.274096671348723842e-01 -2.333081412315389613e+01 -7.449331787906678937e-01
-2.000000000000000042e-02 9.374096671348723930e-01 -2.332471346855169259e+01 -1.104777714064561822e+00
-1.000000000000000021e-02 9.474096671348724019e-01 -2.331687569618225808e+01 -1.423440412200462912e+00
0.000000000000000000e+00 9.574096671348724108e-01 -2.330753064155578613e+01 -1.698863207950307430e+00
1.000000000000000021e-02 9.674096671348724197e-01 -2.329690003395080566e+01 -1.935174901828868421e+00
2.000000000000000042e-02 9.774096671348724286e-01 -2.328517699241638184e+01 -2.137754127853927155e+00
2.999999999999999889e-02 9.874096671348724374e-01 -2.327252626419067383e+01 -2.311726015312132620e+00
4.000000000000000083e-02 9.974096671348724463e-01 -2.325908780097961426e+01 -2.461774610415548903e+00
5.000000000000000278e-02 1.007409667134872455e+00 -2.324497842788696289e+01 -2.592174364354796978e+00
5.999999999999999778e-02 1.017409667134872464e+00 -2.323029088973999023e+01 -2.706763527110238599e+00
7.000000000000000666e-02 1.027409667134872473e+00 -2.321510386466979980e+01 -2.809117646732023577e+00
8.000000000000000167e-02 1.037409667134872482e+00 -2.319947028160095215e+01 -2.903966266071030145e+00
