# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 8.727866127133553364e-01 -2.332124360915464223e+01 1.631154480499081849e+00
-7.000000000000000666e-02 8.827866127133553453e-01 -2.332717805665176414e+01 1.145626663776315057e+00
-5.999999999999999778e-02 8.927866127133552432e-01 -2.333047178761020035e+01 6.891563219053082889e-01
-5.000000000000000278e-02 9.027866127133552521e-01 -2.333155037831112466e+01 3.071488387955870203e-01
-4.000000000000000083e-02 9.127866127133553720e-01 -2.333064557029215536e+01 -7.190615360090048258e-02
-2.999999999999999889e-02 9.227866127133553809e-01 -2.332772660619799865e+01 -4.661001847312625235e-01
-2.000000000000000042e-02 9.327866127133555008e-01 -2.332279634578596017e+01 -8.495788611627476117e-01
-1.000000000000000021e-02 9.427866127133553986e-01 -2.331599211705117014e+01 -1.197895796697741266e+00
0.000000000000000000e+00 9.527866127133554075e-01 -2.330753064155578613e+01 -1.502805693159811495e+00
1.000000000000000021e-02 9.627866127133553054e-01 -2.329764151573181152e+01 -1.766152101104458971e+00
2.000000000000000042e-02 9.727866127133553142e-01 -2.328653001785278320e+01 -1.992978385726129620e+00
2.999999999999999889e-02 9.827866127133552121e-01 -2.327437520027160645e+01 -2.188625191730272590e+00
4.000000000000000083e-02 9.927866127133555540e-01 -2.326132893562316895e+01 -2.358015457216011246e+00
5.000000000000000278e-02 1.002786612713355341e+00 -2.324751758575439453e+01 -2.505554661982452913e+00
5.999999999999999778e-02 1.012786612713355350e+00 -2.323304581642150879e+01 -2.635065065791028616e+00
7.000000000000000666e-02 1.022786612713355359e+00 -2.321800208091735840e+01 -2.749767543564960448e+00
8.000000000000000167e-02 1.032786612713355368e+00 -2.320245504379272461e+01 -2.852878877990315587e+00
