utc_timestamp,seed,max_degree,include_pseudotensors,num_epochs,num_train,num_valid,num_samples,num_atoms,batch_size,learning_rate,features,num_iterations,num_basis_functions,cutoff,valid_mae_final,valid_mae_last10_mean
2026-04-10T13:38:05.433320+00:00,22,0,False,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.7835121154785156,0.7895449757575989
2026-04-10T13:38:09.375177+00:00,22,0,True,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.7679274082183838,0.7624043643474578
2026-04-10T13:38:23.174635+00:00,22,1,False,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.7580590844154358,0.7601154386997223
2026-04-10T13:38:35.113127+00:00,22,1,True,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.7520705461502075,0.7506095707416535
2026-04-10T13:39:05.518179+00:00,22,2,False,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.814387857913971,0.8093351662158966
2026-04-10T13:39:34.771226+00:00,22,2,True,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.7391008138656616,0.7288259029388428
2026-04-10T13:40:26.674840+00:00,22,3,False,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.6269662380218506,0.6388792753219604
2026-04-10T13:41:20.485684+00:00,22,3,True,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.7155731916427612,0.7117918074131012
2026-04-10T13:43:23.246944+00:00,22,4,False,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.7792772054672241,0.7262990951538086
2026-04-10T13:45:45.564964+00:00,22,4,True,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.7194100618362427,0.6769103169441223
