utc_timestamp,seed,max_degree,include_pseudotensors,num_epochs,num_train,num_valid,num_samples,num_atoms,batch_size,learning_rate,features,num_iterations,num_basis_functions,cutoff,valid_mae_final,valid_mae_last10_mean
2026-04-10T13:58:18.055447+00:00,2,0,False,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.6957634687423706,0.701397705078125
2026-04-10T13:58:21.867554+00:00,2,0,True,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.5981606245040894,0.6014143586158752
2026-04-10T13:58:35.560817+00:00,2,1,False,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.622748851776123,0.626269382238388
2026-04-10T13:58:47.725056+00:00,2,1,True,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.5980633497238159,0.5854835689067841
2026-04-10T13:59:17.154038+00:00,2,2,False,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.6424597501754761,0.633631557226181
2026-04-10T13:59:46.877548+00:00,2,2,True,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.7024672627449036,0.6951101839542388
2026-04-10T14:00:39.302569+00:00,2,3,False,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.7455158233642578,0.750217753648758
2026-04-10T14:01:31.142919+00:00,2,3,True,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.6045342683792114,0.607126796245575
2026-04-10T14:03:33.733479+00:00,2,4,False,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.7168618440628052,0.7074328303337097
2026-04-10T14:05:34.622400+00:00,2,4,True,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.5634336471557617,0.5882696211338043
