utc_timestamp,seed,max_degree,include_pseudotensors,num_epochs,num_train,num_valid,num_samples,num_atoms,batch_size,learning_rate,features,num_iterations,num_basis_functions,cutoff,valid_mae_final,valid_mae_last10_mean
2026-04-10T13:29:15.516182+00:00,32,0,False,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.6551478505134583,0.6621108472347259
2026-04-10T13:29:19.636779+00:00,32,0,True,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.6883415579795837,0.6971309661865235
2026-04-10T13:29:35.178167+00:00,32,1,False,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.6754651069641113,0.6827100038528442
2026-04-10T13:29:49.221585+00:00,32,1,True,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.8117969632148743,0.8051402568817139
2026-04-10T13:30:25.706287+00:00,32,2,False,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.721429705619812,0.7229142427444458
2026-04-10T13:31:03.446230+00:00,32,2,True,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.7148662805557251,0.7227084219455719
2026-04-10T13:32:07.474490+00:00,32,3,False,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.7433656454086304,0.7407252132892609
2026-04-10T13:33:11.004805+00:00,32,3,True,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.687691867351532,0.6895870208740235
2026-04-10T13:35:22.011260+00:00,32,4,False,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.6904032230377197,0.6933991968631744
2026-04-10T13:37:22.172831+00:00,32,4,True,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.5849359035491943,0.5986403822898865
