utc_timestamp,seed,max_degree,include_pseudotensors,num_epochs,num_train,num_valid,num_samples,num_atoms,batch_size,learning_rate,features,num_iterations,num_basis_functions,cutoff,valid_mae_final,valid_mae_last10_mean
2026-04-10T14:05:49.690847+00:00,3,0,False,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.7133204340934753,0.6961244285106659
2026-04-10T14:05:53.594351+00:00,3,0,True,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.6500357985496521,0.6548048615455627
2026-04-10T14:06:07.454453+00:00,3,1,False,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.7818107604980469,0.7785170197486877
2026-04-10T14:06:19.852083+00:00,3,1,True,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.7139976024627686,0.7122476637363434
2026-04-10T14:06:58.130947+00:00,3,2,False,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.6761437058448792,0.6742495715618133
2026-04-10T14:07:37.185080+00:00,3,2,True,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.7308659553527832,0.7331569015979766
2026-04-10T14:08:31.147071+00:00,3,3,False,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.6945887804031372,0.6901999890804291
2026-04-10T14:09:23.753976+00:00,3,3,True,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.7007964849472046,0.7011831223964691
2026-04-10T14:11:25.755808+00:00,3,4,False,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.5609214305877686,0.5574118912220001
2026-04-10T14:13:27.578488+00:00,3,4,True,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.6849117279052734,0.6879402279853821
