utc_timestamp,seed,max_degree,include_pseudotensors,num_epochs,num_train,num_valid,num_samples,num_atoms,batch_size,learning_rate,features,num_iterations,num_basis_functions,cutoff,valid_mae_final,valid_mae_last10_mean
2026-04-10T13:19:16.407845+00:00,42,0,False,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.5721104145050049,0.5789908230304718
2026-04-10T13:19:20.563194+00:00,42,0,True,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.5730937719345093,0.5629694163799286
2026-04-10T13:19:35.673667+00:00,42,1,False,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.5991281270980835,0.6000668168067932
2026-04-10T13:19:48.827964+00:00,42,1,True,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.6258922815322876,0.6212051153182984
2026-04-10T13:20:23.770040+00:00,42,2,False,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.574202299118042,0.5649336814880371
2026-04-10T13:20:58.820692+00:00,42,2,True,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.590538501739502,0.5839334964752197
2026-04-10T13:22:02.297324+00:00,42,3,False,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.5799388885498047,0.6007314443588256
2026-04-10T13:23:05.717569+00:00,42,3,True,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.6632362604141235,0.6510668933391571
2026-04-10T13:25:42.106162+00:00,42,4,False,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.588564395904541,0.5678077936172485
2026-04-10T13:28:22.520072+00:00,42,4,True,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.6896626949310303,0.6736108183860778
