utc_timestamp,seed,max_degree,include_pseudotensors,num_epochs,num_train,num_valid,num_samples,num_atoms,batch_size,learning_rate,features,num_iterations,num_basis_functions,cutoff,valid_mae_final,valid_mae_last10_mean
2026-04-10T14:29:08.439725+00:00,6,0,False,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.7277747392654419,0.7283620297908783
2026-04-10T14:29:12.656786+00:00,6,0,True,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.6878515481948853,0.6940544545650482
2026-04-10T14:29:27.609556+00:00,6,1,False,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.6356587409973145,0.6357229650020599
2026-04-10T14:29:40.480804+00:00,6,1,True,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.7060476541519165,0.6950138688087464
2026-04-10T14:30:12.154959+00:00,6,2,False,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.744702160358429,0.7438590347766876
2026-04-10T14:30:42.903489+00:00,6,2,True,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.695063591003418,0.6989317178726197
2026-04-10T14:31:36.580833+00:00,6,3,False,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.7288174033164978,0.7320935010910035
2026-04-10T14:32:29.024124+00:00,6,3,True,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.6270701885223389,0.6314391613006591
2026-04-10T14:34:43.948761+00:00,6,4,False,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.7159746885299683,0.7181997835636139
2026-04-10T14:37:50.483171+00:00,6,4,True,50,800,100,1000,4,64,0.001,32,2,8,10.0,0.68755042552948,0.6773151576519012
