# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 8.421212176133641147e-01 -2.238335006930332227e+01 6.957976002928734971e+00
-7.000000000000000666e-02 8.521212176133640126e-01 -2.244666689135532422e+01 6.615756301058701716e+00
-5.999999999999999778e-02 8.621212176133640215e-01 -2.249640625216465040e+01 5.414109619548364449e+00
-5.000000000000000278e-02 8.721212176133641414e-01 -2.253286474444370313e+01 4.379985770743977547e+00
-4.000000000000000083e-02 8.821212176133641503e-01 -2.256078403689365430e+01 3.276845205817240814e+00
-2.999999999999999889e-02 8.921212176133641591e-01 -2.258126872279148145e+01 2.226944752628053692e+00
-2.000000000000000042e-02 9.021212176133641680e-01 -2.259466164805393262e+01 1.333677838510895830e+00
-1.000000000000000021e-02 9.121212176133641769e-01 -2.260181754328708692e+01 6.004315277114773419e-01
0.000000000000000000e+00 9.221212176133641858e-01 -2.260383742548923536e+01 8.515898896202548848e-03
1.000000000000000021e-02 9.321212176133641947e-01 -2.260177653529148145e+01 -4.575341937833239392e-01
2.000000000000000042e-02 9.421212176133642036e-01 -2.259653394915561719e+01 -8.187176741086881204e-01
2.999999999999999889e-02 9.521212176133642124e-01 -2.258883183695774122e+01 -1.104423639033752069e+00
4.000000000000000083e-02 9.621212176133641103e-01 -2.257920926310520215e+01 -1.346880117444594127e+00
5.000000000000000278e-02 9.721212176133641192e-01 -2.256803076960544630e+01 -1.575558157405583470e+00
5.999999999999999778e-02 9.821212176133642391e-01 -2.255550688006382032e+01 -1.814979786080516577e+00
7.000000000000000666e-02 9.921212176133642480e-01 -2.254171984889011426e+01 -2.084875920142543748e+00
8.000000000000000167e-02 1.002121217613364257e+00 -2.252664964892368360e+01 -2.400787820214721702e+00
