# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 9.002935072619806522e-01 -2.216747535993317086e+01 2.127112440486624578e+01
-7.000000000000000666e-02 9.102935072619807721e-01 -2.228184126584746849e+01 1.823373131808236280e+01
-5.999999999999999778e-02 9.202935072619808921e-01 -2.237778925180569090e+01 1.512837359901457290e+01
-5.000000000000000278e-02 9.302935072619805679e-01 -2.245509628109152089e+01 1.199927760688314748e+01
-4.000000000000000083e-02 9.402935072619805768e-01 -2.251392475437199536e+01 8.967275537733449653e+00
-2.999999999999999889e-02 9.502935072619808077e-01 -2.255587747117618491e+01 6.292544353822686176e+00
-2.000000000000000042e-02 9.602935072619807055e-01 -2.258356342761732805e+01 3.993499545551606911e+00
-1.000000000000000021e-02 9.702935072619806034e-01 -2.259912339249365942e+01 1.926234229077574023e+00
0.000000000000000000e+00 9.802935072619807233e-01 -2.260383742548923536e+01 -3.948404558652900131e-02
1.000000000000000021e-02 9.902935072619807322e-01 -2.259834560649481006e+01 -1.981053898077682618e+00
2.000000000000000042e-02 1.000293507261980741e+00 -2.258290166517139852e+01 -3.928336902329699232e+00
2.999999999999999889e-02 1.010293507261980750e+00 -2.255754316243178437e+01 -5.892785122276124277e+00
4.000000000000000083e-02 1.020293507261980759e+00 -2.252219538991684189e+01 -7.867576846005545299e+00
5.000000000000000278e-02 1.030293507261980768e+00 -2.247705850904035429e+01 -9.730082186411060263e+00
5.999999999999999778e-02 1.040293507261980777e+00 -2.242322619270435524e+01 -1.129169019352264414e+01
7.000000000000000666e-02 1.050293507261980785e+00 -2.236243603390882484e+01 -1.251422807394866155e+01
8.000000000000000167e-02 1.060293507261980572e+00 -2.229633404719997003e+01 -1.344569916981802393e+01
