# delta_A r_A E_eV F_stretch_eV_A
-8.000000000000000167e-02 8.224146967486454241e-01 -1.137593436241149902e+01 4.432349114040851390e+01
-7.000000000000000666e-02 8.324146967486454329e-01 -1.157790088653564453e+01 3.014311016394586673e+01
-5.999999999999999778e-02 8.424146967486455528e-01 -1.167742109298706055e+01 5.844888443461719874e+00
-5.000000000000000278e-02 8.524146967486453397e-01 -1.169367170333862305e+01 1.702363864442471564e-01
-4.000000000000000083e-02 8.624146967486453486e-01 -1.170083045959472656e+01 1.877870809404360131e+00
-2.999999999999999889e-02 8.724146967486453574e-01 -1.171384024620056152e+01 2.302687810479091102e+00
-2.000000000000000042e-02 8.824146967486453663e-01 -1.172515273094177246e+01 1.581644431510165205e+00
-1.000000000000000021e-02 8.924146967486453752e-01 -1.173136830329895020e+01 6.585650824048975283e-01
0.000000000000000000e+00 9.024146967486453841e-01 -1.173316502571105957e+01 1.046548124038674740e-02
1.000000000000000021e-02 9.124146967486453930e-01 -1.173205685615539551e+01 -4.252158669002290559e-01
2.000000000000000042e-02 9.224146967486454018e-01 -1.172887396812438965e+01 -7.779354876659837492e-01
2.999999999999999889e-02 9.324146967486454107e-01 -1.172391295433044434e+01 -1.104283579864259179e+00
4.000000000000000083e-02 9.424146967486454196e-01 -1.171729946136474609e+01 -1.412101521697666007e+00
5.000000000000000278e-02 9.524146967486454285e-01 -1.170915007591247559e+01 -1.696726370955896623e+00
5.999999999999999778e-02 9.624146967486453264e-01 -1.169960021972656250e+01 -1.955182788413148742e+00
7.000000000000000666e-02 9.724146967486453352e-01 -1.168879318237304688e+01 -2.187448347929197290e+00
8.000000000000000167e-02 9.824146967486453441e-01 -1.167686796188354492e+01 -2.395157691120112453e+00
