lambda,distance_A,E_total_eV,E_internal_eV,E_ml2b_eV,E_mm_eV
0.8,6.731428571428571,-47.465309143066406,-47.47074890136719,-0.0,0.005440135952085257
0.8,6.942857142857143,-47.46696090698242,-47.472076416015625,-0.0,0.005116138607263565
0.8,7.154285714285714,-47.466182708740234,-47.47096633911133,-0.0,0.004783270414918661
0.8,7.365714285714286,-47.467796325683594,-47.47223663330078,-0.0,0.004442151635885239
0.8,7.577142857142857,-47.46810531616211,-47.472198486328125,-0.0,0.004091521259397268
0.8,7.788571428571428,-47.46876907348633,-47.472496032714844,-0.0,0.0037285257130861282
0.8,8.0,-47.468284606933594,-47.47163391113281,-0.0,0.003350807586684823
0.9,0.6,-22.49774169921875,-45.34935760498047,22.85161590576172,0.0
0.9,0.8114285714285714,-29.536434173583984,-45.305747985839844,15.769314765930176,0.0
0.9,1.022857142857143,-30.892154693603516,-45.36643981933594,14.474284172058105,0.0
0.9,1.2342857142857144,-38.245906829833984,-45.621192932128906,7.37528657913208,0.0
0.9,1.4457142857142857,-41.94410705566406,-45.658912658691406,3.7148070335388184,0.0
0.9,1.657142857142857,-38.004058837890625,-45.71701431274414,7.712954998016357,0.0
0.9,1.8685714285714288,-39.883548736572266,-45.81663513183594,5.933087348937988,0.0
0.9,2.08,-43.407066345214844,-45.89092254638672,2.4838576316833496,0.0
0.9,2.2914285714285714,-45.07048034667969,-46.24805450439453,1.1775729656219482,0.0
0.9,2.502857142857143,-46.77896499633789,-46.500587463378906,-0.27837637066841125,0.0
0.9,2.7142857142857144,-47.97124099731445,-46.779747009277344,-1.1914947032928467,0.0
0.9,2.9257142857142857,-48.893585205078125,-47.205726623535156,-1.6878604888916016,0.0
0.9,3.1371428571428575,-49.49858856201172,-47.62483596801758,-1.8737525939941406,0.0
0.9,3.3485714285714288,-49.80371856689453,-47.922359466552734,-1.8813605308532715,0.0
0.9,3.56,-49.92933654785156,-48.18219757080078,-1.7480859756469727,0.0009465815383009613
0.9,3.771428571428572,-49.84336471557617,-48.33844757080078,-1.510939598083496,0.006022805348038673
0.9,3.982857142857143,-49.593910217285156,-48.362815856933594,-1.2371292114257812,0.006033004727214575
0.9,4.194285714285714,-49.249794006347656,-48.34553527832031,-0.9088175296783447,0.004557677544653416
0.9,4.405714285714286,-48.88926315307617,-48.33131408691406,-0.5620988607406616,0.004151941277086735
0.9,4.6171428571428565,-48.556514739990234,-48.295494079589844,-0.265962153673172,0.004941701889038086
0.9,4.828571428571428,-48.27958679199219,-48.22220993041992,-0.06351970136165619,0.006141913589090109
0.9,5.04,-48.110042572021484,-48.116966247558594,-0.0,0.006922783330082893
0.9,5.251428571428571,-47.98866271972656,-47.99596405029297,-0.0,0.007300232537090778
0.9,5.462857142857143,-47.87836456298828,-47.885833740234375,-0.0,0.00746958190575242
0.9,5.674285714285714,-47.785152435302734,-47.7926139831543,-0.0,0.0074614351615309715
0.9,5.885714285714285,-47.696773529052734,-47.70409393310547,-0.0,0.007321612909436226
0.9,6.097142857142857,-47.60421371459961,-47.611305236816406,-0.0,0.007090189028531313
0.9,6.308571428571429,-47.52611541748047,-47.53291320800781,-0.0,0.0067989034578204155
0.9,6.52,-47.47618103027344,-47.48265075683594,-0.0,0.0064707291312515736
0.9,6.731428571428571,-47.465457916259766,-47.47157669067383,-0.0,0.006120181642472744
0.9,6.942857142857143,-47.465789794921875,-47.4715461730957,-0.0,0.005755717866122723
0.9,7.154285714285714,-47.46558380126953,-47.47096633911133,-0.0,0.0053811222314834595
0.9,7.365714285714286,-47.46723937988281,-47.47223663330078,-0.0,0.004997448995709419
0.9,7.577142857142857,-47.467594146728516,-47.472198486328125,-0.0,0.004602982196956873
0.9,7.788571428571428,-47.46797180175781,-47.47216796875,-0.0,0.004194661043584347
0.9,8.0,-47.467811584472656,-47.471580505371094,-0.0,0.0037696948274970055
1.0,0.6,-19.957921981811523,-45.34935760498047,25.391435623168945,0.0
1.0,0.8114285714285714,-27.78119468688965,-45.3050537109375,17.52385902404785,0.0
1.0,1.022857142857143,-29.281848907470703,-45.36643981933594,16.084590911865234,0.0
1.0,1.2342857142857144,-37.42626953125,-45.621131896972656,8.194862365722656,0.0
1.0,1.4457142857142857,-41.53129959106445,-45.6591796875,4.127880096435547,0.0
1.0,1.657142857142857,-37.14564895629883,-45.71695327758789,8.571304321289062,0.0
1.0,1.8685714285714288,-39.22381591796875,-45.81679153442383,6.592975616455078,0.0
1.0,2.08,-43.131080627441406,-45.890846252441406,2.759765625,0.0
1.0,2.2914285714285714,-44.93927764892578,-46.24805450439453,1.30877685546875,0.0
1.0,2.502857142857143,-46.80934143066406,-46.49951934814453,-0.30982208251953125,0.0
1.0,2.7142857142857144,-48.10363006591797,-46.779563903808594,-1.324066162109375,0.0
1.0,2.9257142857142857,-49.08112716674805,-47.20392608642578,-1.8772010803222656,0.0
1.0,3.1371428571428575,-49.706783294677734,-47.62483596801758,-2.0819473266601562,0.0
1.0,3.3485714285714288,-50.01276779174805,-47.922359466552734,-2.0904083251953125,0.0
1.0,3.56,-50.12346267700195,-48.18219757080078,-1.9423178434371948,0.0010517585324123502
1.0,3.771428571428572,-50.00932312011719,-48.33865737915039,-1.6773580312728882,0.006692015565931797
1.0,3.982857142857143,-49.730682373046875,-48.36273193359375,-1.3746514320373535,0.006703331600874662
1.0,4.194285714285714,-49.350406646728516,-48.34553527832031,-1.0099328756332397,0.00506396871060133
1.0,4.405714285714286,-48.95143127441406,-48.33129119873047,-0.6247538924217224,0.004613341763615608
1.0,4.6171428571428565,-48.58551788330078,-48.295494079589844,-0.2955135107040405,0.005490609910339117
1.0,4.828571428571428,-48.286460876464844,-48.22272491455078,-0.07055880129337311,0.006823985371738672
1.0,5.04,-48.10941696166992,-48.11710739135742,-0.0,0.00769165949895978
1.0,5.251428571428571,-47.98796844482422,-47.99607849121094,-0.0,0.008111249655485153
1.0,5.462857142857143,-47.877662658691406,-47.885963439941406,-0.0,0.008299581706523895
1.0,5.674285714285714,-47.78441619873047,-47.79270553588867,-0.0,0.008290441706776619
1.0,5.885714285714285,-47.6958122253418,-47.703948974609375,-0.0,0.008134988136589527
1.0,6.097142857142857,-47.60354232788086,-47.611419677734375,-0.0,0.007877923548221588
1.0,6.308571428571429,-47.525360107421875,-47.53291320800781,-0.0,0.007554318755865097
1.0,6.52,-47.475460052490234,-47.48265075683594,-0.0,0.007189524360001087
1.0,6.731428571428571,-47.46438217163086,-47.47118377685547,-0.0,0.006799978669732809
1.0,6.942857142857143,-47.4658088684082,-47.47220230102539,-0.0,0.006395048927515745
1.0,7.154285714285714,-47.464988708496094,-47.47096633911133,-0.0,0.005978953558951616
1.0,7.365714285714286,-47.46657180786133,-47.47212600708008,-0.0,0.00555278779938817
1.0,7.577142857142857,-47.467288970947266,-47.47240447998047,-0.0,0.0051142568700015545
1.0,7.788571428571428,-47.467769622802734,-47.47243118286133,-0.0,0.004660713952034712
1.0,8.0,-47.46739196777344,-47.471580505371094,-0.0,0.004188561346381903
